Name,Team,Tackles,Clearances,Interceptions,Aerials Won,Blocks,Mins,Duels Won,Unnamed: 8
D. Soares,1. FC Nürnberg,51,31,26,13,7,1514,89,
A. Geipl,SSV Jahn Regensburg,39,30,31,15,4,1744,72,
R. Krausse,SV Sandhausen,48,38,16,28,4,1860,106,
J. Meffert,Holstein Kiel,60,58,25,31,4,2375,112,
JGJ. Günther-Schmidt,Erzgebirge Aue,0,0,0,0,0,0,0,
D. Kinsombi,SC Paderborn 07,17,7,3,9,8,1062,51,
P. Förster,Karlsruher SC,28,3,14,3,9,1456,59,
M. Wanitzek,Karlsruher SC,61,44,14,57,25,3060,186,
J. Bachmann,FC Schalke 04,29,39,8,67,4,1646,108,
N. Rapp,Karlsruher SC,49,59,34,45,3,2157,120,
M. Bader,Darmstadt 98,5,1,3,0,1,274,12,
R. Obermair,SC Paderborn 07,46,52,34,23,15,2860,104,
J. Justvan,1. FC Nürnberg,32,13,7,10,17,2640,117,
C. Antwi-Adjei,FC Schalke 04,8,8,4,9,8,958,39,
D. Burnić,Karlsruher SC,43,15,15,8,14,2277,76,
S. Klaas,SC Paderborn 07,14,5,9,5,8,823,47,
L. Herrmann,SG Dynamo Dresden,8,9,2,4,2,457,21,
K. Klefisch,Darmstadt 98,38,30,24,26,6,1797,99,
N. Katterbach,Hamburger SV,9,10,9,3,3,549,30,
M. Papela,Darmstadt 98,34,15,32,18,5,1267,78,
A. Suhonen,Hamburger SV,34,3,4,3,2,611,61,
S. Karl Appelkamp,Fortuna Düsseldorf,22,8,5,4,3,1558,52,
B. Hein,SSV Jahn Regensburg,40,64,19,22,3,2066,117,
L. Egloff,Karlsruher SC,14,2,6,6,2,416,26,
E. Leopold,Hannover 96,70,48,31,21,12,2875,145,
T. Breithaupt,Fortuna Düsseldorf,22,21,10,23,1,800,67,
B. Allgeier,Hannover 96,27,60,11,19,0,1758,56,
A. Müller,Karlsruher SC,66,46,20,14,5,2536,106,
M. Hansen,SC Paderborn 07,16,13,11,9,0,576,30,
P. Stock,F.C. Hansa Rostock,11,6,0,4,3,309,22,
D. Pfaffenroth,SV Sandhausen,0,0,0,0,0,20,0,
K. Corredor,Darmstadt 98,35,10,11,25,17,2581,159,
K. Oudenne,Hannover 96,13,3,4,0,1,460,32,
T. Rossmann,Fortuna Düsseldorf,24,7,7,12,10,1027,83,
M. Baur,SC Paderborn 07,0,2,2,1,0,186,3,
A. Eren Ersungur,Karlsruher SC,3,0,0,2,1,54,5,
B. Yılmaz,1. FC Nürnberg,22,35,13,5,2,1382,85,
S. Castaneda,SC Paderborn 07,44,61,38,44,7,2227,130,
HAH. Anhari,Fortuna Düsseldorf,1,0,0,0,0,2,1,
R. Lubach,1. FC Nürnberg,28,15,8,9,3,1323,67,
P. Muller,SSV Jahn Regensburg,5,7,11,5,3,473,14,
N. Baier,Darmstadt 98,0,0,0,0,0,0,0,
N. Aséko,Hannover 96,1,0,0,0,0,22,1,
K. Affo,Fortuna Düsseldorf,1,0,0,0,0,8,2,
TJT. Janisch,1. FC Nürnberg,35,23,10,2,0,1112,74,
M. Grüger,FC Schalke 04,22,10,15,5,6,1409,34,
H. Chakroun,Hannover 96,0,0,0,0,0,13,0,
S. Suso,Fortuna Düsseldorf,0,0,0,0,0,1,1,
L. Ben Farhat,Karlsruher SC,5,1,3,7,3,452,26,
M. Kritzer,Karlsruher SC,0,0,0,0,0,0,0,
A. Røssing-Lelesiit,Hamburger SV,0,0,0,0,0,9,2,
