Name,Team,App,Mins,ID,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Position
O. Steinn Óskarsson,Real Sociedad,25,948,1279,0,19.0,7,3,5.0998,5.204,0.4393,6,11,2,31,2,45,185,103,4,7,0,5,Forward
J. Martón,Athletic Club,15,50,1280,0,,0,0,0.0,,0.0,0,0,0,2,0,2,7,6,0,0,0,0,Forward
B. Zaragoza,Celta Vigo,28,1856,1281,6,42.0,13,1,2.6966,2.68,5.1267,13,8,4,2,10,111,431,313,46,104,4,36,Forward
I. Benito,Osasuna,16,35,1282,0,,0,0,0.0,,0.0,0,2,1,0,0,1,11,9,0,2,0,1,Forward
EEE. Eto'o Pineda,Rayo Vallecano,10,44,1283,0,,0,0,0.0,,0.0586,0,1,0,6,0,6,5,1,0,0,0,0,Forward
C. Martín,Rayo Vallecano,36,1336,1284,2,26.0,12,2,2.2879,2.288,1.3925,43,17,5,15,7,94,372,254,21,24,3,13,Forward
V. Muñoz,Osasuna,4,42,1285,0,1.0,0,0,0.4903,0.49,0.2505,0,0,0,0,0,0,10,10,0,2,0,1,Forward
DCD. Camara,Cádiz,2,0,1286,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Forward
Á. Rodriguez,Elche,30,852,1287,0,25.0,10,2,1.2323,1.217,0.3443,10,12,3,105,6,149,229,109,6,5,1,5,Forward
Á. Djaló,Athletic Club,29,657,1288,0,15.0,3,1,0.8318,0.833,0.6128,8,3,1,11,6,46,112,80,7,14,1,4,Forward
R. Fernández,Espanyol,19,1507,1289,0,21.0,9,6,3.4654,3.558,0.5321,4,26,3,36,6,74,257,187,6,2,1,8,Forward
E. Eyong,Levante UD,12,46,1290,0,2.0,2,1,0.3672,0.361,0.0,0,0,0,1,0,2,1,0,0,0,0,0,Forward
P. Durán,Celta Vigo,37,1411,1291,4,26.0,10,4,3.7454,3.673,0.9835,17,18,8,16,5,60,373,275,25,18,4,17,Forward
G. García,Real Madrid,6,53,1292,1,1.0,0,0,0.4938,0.494,0.6004,0,0,0,1,0,1,20,19,1,0,1,1,Forward
J. Panichelli,Deportivo Alavés,1,0,1293,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Forward
A. González,Sevilla,35,1372,1294,2,46.0,21,5,4.6079,4.716,2.1209,8,3,5,3,15,67,331,255,14,40,4,24,Forward
M. Sannadi,Athletic Club,17,751,1295,1,19.0,7,1,3.4865,3.476,0.6466,5,2,1,14,3,62,153,115,9,6,3,7,Forward
C. Lumbreras,Osasuna,1,0,1296,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Forward
P. Cabanes De La Torre,Villarreal,32,366,1297,0,6.0,3,1,0.5086,0.51,0.2947,12,2,3,2,1,35,146,116,4,18,1,5,Forward
PGP. García,Real Betis,7,36,1298,0,,0,0,0.0,,0.1574,0,0,0,0,0,1,11,9,3,2,0,0,Forward
P. Garcia,Real Betis,1,24,1299,0,,0,0,0.0,,0.1487,0,0,0,0,0,1,6,4,2,1,0,0,Forward
A. Garcia-Pascual,Cádiz,10,409,1300,0,11.0,4,1,1.0929,1.093,0.0773,5,9,2,12,2,22,70,48,5,3,0,2,Forward
