Name,Team,App,Goals,Mins,XG,XA,Unnamed: 6
I. Cuéllar,Mallorca,26,0,0,0,0,
Ø. Nyland,Sevilla,34,0,2674,0,0.044,
W. Szczęsny,Barcelona,29,0,1350,0,0,
Adrián,Real Betis,38,0,1710,0,0,
J. Oblak,Atlético Madrid,36,0,3240,0,0,
T. Courtois,Real Madrid,32,0,2700,0,0.0067,
M. Dmitrović,Espanyol,38,0,2880,0,0.0272,
S. Dimitrievski,Valencia,38,0,360,0,0,
A. Fernández,Osasuna,36,0,90,0,0,
R. Silva,Real Betis,15,0,1350,0,0.024,
S. Herrera,Osasuna,37,0,3330,0,0.0348,
A. Sivera,Deportivo Alavés,32,0,2812,0,0.0993,
P. López,Real Betis,17,0,45,0,0.0516,
D. Soria,Getafe,38,0,3420,0,0.0829,
Á. Remiro,Real Sociedad,38,0,3240,0,0,
I. Peña,Elche,38,0,1395,0,0,
U. Simón,Athletic Club,25,0,1890,0,0.0242,
J. Letáček,Getafe,37,0,0,0,0,
I. Villar,Celta Vigo,38,0,360,0,0,
A. Lunin,Real Madrid,36,0,630,0,0,
M. Vidal,Celta Vigo,7,0,0,0,0,
J. García,Barcelona,38,0,3420,0.0741,0.019,
D. Conde,Villarreal,33,0,1963,0,0,
D. Cárdenas,Rayo Vallecano,38,0,540,0,0.0053,
J. Agirrezabala,Valencia,36,0,1207,0,0,
AIA. Iturbe,Elche,1,0,0,0,0,
L. Júnior,Villarreal,37,0,1457,0,0,
A. Fortuno,Espanyol,36,0,0,0,0,
U. Marrero,Real Sociedad,36,0,180,0,0,
L. Román,Mallorca,38,0,630,0,0.0072,
A. Astralaga,Granada,16,0,0,0,0,
A. Padilla,Athletic Club,13,0,328,0,0.006,
D. Kochen,Barcelona,16,0,0,0,0,
G. Fernandes,Real Betis,10,0,0,0,0,
RFR. Fernández,Osasuna,1,0,0,0,0,
G. Swiderski,Deportivo Alavés,3,0,0,0,0,
