Name,Team,App,Mins,ID,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Position
D. Vivian,Athletic Club,35,2613,1187,0,18.0,5,4,1.9199,1.928,0.7128,40,147,47,45,2,114,1740,1521,237,8,1,10,Defender
L. Costa,Villarreal,35,2585,1188,1,12.0,5,2,0.6988,0.656,0.4748,38,109,21,46,0,87,1531,1346,202,5,0,4,Defender
J. Copete,Valencia,34,1537,1189,0,6.0,2,0,0.46,0.457,0.1239,30,120,16,27,1,73,758,638,112,7,0,0,Defender
R. Araújo,Barcelona,20,766,1190,1,4.0,2,1,0.9546,0.955,0.2469,12,22,9,33,0,49,718,660,48,0,1,4,Defender
A. Pedrosa,Elche,34,2303,1191,1,24.0,8,1,0.9001,0.895,1.6554,56,70,24,11,5,103,890,699,125,97,4,21,Defender
J. Pacheco,Deportivo Alavés,29,851,1192,0,1.0,0,0,0.0901,0.09,0.3511,15,48,9,19,1,40,492,410,68,0,0,1,Defender
J. Herrando,Osasuna,38,1389,1193,0,12.0,3,1,1.2359,1.204,0.0533,17,62,12,29,2,49,720,620,80,2,0,0,Defender
J. Iglesias,Getafe,38,2889,1194,1,21.0,3,0,1.5954,1.589,1.7951,81,125,50,36,7,170,784,474,181,84,7,20,Defender
A. Paredes,Athletic Club,34,1814,1195,0,6.0,3,3,2.2858,2.285,0.1113,15,112,22,31,0,51,944,788,172,1,0,2,Defender
A. Rațiu,Rayo Vallecano,36,3067,1196,3,31.0,8,2,1.8326,1.831,3.8554,71,62,27,20,11,188,1382,1163,86,77,10,37,Defender
A. Muñoz,Real Sociedad,35,1104,1197,0,6.0,0,0,0.1586,0.16,0.2562,24,42,14,24,2,66,460,356,59,35,1,3,Defender
M. Sánchez,Levante UD,35,2646,1198,0,12.0,2,1,1.6824,1.849,1.2779,83,64,30,9,6,120,769,563,103,78,1,16,Defender
S. Cardona,Villarreal,36,2955,1199,7,20.0,6,1,2.458,2.387,4.6268,71,99,40,43,5,150,1119,895,110,111,10,46,Defender
C. Tárrega,Valencia,37,3027,1200,0,20.0,7,2,2.031,1.959,0.1782,50,218,22,89,5,163,1686,1428,219,1,0,3,Defender
J. Vázquez,Valencia,35,927,1201,0,5.0,1,0,0.1604,0.142,0.5727,23,26,10,12,2,60,318,245,23,23,2,3,Defender
A. Balde,Barcelona,35,2292,1202,4,12.0,3,0,0.4778,0.478,2.8135,18,20,5,16,3,117,1252,1142,36,67,6,27,Defender
T. Nianzou,Sevilla,10,519,1203,0,2.0,0,0,0.1879,0.188,0.0241,7,26,8,18,0,32,314,285,15,0,0,0,Defender
A. Bretones,Osasuna,38,2075,1204,0,12.0,4,2,0.4934,0.518,1.4993,60,53,18,21,2,130,776,592,94,85,1,16,Defender
J. Chavarría,Rayo Vallecano,36,2589,1205,1,11.0,3,0,1.1696,1.219,1.9036,46,93,30,24,3,104,1215,997,122,79,2,24,Defender
J. Ángel Carmona,Sevilla,35,2954,1206,0,19.0,4,0,0.532,0.533,0.8755,83,84,68,34,4,178,1439,1180,103,41,4,19,Defender
O. El Hilali,Espanyol,36,3159,1207,2,2.0,0,0,0.027,0.028,1.3241,111,130,47,37,1,194,1224,987,197,57,2,8,Defender
F. Boyomo,Osasuna,37,3258,1208,0,14.0,3,2,1.5004,1.56,0.6535,74,137,44,32,3,124,1570,1376,159,2,1,4,Defender
C. Domínguez,Celta Vigo,37,1187,1209,0,3.0,1,0,0.2112,0.212,0.1851,23,76,13,29,0,63,962,854,85,0,0,2,Defender
G. Martín,Barcelona,38,1045,1210,3,7.0,2,1,0.4749,0.475,1.6394,22,27,13,14,2,49,657,559,32,36,2,12,Defender
K. Salas,Sevilla,36,2245,1211,2,23.0,7,3,1.9116,1.905,0.823,47,141,32,79,5,142,1331,1060,208,9,2,6,Defender
A. Abqar,Getafe,29,2467,1212,1,12.0,1,0,0.8893,0.919,0.3748,36,144,39,42,2,110,924,711,233,5,0,8,Defender
J. Aramburu,Real Sociedad,37,2471,1213,1,11.0,3,1,0.4495,0.45,1.3529,102,91,30,40,3,192,1203,972,84,45,1,15,Defender
S. Arribas,Cádiz,3,90,1214,0,,0,0,0.0,,0.0,7,4,3,1,0,8,41,28,2,0,0,0,Defender
RKR. Kohon,Real Betis,1,0,1215,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
W. Kambwala,Villarreal,30,1114,1216,0,4.0,1,0,0.3173,0.318,0.0548,17,53,10,16,1,38,577,510,81,0,0,1,Defender
P. Fernández,Cádiz,24,104,1217,0,,0,0,0.0,,0.0,0,8,2,3,0,3,28,24,3,0,0,0,Defender
D. Hormigo,Granada,3,38,1218,0,1.0,0,0,0.0884,0.088,0.0,0,1,1,1,0,2,7,5,0,0,0,0,Defender
Y. Lago,Celta Vigo,16,583,1219,1,,0,0,0.0,,0.0474,12,30,4,3,0,27,424,392,40,0,0,1,Defender
A. Ortiz,Real Betis,7,353,1220,1,2.0,0,0,0.0427,0.041,0.224,12,5,5,5,0,27,170,135,17,19,1,3,Defender
R. Asencio,Real Madrid,26,1673,1221,1,3.0,1,0,0.1224,0.122,0.4148,22,83,16,31,0,77,979,919,54,0,1,6,Defender
U. Eguíluz,Athletic Club,3,0,1222,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
C. Romero,Espanyol,36,2560,1223,1,29.0,6,2,1.9862,2.039,2.3582,73,87,30,15,10,130,758,575,75,92,5,30,Defender
A. Boiro,Athletic Club,36,1104,1224,0,5.0,0,0,0.2532,0.254,0.558,20,23,12,17,2,52,372,312,22,31,0,5,Defender
H. Fort,Elche,36,596,1225,0,6.0,0,0,0.2336,0.234,1.301,13,14,6,3,4,19,432,399,10,12,1,10,Defender
P. Cubarsí,Barcelona,38,2620,1226,3,8.0,0,0,0.826,0.825,0.935,34,86,16,63,2,111,2591,2426,156,2,3,9,Defender
ACA. Castrin,Sevilla,1,0,1227,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
NMN. Mendy,Rayo Vallecano,13,107,1228,0,,0,0,0.0,,0.0089,0,9,4,1,0,2,53,46,12,0,0,0,Defender
J. Martin,Real Sociedad,37,900,1229,1,9.0,2,0,0.5962,0.513,0.1405,11,80,7,53,1,64,539,468,44,0,0,4,Defender
A. Olmedo,Barcelona,1,0,1230,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
S. Mouriño,Villarreal,32,1847,1231,1,13.0,4,0,0.9417,0.933,0.564,43,118,29,40,0,108,661,519,97,4,2,7,Defender
D. López,Mallorca,15,170,1232,0,,0,0,0.0,,0.0055,3,10,1,2,0,5,52,43,10,0,0,0,Defender
J. Rodríguez,Celta Vigo,37,2513,1233,2,12.0,5,3,2.368,2.344,0.9535,53,82,33,43,1,125,1638,1422,152,4,2,13,Defender
M. Rivas,Real Madrid,2,0,1234,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
I. Bekhoucha,Getafe,11,77,1235,0,,0,0,0.0,,0.0065,1,2,2,1,0,7,20,15,3,1,0,0,Defender
A. Izagirre,Athletic Club,1,0,1236,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
R. Hinojo,Espanyol,12,8,1237,0,,0,0,0.0,,0.0,0,1,0,0,0,0,7,4,0,2,0,0,Defender
