Name,Mins,Saves,Unnamed: 3
R. ThomasValenciennes,213,0,
V. SassoUSL Dunkerque,1160,0,
C. Junior SennevilleUSL Dunkerque,28,0,
AbnerUSL Dunkerque,1065,0,
G. PaquiezGrenoble Foot 38,1308,0,
J. ChougraniRodez AF,85,0,
B. YoussoufSochaux,49,0,
P. LemonnierGuingamp,681,0,
Y. SalmierLe Havre,1260,0,
V. HenryCaen,308,0,
F. BohnertBastia,765,0,
A. GeorgenUSL Dunkerque,1268,0,
J. RuizPau FC,964,0,
O. SanganteUSL Dunkerque,1350,0,
S. AlakouchParis FC,0,0,
T. De SmetParis FC,1298,0,
A. Hakim AbdallahGuingamp,1060,0,
G. AkuesonBastia,1022,0,
O. KantéPau FC,679,0,
J. Lambert Evan's AllanRodez AF,1,0,
T. OllilaParis FC,197,0,
D. GuidiBastia,895,0,
C. VidalGrenoble Foot 38,1440,0,
A. SissokoGuingamp,765,0,
A. LinguetUSL Dunkerque,217,0,
A. RoncagliaBastia,918,0,
M. MbowParis FC,1336,0,
S. Muzalimoja MamboGrenoble Foot 38,477,0,
D. MeddahCaen,449,0,
S. DelosGrenoble Foot 38,1217,0,
A. TchaptchetGrenoble Foot 38,1004,0,
ALA. LôAmiens SC,401,0,
L. MoranteCaen,231,0,
L. MouyokoloGrenoble Foot 38,1440,0,
D. GomisGuingamp,1141,0,
J. GaudinParis FC,791,0,
M. XantippeGrenoble Foot 38,1303,0,
N. FernandezNancy,180,0,
Y. KoréParis FC,810,0,
N. GalvesRodez AF,981,0,
J. GuevaraBastia,196,0,
L. SyAuxerre,867,0,
D. BolumbuCaen,100,0,
R. LipinskiRodez AF,350,0,
Z. ArissBastia,1010,0,
S. NairGuingamp,1260,0,
T. MeynadierBastia,1002,0,
L. LaurentRodez AF,355,0,
S. BakayokoAmiens SC,801,0,
J. Kalulu KyatengwaPau FC,754,0,
A. ChabaneAmiens SC,283,0,
EGE. GassamaGuingamp,0,0,
