Name,Mins,Saves,Unnamed: 3
L. De SilvestriBologna,1055,0.0,
M. HummelsRoma,918,0.0,
C. KabaseleUdinese,1082,0.0,
S. de VrijInter,1719,0.0,
C. LykogiannisBologna,1038,0.0,
J. JesusNapoli,1075,0.0,
C. BiraghiFiorentina,1600,0.0,
F. AcerbiInter,1714,0.0,
E. HysajLazio,422,0.0,
S. KolašinacAtalanta,1910,0.0,
L. SpinazzolaNapoli,1536,0.0,
B. DjimsitiAtalanta,2652,0.0,
A. FlorenziMilan,4,0.0,
G. Di LorenzoNapoli,3330,0.0,
S. SabelliGenoa,2069,0.0,
PatricLazio,604,0.0,
A. RomagnoliLazio,2584,0.0,
R. HapsVenezia,1376,0.0,
A. MarušićLazio,2251,0.0,
M. LazzariLazio,1415,0.0,
A. RrahmaniNapoli,3406,0.0,
G. MaripánTorino,2341,0.0,
S. LupertoCagliari,3150,0.0,
M. HermosoRoma,255,0.0,
Y. MinaCagliari,2576,0.0,
T. EbuehiEmpoli,74,0.0,
G. ManciniRoma,3144,0.0,
F. TomoriMilan,1611,0.0,
A. MartínGenoa,3088,0.0,
M. OliveraNapoli,2371,0.0,
A. VogliaccoGenoa,1488,0.0,
J. LucumíBologna,2511,0.0,
P. HatzidiakosCagliari,0,,
M. ŠverkoVenezia,1119,0.0,
DodôFiorentina,3119,0.0,
L. PellegriniJuventus,984,0.0,
A. BastoniInter,2420,0.0,
M. GabbiaMilan,2161,0.0,
A. IsmajliTorino,2510,0.0,
V. NelssonHellas Verona,185,0.0,
M. PongračićFiorentina,1368,0.0,
E. EbosseTorino,90,0.0,
E. NdickaRoma,3420,0.0,
J. MirandaBologna,2201,0.0,
M. BakkerAtalanta,21,,
A. CandelaVenezia,1011,0.0,
N. CasaleBologna,1046,0.0,
A. DossenaCagliari,1829,0.0,
A. BuongiornoNapoli,1926,0.0,
M. FreseHellas Verona,551,0.0,
BremerJuventus,540,0.0,
S. WalukiewiczSassuolo,1848,0.0,
M. SvobodaVenezia,1314,,
J. VásquezGenoa,3041,0.0,
F. CandéSassuolo,1530,0.0,
O. SoletUdinese,1584,0.0,
Z. ÇelikRoma,2261,0.0,
L. RanieriFiorentina,3077,0.0,
S. BeukemaNapoli,2914,0.0,
Y. BisseckInter,1645,0.0,
A. CambiasoJuventus,2222,0.0,
G. ZappaCagliari,2972,0.0,
C. AugustoInter,1681,0.0,
J. IdzesSassuolo,3128,0.0,
J. ZemuraUdinese,1415,0.0,
A. ObertCagliari,1076,0.0,
E. HolmJuventus,1137,0.0,
P. KaluluJuventus,2335,0.0,
M. Gila FuentesLazio,2652,0.0,
S. PavlovićMilan,1869,0.0,
F. ParisiFiorentina,1140,0.0,
O. KossounouAtalanta,1125,0.0,
D. RenschRoma,470,0.0,
J. CabalJuventus,461,0.0,
W. CoulibalySassuolo,1085,,
S. DahlRoma,41,0.0,
D. OyegokeHellas Verona,110,0.0,
A. FontanarosaInter,0,,
K. De WinterMilan,2133,0.0,
M. VitiSampdoria,2576,0.0,
G. ScalviniAtalanta,273,0.0,
T. KristensenUdinese,1680,0.0,
A. MarcandalliGenoa,403,0.0,
B. Norton-CuffyGenoa,721,0.0,
S. CocoTorino,2847,0.0,
S. SazonovTorino,11,,
N. ValentiniHellas Verona,1062,0.0,
F. GattiJuventus,2213,0.0,
T. SlotsagerHellas Verona,0,0.0,
G. GuarinoEmpoli,0,,
M. KayodeFiorentina,129,0.0,
NPN. PintusCagliari,3,0.0,
I. HienAtalanta,2325,0.0,
O. ProvstgaardLazio,33,0.0,
L. MarianucciTorino,1068,0.0,
P. ComuzzoFiorentina,2202,0.0,
D. GhilardiRoma,1946,0.0,
J. SchingtienneVenezia,1121,0.0,
DBD. BartesaghiMilan,118,0.0,
S. OtoaGenoa,181,0.0,
M. PalmaSampdoria,8,0.0,
DBD. BembnistaEmpoli,0,0.0,
H. AhanorAtalanta,270,0.0,
F. JackSpezia,170,0.0,
