Name,Mins,Saves,Unnamed: 3
T. ManganiAjaccio,247,0,
Y. M'VilaCaen,877,0,
M. AutretCaen,79,0,
M. BarretoDijon,1114,0,
T. MonconduitAmiens SC,776,0,
C. VincentBastia,794,0,
O. OrinelNîmes Olympique,665,0,
J. EickmayerBastia,505,0,
M. LópezParis FC,1246,0,
Y. DemoncyGuingamp,1269,0,
D. LouiserreGuingamp,1207,0,
J. BenetGrenoble Foot 38,1328,0,
A. BobichonPau FC,32,0,
V. MarchettiParis FC,1083,0,
D. TavaresSochaux,20,0,
M. CafaroParis FC,568,0,
A. LeauteyAmiens SC,1418,0,
L. RajotCaen,293,0,
J. AnzianiPau FC,1355,0,
S. BeusnardPau FC,1094,0,
K. KaiboueAmiens SC,886,0,
V. LobryAmiens SC,1239,0,
K. SidibéGuingamp,944,0,
F. TomiBastia,258,0,
G. KyeremehLe Havre,706,0,
A. BoutrahBastia,1305,0,
T. DucrocqBastia,1185,0,
A. SagnaGuingamp,166,0,
A. TrouilletRodez AF,423,0,
M. EssimiUSL Dunkerque,136,0,
M. BangréGrenoble Foot 38,442,0,
E. BardeliUSL Dunkerque,1126,0,
K. GasnierPau FC,15,0,
K. DiawaraLe Havre,533,0,
F. DoucouréLe Havre,609,0,
W. YounoussaRodez AF,1048,0,
I. KebbalParis FC,910,0,
D. GauchoCaen,885,0,
S. BelloumouValenciennes,1087,0,
N. KandilAmiens SC,575,0,
L. DoucetUSL Dunkerque,281,0,
M. AchiRodez AF,57,0,
J. JannehBastia,875,0,
R. LutinAmiens SC,660,0,
S. DibaGrenoble Foot 38,261,0,
I. FofanaAmiens SC,893,0,
J. N'DuquidiAmiens SC,145,0,
K. DongPau FC,26,0,
A. IpieleValenciennes,866,0,
TAT. AverlantAmiens SC,167,0,
RTR. TouzgharPau FC,18,0,
A. CamaraParis FC,917,0,
A. SekongoUSL Dunkerque,308,0,
M. ManituAmiens SC,128,0,
BMB. MerougaAjaccio,0,0,
IDI. DafAmiens SC,12,0,
