Name,Mins,Saves,Unnamed: 3
G. CourtetValenciennes,1186,0,
A. KantéUSL Dunkerque,1093,0,
A. GoryParis FC,821,0,
L. MafoutaGuingamp,1066,0,
P. HamelParis FC,561,0,
K. DjocoSochaux,732,0,
J. KrassoParis FC,1128,0,
E. SylvestreUSL Dunkerque,257,0,
LGL. GueyeParis FC,0,0,
M. BaaloudjRodez AF,123,0,
Y. DiabyGrenoble Foot 38,966,0,
T. ArconteRodez AF,329,0,
I. BaldéRodez AF,671,0,
A. HemiaGuingamp,626,0,
M. Bokele MputuUSL Dunkerque,362,0,
M. InchaudValenciennes,38,0,
I. ChegraAjaccio,125,0,
O. SissokoPau FC,47,0,
