Name,Team,Passes,Accurate Passes,Long Balls,Assists,Crosses,Big Chances Created,Mins,KeyPasses,Unnamed: 9
F. Vaz,CD Trofense,34,26,3,0,9,0,59,1,
Z. Manuel,Varzim SC,60,37,0,0,2,0,292,4,
R. Valente,Leixões SC,52,37,3,0,0,0,249,0,
Xavier,Académica Coimbra,22,17,3,0,6,0,108,1,
A. Kamara,CD Mafra,0,0,0,0,0,0,6,0,
R. Alves,Penafiel,135,106,10,0,15,0,344,5,
A. Carter,SC Farense,79,52,6,1,0,0,334,4,
Roberto,Chaves,67,39,0,0,0,0,337,4,
W. Carvalho,Chaves,25,19,3,0,1,0,89,2,
A. Rodrigues,Chaves,44,38,3,0,0,1,161,1,
A. Clóvis,Académico Viseu FC,40,26,1,0,2,0,197,1,
N. Mortimer,Académico Viseu FC,14,12,2,0,0,0,57,2,
A. Schutte,Penafiel,0,0,0,0,0,0,1,0,
Reinaldo,Chaves,6,3,0,0,0,0,20,0,
X. Skuka,Penafiel,0,0,0,0,0,0,0,0,
A. Liberal,SC Covilhã,0,0,0,0,1,0,8,0,
Paulité,Leixões SC,10,7,1,0,3,0,93,1,
T. Monteiro,Rio Ave,92,66,3,0,0,1,450,6,
LGL. Gabriel,Académico Viseu FC,20,16,2,0,12,2,61,2,
Werton,Leixões SC,34,27,3,0,4,1,135,1,
RMR. Matos,CD Mafra,3,2,0,0,0,0,9,0,
LVL. Vonić,FC Porto B,44,34,3,0,0,1,213,3,
RRR. Rego,Benfica B U21,1,0,0,0,0,0,5,0,
T. Andrade,FC Porto B,70,44,12,0,14,0,193,1,
DSD. Silva,Varzim SC,29,20,2,0,6,0,86,3,
JMJ. Marques,CD Mafra,7,4,1,0,8,0,23,2,
TMT. Melnichenko,FC Porto B,60,36,3,1,2,1,267,4,
J. Silva,SC Covilhã,6,3,1,0,1,0,15,0,
A. Rehmi,Rio Ave,6,6,0,0,13,0,22,0,
A. Candé,FC Porto B,15,9,0,0,0,0,163,1,
CSC. Santana,CF Estrela Amadora,22,19,3,0,1,0,45,1,
JLJ. Leal,Penafiel,0,0,0,0,0,0,0,0,
JLJ. Layn Saint-Louis,Feirense,4,1,0,0,0,0,10,0,
B. Caicedo,FC Porto B,6,4,0,0,0,0,9,0,
