Name,Team,App,Goals,Mins,XG,XA,Unnamed: 6
R. van Wolfswinkel,FC Twente,30,7,1812,5.5946,1.3576,
M. Kramer,RKC Waalwijk,25,3,852,2.7613,0.3199,
B. Linssen,NEC Nijmegen,17,4,900,4.4969,0.6132,
M. de Leeuw,SC Cambuur,1,0,10,0,0,
S. Berghuis,AFC Ajax,28,2,1437,3.817,7.0148,
S. Haller,FC Utrecht,17,4,1275,5.8442,1.1179,
C. Akpom,AFC Ajax,19,3,831,3.1312,0.7512,
W. Weghorst,AFC Ajax,25,10,1085,7.5732,2.0289,
O. Zawada,FC Groningen,26,9,1955,13.7984,1.7398,
F. Stokkers,Go Ahead Eagles,21,3,454,2.7801,0.7869,
T. Lauritsen,Sparta Rotterdam,33,10,2713,10.4498,2.6301,
S. Lammers,FC Twente,21,7,1509,7.0121,2.9776,
M. van Bergen,FC Twente,31,3,1936,3.2468,4.5075,
K. Ogawa,NEC Nijmegen,25,7,1605,8.6765,2.156,
V. Kaj Edvardsen,Go Ahead Eagles,34,8,2749,10.4398,5.594,
K. Sierhuis,Fortuna Sittard,11,1,540,1.7008,0.6124,
T. Buitink,PEC Zwolle,34,0,259,1.0696,0.0274,
B. Darri Willumsson,FC Groningen,30,4,962,1.9847,1.0365,
J. Hornkamp,AZ Alkmaar,26,8,1590,6.5457,1.1823,
K. de Rooij,PEC Zwolle,33,2,336,0.3204,0.4818,
R. Mendes,FC Groningen,34,1,524,1.1744,0.6391,
YEY. El Kachati,NEC Nijmegen,4,3,362,0,0,
TBT. Baeten,Go Ahead Eagles,3,0,11,0,0.0102,
D. Min,FC Utrecht,34,3,1264,3.7528,0.4053,
T. Parrott,AZ Alkmaar,30,14,2212,15.4604,4.6555,
R. Margaret,Go Ahead Eagles,34,5,2525,4.9727,4.9889,
A. Ueda,Feyenoord,21,7,1210,6.7719,0.4587,
R. Pepi,PSV Eindhoven,20,11,683,5.9442,0.6908,
S. Tengstedt,Go Ahead Eagles,14,0,428,1.0585,0.3073,
L. Kulenović,Heracles Almelo,25,9,1455,6.9565,0.8622,
R. Balk,SC Cambuur,1,0,120,0,0,
C. Driouech,PSV Eindhoven,26,2,260,1.0039,0.8893,
DHD. Haen,Willem II Tilburg,3,1,270,0,0,
L. Zeefuik,AZ Alkmaar,8,0,38,0.1239,0.0565,
E. Bajraktarević,PSV Eindhoven,12,0,20,0.134,0.0436,
M. Godts,AFC Ajax,29,4,1653,4.5674,3.6535,
M. Meerdink,AZ Alkmaar,29,13,1067,6.5746,0.963,
RvR. van Hedel,RKC Waalwijk,3,0,78,0,0,
B. Önal,NEC Nijmegen,35,1,1446,3.0628,2.4297,
A. Blake,FC Utrecht,30,3,463,0.8146,1.6825,
A. Hadj Moussa,Feyenoord,33,8,1970,3.143,7.2862,
DKD. Konadu,AFC Ajax,8,0,69,0.0377,0.3946,
T. van Bergen,FC Groningen,34,5,2489,8.3285,1.8748,
G. Sambo,Heracles Almelo,5,0,26,0,0,
JUJ. Uneken,RKC Waalwijk,4,0,0,0,0,
W. Kooistra,SC Cambuur,1,0,0,0,0,
LVL. Vennegoor of Hesselink,FC Twente,10,0,60,0.7169,0.0057,
PvP. van Loon,Willem II Tilburg,27,0,17,0,0.0071,
OBO. Boakye,Go Ahead Eagles,3,0,8,0.9425,0,
