Name,Team,App,Goals,Mins,XG,XA,Unnamed: 6
R. Pasveer,Heracles Almelo,28,0,2160,0,0.0633,
P. Tytoń,FC Twente,32,0,480,0,0,
J. Zoet,AZ Alkmaar,31,0,540,0,0.0148,
L. Unnerstall,FC Twente,31,0,2790,0,0.0831,
H. Verhulst,AZ Alkmaar,36,0,0,0,0,
L. Koopmans,Fortuna Sittard,32,0,540,0,0.0318,
M. Branderhorst,FC Utrecht,28,0,2520,0,0.0947,
N. Olij,PSV Eindhoven,34,0,3060,0,0.7306,
M. Brouwer,FC Utrecht,33,0,270,0,0,
T. Wellenreuther,Feyenoord,33,0,2610,0,0.0053,
A. Noppert,SC Heerenveen,33,0,1366,0,0.0055,
T. Didillon,Willem II Tilburg,38,0,3450,0,0.0239,
H. Jurjus,FC Groningen,34,0,180,0,0.0082,
V. Barkas,FC Utrecht,31,0,2790,0,0.0355,
Y. van Osch,RKC Waalwijk,10,0,270,0,0.0052,
J. Drommel,Sparta Rotterdam,34,0,45,0,0,
E. Vaessen,FC Groningen,33,0,2880,0.0148,0.0994,
J. De Busser,Go Ahead Eagles,32,0,1440,0,0.0261,
J. Schendelaar,PEC Zwolle,30,0,2700,0,0.0362,
F. de Keijzer,Heracles Almelo,34,0,3060,0,0.4074,
M. Spenkelink,RKC Waalwijk,13,0,360,0,0,
L. Plogmann,Go Ahead Eagles,34,0,1620,0,0.0056,
IEI. El Maach,FC Twente,17,0,0,0,0,
R. Mantel,Heracles Almelo,25,0,0,0,0,
NBN. Bakker,SC Heerenveen,34,0,3051,0.026,0.2305,
B. Minnema,SC Cambuur,1,0,0,0,0,
C. van den Berg,Vitesse,38,0,0,0,0,
R. Janse,NEC Nijmegen,35,0,0,0,0,
D. Deen,AZ Alkmaar,10,0,0,0,0,
T. Jansen,SC Cambuur,1,0,120,0,0,
S. Jansen,Go Ahead Eagles,17,0,0,0,0,
N. Verdoni,Go Ahead Eagles,20,0,0,0,0,
N. Schiks,PSV Eindhoven,30,0,0,0,0,
T. de Graaff,PEC Zwolle,32,0,0,0,0,
R. Jayden Owusu-Oduro,AZ Alkmaar,30,0,2700,0,0.0077,
K. Gadellaa,FC Utrecht,3,0,0,0,0,
T. Jansink,Heracles Almelo,34,0,0,0,0,
D. Baron,FC Groningen,27,0,0,0,0,
B. Klaverboer,SC Heerenveen,21,0,7,0,0,
J. Meijster,SC Cambuur,8,0,0,0,0,
S. Karssies,FC Twente,24,0,0,0,0,
D. Verduin,PEC Zwolle,2,0,0,0,0,
N. Martens,Fortuna Sittard,18,0,0,0,0,
L. Vogels,RKC Waalwijk,11,0,0,0,0,
DTD. Tevreden,Vitesse,11,0,0,0,0,
R. Bayram,Fortuna Sittard,20,0,0,0,0,
YGY. Gerritsen,FC Twente,4,0,0,0,0,
