Name,Team,App,Mins,ID,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Position
AOA. Oufkir,AZ Alkmaar,20,50,1109,1,1.0,0,0,0.0685,0.069,0.1096,3,1,1,0,0,5,21,13,3,10,0,3,Midfielder
IAI. Ahmed,SC Heerenveen,13,8,1110,0,,0,0,0.0,,0.0,1,0,0,0,0,1,4,2,0,0,0,0,Midfielder
SSS. Steur,AFC Ajax,3,10,1111,0,,0,0,0.0,,0.0,0,2,0,0,0,1,3,2,0,0,0,0,Midfielder
D. van der Werff,FC Groningen,18,22,1112,0,2.0,1,0,0.2031,0.203,0.1576,0,0,0,0,1,0,5,5,0,2,0,1,Midfielder
GRG. Reiziger,PEC Zwolle,4,0,1113,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
L. Tunjić,Fortuna Sittard,31,481,1114,1,9.0,3,1,0.7644,0.79,0.6068,7,4,4,7,2,25,124,101,9,28,0,12,Midfielder
HKH. Korkmazyürek,Fortuna Sittard,3,4,1115,0,1.0,0,0,0.0796,0.08,0.0,0,0,0,0,1,0,2,2,1,0,0,0,Midfielder
T. van den Elshout,Feyenoord,1,0,1116,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
UvU. van Aalst,Willem II Tilburg,14,37,1117,0,1.0,0,0,0.0,,0.0122,1,1,0,2,1,5,15,10,0,0,1,2,Midfielder
DVD. Visser,SC Cambuur,1,0,1118,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
ABA. Burak Sayin,Fortuna Sittard,1,3,1119,0,,0,0,0.0,,0.0,0,0,0,0,0,0,1,1,0,0,0,1,Midfielder
