Name,Team,Passes,Accurate Passes,Long Balls,Assists,Crosses,Big Chances Created,Mins,KeyPasses,Unnamed: 9
N. Viergever,FC Utrecht,1818,1569,180,1,2,1,2951,7,
B. Nuytinck,NEC Nijmegen,1060,941,124,0,2,1,1699,4,
P. van Aanholt,Sparta Rotterdam,655,544,57,0,24,1,1679,18,
M. Peersman,FC Groningen,1041,831,114,2,26,2,1814,10,
I. Pinto,Fortuna Sittard,931,682,187,3,95,2,2514,26,
B. Martins Indi,Sparta Rotterdam,472,433,30,0,0,0,555,3,
G. Trauner,Feyenoord,1146,1036,77,0,0,1,1393,6,
G. Nauber,Go Ahead Eagles,1667,1474,205,0,0,0,2688,5,
M. van der Hoorn,FC Utrecht,1625,1330,308,2,3,5,2559,12,
D. Mirani,Heracles Almelo,1765,1509,264,0,6,1,3016,8,
D. Sinkgraven,Fortuna Sittard,48,42,4,0,4,0,77,0,
J. Kramer,Go Ahead Eagles,2408,2137,253,1,6,4,3047,15,
M. Deijl,Feyenoord,1259,971,218,1,55,4,3060,19,
S. Horemans,FC Utrecht,1053,805,171,4,77,5,2361,22,
J. Lotomba,Feyenoord,211,186,12,1,6,0,487,2,
B. Nieuwkoop,Feyenoord,153,118,12,1,9,2,465,6,
T. Ouwejan,NEC Nijmegen,593,422,70,5,211,14,1868,45,
R. Behounek,Willem II Tilburg,1961,1658,342,1,4,1,3143,4,
M. Tirpan,Willem II Tilburg,875,693,80,1,102,4,1949,16,
S. Floranus,PEC Zwolle,851,698,71,1,29,1,1944,11,
A. Obispo,PSV Eindhoven,369,328,36,0,0,0,431,0,
M. Rente,FC Groningen,1420,1162,185,1,37,2,2593,13,
J. Hoogma,Willem II Tilburg,153,129,24,0,0,1,261,1,
O. Wijndal,AFC Ajax,201,176,15,0,13,1,368,2,
N. Vesterlund,FC Utrecht,236,193,22,2,6,0,638,7,
P. Sandler,NEC Nijmegen,1051,933,111,0,3,1,1537,7,
S. Kersten,SC Heerenveen,1619,1451,123,1,2,0,2381,8,
J. Castillo,RKC Waalwijk,577,469,89,3,104,7,1540,27,
G. Smal,Feyenoord,770,638,66,2,50,3,1355,24,
I. Márquez,Fortuna Sittard,1487,1291,138,0,1,1,2335,2,
M. Júnior,PSV Eindhoven,1429,1281,90,6,61,9,2017,34,
M. de Wit,AZ Alkmaar,315,290,23,1,8,0,478,4,
S. Bakari,Sparta Rotterdam,924,796,89,0,44,0,2147,12,
S. Dest,PSV Eindhoven,213,198,9,1,9,2,375,4,
L. van Gelderen,RKC Waalwijk,1263,1120,118,0,12,1,2697,6,
I. Mesík,Heracles Almelo,1671,1451,218,0,5,0,2910,3,
R. van Eijma,RKC Waalwijk,914,786,134,0,0,0,1827,2,
B. van Rooij,FC Twente,1706,1394,205,6,115,5,3232,39,
M. Eerdhuijzen,FC Utrecht,2130,1870,378,0,11,1,2807,14,
J. Šutalo,AFC Ajax,2288,2138,154,0,3,0,2450,2,
A. Salah-Eddine,PSV Eindhoven,741,643,49,2,29,0,1286,17,
S. van Ottele,Fortuna Sittard,1011,762,260,3,30,2,1875,21,
T. Quintero,Sparta Rotterdam,437,378,58,0,0,0,590,0,
L. Rosa,AFC Ajax,115,102,7,1,3,0,246,2,
A. Van Hoorenbeeck,Heracles Almelo,849,753,98,0,4,0,1163,3,
DvD. van der Kust,Heracles Almelo,412,333,49,0,28,1,927,4,
J. Wieckhoff,Heracles Almelo,474,396,43,2,35,4,1249,12,
S. Adewoye,Fortuna Sittard,817,705,100,0,2,0,1753,4,
S. El Karouani,FC Utrecht,1168,912,188,8,291,12,2975,76,
RMR. Mulders,SC Cambuur,130,94,30,0,5,0,329,2,
M. Didden,FC Utrecht,322,271,48,0,0,0,528,1,
Y. Baas,AFC Ajax,2126,1946,144,0,3,0,2041,7,
J. Dirksen,Go Ahead Eagles,36,30,5,0,0,0,74,3,
A. Penetra,AZ Alkmaar,2081,1864,246,0,5,1,2732,8,
A. Garcia McNulty,PEC Zwolle,1997,1715,283,0,12,2,3060,7,
D. Kasius,AZ Alkmaar,665,529,97,3,84,7,1402,27,
B. Pereira,NEC Nijmegen,741,630,52,2,91,1,2231,18,
M. Hilgers,FC Twente,1193,1048,136,1,1,0,1951,5,
S. Maikuma,AZ Alkmaar,905,697,84,2,36,4,2047,26,
D. James,Go Ahead Eagles,690,579,83,2,123,10,1720,36,
R. Flamingo,PSV Eindhoven,2892,2614,286,2,1,2,2942,7,
L. Wouters,RKC Waalwijk,347,278,45,0,10,1,826,5,
J. Dahlhaus,Fortuna Sittard,612,445,86,2,90,3,1779,18,
O. Aertssen,PEC Zwolle,459,349,64,0,7,1,1129,6,
JAJ. Amofa,SC Cambuur,132,120,14,0,0,0,160,0,
J. Berkhout,SC Cambuur,0,0,0,0,0,0,0,0,
A. Kaplan,NEC Nijmegen,501,462,37,0,1,0,566,4,
VZV. Zagaritis,SC Heerenveen,1134,897,122,2,173,6,2960,48,
M. Bruns,FC Twente,1302,1172,98,1,4,1,1848,4,
M. Dekker,AZ Alkmaar,466,422,45,0,4,1,678,4,
A. Gaaei,AFC Ajax,922,787,72,4,140,11,1790,26,
T. Blokzijl,FC Groningen,1307,1179,86,0,0,0,2241,1,
T. Beelen,Feyenoord,1524,1390,96,1,3,0,1695,5,
H. Petrov,SC Heerenveen,269,240,23,0,4,0,449,0,
M. Benita,Heracles Almelo,617,463,131,1,41,1,2044,13,
MWM. Willemsen,SC Heerenveen,39,31,11,0,0,0,90,0,
A. Adelgaard,Go Ahead Eagles,515,403,60,1,59,1,1224,15,
W. Goes,AZ Alkmaar,1586,1385,210,4,2,2,2191,10,
T. Galvez,SC Cambuur,48,39,3,0,2,0,94,2,
