Name,Team,App,Goals,Mins,XG,XA,Unnamed: 6
J. Ángel,Sporting Gijón,38,1,1380,0,0,
J. Pulido,Huesca,37,2,3184,0,0,
M. Mateu,CD Tenerife,37,2,3218,0,0,
N. Maraš,Mirandés,35,0,2026,0,0,
A. Arbilla,Eibar,30,0,2326,0,0,
I. Miquel,Leganés,35,0,1252,0,0,
C. Clerc,Real Valladolid,5,0,60,0,0,
S. Postigo,Mirandés,32,0,690,0,0,
P. Insua,Real Zaragoza,30,1,1108,0,0,
J. Antonio Ríos,FC Cartagena,23,0,1078,0,0,
N. Martínez,FC Cartagena,16,2,1129,0,0,
E. Galilea,Málaga,37,0,1997,0,0,
D. Costas,Real Oviedo,39,1,2872,0,0,
J. León,CD Tenerife,33,3,2500,0,0,
D. Calvo,Real Oviedo,44,2,3957,0,0,
L. Ahijado,Real Oviedo,39,1,816,0,0,
V. Garcia Marin,Málaga,39,0,1660,0,0,
F. Miguel,Burgos Club de Fútbol,41,0,3184,0,0,
K. Vázquez,Sporting Gijón,37,0,797,0,0,
A. Buñuel,Burgos Club de Fútbol,29,1,2177,0,0,
C. Pomares,Real Zaragoza,38,0,1676,0,0,
A. Radovanović,Real Zaragoza,43,0,1155,0,0,
A. Landázuri,CD Tenerife,13,1,846,0,0,
N. Monte,Almería,36,3,2955,0,0,
C. Michelin,Real Valladolid,34,2,2333,0,0,
J. Amador,Eibar,35,2,1651,0,0,
N. Vidal,Real Oviedo,21,6,1862,0,0,
N. Šipčić,CD Tenerife,33,0,1620,0,0,
I. Sebastián Magana,Huesca,32,1,2766,0,0,
PVP. Vázquez,Sporting Gijón,42,2,3705,0,0,
O. Luengo,Burgos Club de Fútbol,43,2,2150,0,0,
A. Rodríguez,Real Zaragoza,40,0,1614,0,0,
Á. Rodríguez,Eibar,32,0,1327,0,0,
E. Curbelo,Sporting Gijón,17,0,586,0,0,
M. Aguirregabiria,Real Zaragoza,33,1,2287,0,0,
J. Amo,CD Lugo,1,0,0,0,0,
G. Sierra,Burgos Club de Fútbol,18,0,1618,0,0,
J. Gutiérrez,Mirandés,42,0,3170,0,0,
F. Medrano,Mirandés,35,0,863,0,0,
Chumi,Almería,32,0,2557,0,0,
S. González,Burgos Club de Fútbol,37,1,3030,0,0,
J. Alonso,Huesca,40,0,2118,0,0,
FMF. Montero,Málaga,36,1,2167,0,0,
Á. Pastor,Málaga,39,1,2330,0,0,
R. Pulido,Leganés,37,1,1504,0,0,
Y. Kembo,UD Ibiza,39,0,0,0,0,
Á. Centelles,Almería,44,2,2606,0,0,
D. Sánchez,Málaga,39,2,1971,0,0,
Á. Carrillo,Huesca,39,1,1302,0,0,
A. Arambarri,Eibar,37,0,2415,0,0,
E. Clemente,Las Palmas,39,1,1317,0,0,
P. García,Sporting Gijón,41,0,1899,0,0,
T. Abad,Huesca,41,0,1773,0,0,
G. Rosas,Sporting Gijón,39,2,3058,0,0,
S. Cubero,Eibar,42,0,1996,0,0,
J. Gabilondo,Málaga,41,0,1253,0,0,
D. Chirino,Almería,39,0,3014,0,0,
D. Rodríguez Ramos,CD Tenerife,39,1,2351,0,0,
C. Gutiérrez,Las Palmas,40,0,2222,0,0,
D. Sánchez,Sporting Gijón,32,1,2392,0,0,
D. Tasende,Real Zaragoza,35,2,2369,0,0,
J. Gayá,CD Lugo,25,0,941,0,0,
A. Rahim,Real Oviedo,39,0,2141,0,0,
P. Tomeo,Real Valladolid,45,4,3372,0,0,
Marvel,Leganés,37,0,2021,0,0,
BMB. Martínez,Burgos Club de Fútbol,25,0,1386,0,0,
C. Puga,Málaga,39,0,2197,0,0,
SdS. del Cerro,Burgos Club de Fútbol,2,0,0,0,0,
A. Dadie,Real Sociedad B,39,0,150,0,0,
LAL. Aguilar,Leganés,40,0,2696,0,0,
J. Albert,UD Ibiza,19,0,0,0,0,
M. Luna,Almería,36,2,1436,0,0,
D. Murillo,Málaga,28,1,782,0,0,
P. Arriaza,Málaga,2,0,0,0,0,
H. Arrillaga,Eibar,42,0,1583,0,0,
I. Merino,Málaga,39,0,1212,0,0,
BMB. Montes,Sporting Gijón,1,0,0,0,0,
RGR. Garrido,Málaga,3,0,0,0,0,
CÁC. Álvarez,CD Tenerife,20,0,729,0,0,
H. Rincón,Girona FC,43,3,3591,0,0,
J. Cabello,Mirandés,38,0,1459,0,0,
MCM. Carrascal,FC Cartagena,14,0,50,0,0,
OFO. Falah,Real Oviedo,9,0,8,0,0,
