Name,Team,Passes,Accurate Passes,Long Balls,Assists,Crosses,Big Chances Created,Mins,KeyPasses,Unnamed: 9
J. Ángel,Sporting Gijón,685,552,113,2,155,4,1380,27,
J. Pulido,Huesca,1579,1395,167,1,2,3,3184,12,
M. Mateu,CD Tenerife,1313,974,340,5,272,9,3218,57,
N. Maraš,Mirandés,982,828,120,1,2,2,2026,9,
A. Arbilla,Eibar,1703,1424,356,0,1,0,2326,6,
I. Miquel,Leganés,658,561,110,1,1,1,1252,3,
C. Clerc,Real Valladolid,22,15,1,0,0,0,60,0,
S. Postigo,Mirandés,350,311,52,1,0,1,690,3,
P. Insua,Real Zaragoza,672,582,72,0,0,0,1108,2,
J. Antonio Ríos,FC Cartagena,398,288,90,1,64,2,1078,14,
N. Martínez,FC Cartagena,409,299,82,3,37,3,1129,15,
E. Galilea,Málaga,1136,969,136,1,0,1,1997,4,
D. Costas,Real Oviedo,1722,1529,235,1,0,2,2872,4,
J. León,CD Tenerife,1362,1083,294,0,3,0,2500,3,
D. Calvo,Real Oviedo,2403,2162,240,3,8,3,3957,9,
L. Ahijado,Real Oviedo,259,212,30,2,17,1,816,7,
V. Garcia Marin,Málaga,842,691,88,1,98,4,1660,20,
F. Miguel,Burgos Club de Fútbol,1084,764,194,1,93,6,3184,20,
K. Vázquez,Sporting Gijón,331,246,57,1,24,0,797,4,
A. Buñuel,Burgos Club de Fútbol,733,547,110,0,55,1,2177,11,
C. Pomares,Real Zaragoza,749,565,130,2,70,2,1676,17,
A. Radovanović,Real Zaragoza,594,511,88,0,0,0,1155,1,
A. Landázuri,CD Tenerife,461,394,87,1,2,2,846,5,
N. Monte,Almería,1551,1329,262,0,5,0,2955,9,
C. Michelin,Real Valladolid,779,631,80,1,69,1,2333,21,
J. Amador,Eibar,721,572,121,2,0,2,1651,3,
N. Vidal,Real Oviedo,751,590,87,0,36,1,1862,15,
N. Šipčić,CD Tenerife,640,517,112,0,2,0,1620,3,
I. Sebastián Magana,Huesca,1085,881,202,0,6,1,2766,6,
PVP. Vázquez,Sporting Gijón,2580,2220,307,0,8,0,3705,5,
O. Luengo,Burgos Club de Fútbol,916,735,144,1,18,1,2150,7,
A. Rodríguez,Real Zaragoza,647,482,159,0,1,1,1614,9,
Á. Rodríguez,Eibar,498,360,82,0,51,1,1327,8,
E. Curbelo,Sporting Gijón,315,246,61,0,2,0,586,0,
M. Aguirregabiria,Real Zaragoza,927,700,119,1,64,2,2287,16,
J. Amo,CD Lugo,0,0,0,0,0,0,0,0,
G. Sierra,Burgos Club de Fútbol,793,662,144,0,2,0,1618,1,
J. Gutiérrez,Mirandés,1246,924,227,5,50,9,3170,22,
F. Medrano,Mirandés,307,208,35,1,21,0,863,7,
Chumi,Almería,1691,1511,154,0,1,1,2557,9,
S. González,Burgos Club de Fútbol,1647,1360,269,1,7,2,3030,13,
J. Alonso,Huesca,656,455,99,0,61,0,2118,18,
FMF. Montero,Málaga,1180,941,189,1,3,1,2167,3,
Á. Pastor,Málaga,1283,1072,203,0,4,1,2330,6,
R. Pulido,Leganés,654,569,84,0,1,0,1504,1,
Y. Kembo,UD Ibiza,0,0,0,0,0,0,0,0,
Á. Centelles,Almería,1146,922,227,4,130,10,2606,47,
D. Sánchez,Málaga,746,622,81,3,85,2,1971,24,
Á. Carrillo,Huesca,677,577,111,0,3,0,1302,2,
A. Arambarri,Eibar,1436,1247,180,0,1,0,2415,1,
E. Clemente,Las Palmas,670,496,131,0,15,1,1317,10,
P. García,Sporting Gijón,775,586,129,6,152,4,1899,32,
T. Abad,Huesca,830,726,65,0,51,1,1773,16,
G. Rosas,Sporting Gijón,1209,985,114,3,73,7,3058,26,
S. Cubero,Eibar,759,578,107,2,78,3,1996,19,
J. Gabilondo,Málaga,499,391,73,3,46,1,1253,17,
D. Chirino,Almería,1620,1372,153,3,39,5,3014,26,
D. Rodríguez Ramos,CD Tenerife,908,752,96,0,36,1,2351,9,
C. Gutiérrez,Las Palmas,760,593,93,3,124,3,2222,32,
D. Sánchez,Sporting Gijón,1214,1002,190,1,19,0,2392,12,
D. Tasende,Real Zaragoza,941,651,195,7,122,7,2369,34,
J. Gayá,CD Lugo,410,335,57,1,0,1,941,2,
A. Rahim,Real Oviedo,985,771,96,1,68,3,2141,12,
P. Tomeo,Real Valladolid,1412,1077,267,0,10,2,3372,9,
Marvel,Leganés,1130,960,152,0,2,0,2021,5,
BMB. Martínez,Burgos Club de Fútbol,596,448,84,0,29,0,1386,9,
C. Puga,Málaga,761,566,99,0,75,1,2197,29,
SdS. del Cerro,Burgos Club de Fútbol,0,0,0,0,0,0,0,0,
A. Dadie,Real Sociedad B,35,27,2,0,6,0,150,2,
LAL. Aguilar,Leganés,1187,987,240,1,1,2,2696,3,
J. Albert,UD Ibiza,0,0,0,0,0,0,0,0,
M. Luna,Almería,570,411,73,2,50,8,1436,32,
D. Murillo,Málaga,452,376,67,0,3,0,782,1,
P. Arriaza,Málaga,0,0,0,0,0,0,0,0,
H. Arrillaga,Eibar,577,429,93,0,44,2,1583,17,
I. Merino,Málaga,540,470,40,2,5,2,1212,11,
BMB. Montes,Sporting Gijón,0,0,0,0,0,0,0,0,
RGR. Garrido,Málaga,0,0,0,0,0,0,0,0,
CÁC. Álvarez,CD Tenerife,232,187,19,0,19,0,729,8,
H. Rincón,Girona FC,961,749,81,5,80,6,3591,30,
J. Cabello,Mirandés,821,737,85,0,0,0,1459,1,
MCM. Carrascal,FC Cartagena,14,7,3,0,0,0,50,0,
OFO. Falah,Real Oviedo,1,0,0,0,0,0,8,0,
