Name,Team,App,Goals,Mins,XG,XA,Unnamed: 6
Á. Rodríguez,CF Fuenlabrada,38,1,992,0,0,
A. Ortuño,FC Cartagena,42,0,1133,0,0,
S. Enrich,Real Zaragoza,40,7,2177,0,0,
Ó. Plano,Leganés,30,3,1363,0,0,
M. Mesa,CD Tenerife,38,4,1395,0,0,
J. Bautista,Eibar,38,11,2612,0,0,
C. Fernández,Mirandés,33,1,1615,0,0,
J. Otero,Sporting Gijón,35,12,2407,0,0,
J. Caicedo,Sporting Gijón,29,2,734,0,0,
E. Gallego,CD Tenerife,41,7,1836,0,0,
D. Gómez,Real Zaragoza,16,4,676,0,0,
P. Soko,Almería,37,13,2703,0,0,
CBC. Borrego,FC Cartagena,42,1,1040,0,0,
J. Muñoz,Málaga,36,7,1678,0,0,
Pejiño,Las Palmas,17,1,422,0,0,
EJE. Jauregi,Málaga,38,6,1864,0,0,
M. Soberón,Real Zaragoza,25,10,1497,0,0,
J. de Miguel,CD Tenerife,35,3,1812,0,0,
I. Unzueta,CD Lugo,31,1,842,0,0,
F. Viñas,Real Oviedo,20,1,777,0,0,
P. de la Fuente,Real Zaragoza,29,1,667,0,0,
J. Lobete,Málaga,38,3,2293,0,0,
Á. Millán,Leganés,19,6,1121,0,0,
F. Niño,Burgos Club de Fútbol,41,10,2348,0,0,
H. Abaida,Málaga,4,0,21,0,0,
RBR. Blanco,AD Alcorcón,17,0,636,0,0,
J. Martón,Eibar,17,3,623,0,0,
Á. Forés,Real Oviedo,19,5,409,0,0,
A. Martín,FC Cartagena,43,0,618,0,0,
D. Queipo,Sporting Gijón,35,0,1188,0,0,
M. Cuenca,Real Zaragoza,6,0,31,0,0,
GNG. Nsukula,UD Ibiza,11,0,8,0,0,
IYI. Yurrieta,UD Ibiza,2,0,10,0,0,
J. Roca,Girona FC,44,6,1775,0,0,
A. Manjam,CD Tenerife,13,0,77,0,0,
A. Chamorro,Málaga,1,0,0,0,0,
ALA. Lozano,Sporting Gijón,1,0,0,0,0,
A. Houary,Mirandés,15,0,12,0,0,
KSK. Sánchez,FC Cartagena,7,0,143,0,0,
BVB. Vázquez,SD Ponferradina,1,0,16,0,0,
ERE. Redondo,Eibar,2,0,0,0,0,
EME. Mateos,Eibar,2,0,0,0,0,
A. Coundoul,Sporting Gijón,5,0,0,0,0,
CChupete,Málaga,23,4,991,0,0,
FSF. Sabina,CD Tenerife,3,0,30,0,0,
W. Chatiliez,FC Cartagena,23,1,94,0,0,
