Name,Team,Tackles,Clearances,Interceptions,Aerials Won,Blocks,Mins,Duels Won,Unnamed: 8
S. Cazorla,Real Oviedo,33,8,16,7,5,2112,102,
L. Júnior,CD Lugo,9,6,1,7,2,492,27,
A. Sanz,CD Tenerife,33,33,19,36,1,1301,88,
F. Portillo,Huesca,14,4,2,8,1,1055,41,
S. Álvarez,Eibar,108,69,32,58,2,2793,209,
D. Musto,FC Cartagena,47,52,30,35,3,1899,109,
RRecio,Málaga,0,0,0,0,0,0,0,
L. Baptistão,Almería,48,27,16,52,25,2534,161,
I. Alejo,Real Valladolid,23,8,7,7,3,846,59,
Á. Corredera,Sporting Gijón,1,1,1,1,0,105,4,
S. Moyano,Real Zaragoza,16,13,10,28,12,1343,114,
F. San Emeterio,SD Ponferradina,26,27,11,18,1,1188,63,
Luismi,Málaga,62,47,31,35,2,2356,136,
R. Guti,Real Zaragoza,23,10,16,8,13,1389,73,
J. Pérez Mateo,CD Tenerife,25,20,9,38,6,1331,95,
I. Cordoba,Burgos Club de Fútbol,69,33,31,17,5,1635,161,
B. Sánchez,CD Lugo,26,11,14,4,2,1030,54,
ADA. Diawara,Leganés,15,11,9,8,2,974,31,
G. Melero,Leganés,37,15,23,19,7,2197,100,
L. Olaetxea,Eibar,71,126,49,87,2,3076,195,
J. Corpas,Eibar,40,53,42,36,12,2884,137,
T. Villa,Eibar,14,1,3,1,2,498,29,
S. Colombatto,Real Oviedo,37,33,26,31,9,3513,145,
ICI. Chapela,CD Tenerife,20,20,7,15,6,1543,98,
Curro,Burgos Club de Fútbol,49,16,17,57,18,2858,169,
Juanpe,Málaga,28,18,8,18,0,610,55,
D. Ojeda,Huesca,21,5,12,9,14,1558,53,
T. Moya,Real Zaragoza,56,41,25,19,9,1911,102,
K. Bare,Real Zaragoza,25,23,21,13,6,1659,84,
K. Appin,Burgos Club de Fútbol,12,5,4,11,0,514,39,
JDJ. Dorrio,Málaga,43,27,13,20,22,2939,144,
A. Reina,Real Oviedo,74,35,27,27,11,3639,155,
C. Gelabert,Sporting Gijón,49,34,26,37,12,2406,151,
J. Bernal,Sporting Gijón,11,17,6,14,1,621,28,
K. Sibo,Real Oviedo,50,46,36,39,2,2554,110,
I. Morante,Burgos Club de Fútbol,54,23,24,8,4,2055,87,
RGR. González,Real Zaragoza,14,3,2,7,4,694,64,
A. Puigmal,Almería,17,13,15,12,9,1616,55,
P. Nolaskoain,Eibar,49,85,35,123,6,2398,221,
O. Sielva,Huesca,38,76,36,22,8,2862,95,
M. Atienza,Burgos Club de Fútbol,90,121,61,107,3,3144,240,
J. Martínez,Eibar,12,10,6,12,5,624,37,
I. Baba,Almería,13,6,6,13,2,622,57,
H. Hassan,Real Oviedo,32,8,8,2,7,2438,137,
CMC. Montes,CD Tenerife,4,1,0,0,2,275,8,
R. Marchán,AD Alcorcón,18,26,17,11,0,712,32,
J. Morcillo,Almería,23,11,21,5,24,2578,101,
J. Mier,Huesca,21,23,8,8,1,753,45,
Á. Cantero,Huesca,12,5,4,11,7,938,37,
D. Lopy,Almería,78,68,46,51,5,3091,192,
N. Melamed,Almería,24,12,10,27,21,2390,121,
R. Enríquez,Málaga,8,13,6,0,0,451,19,
S. Arribas,Almería,32,10,17,22,24,2772,142,
C. Dotor,Málaga,12,11,4,9,3,660,36,
F. Serrano,Real Zaragoza,53,31,23,21,7,2599,109,
D. Larrubia,Málaga,89,25,18,9,14,2808,218,
I. Chaira,Real Oviedo,54,22,10,20,22,2432,161,
V. Meseguer,Real Valladolid,22,11,8,15,2,836,47,
J. Martín,Huesca,38,22,22,16,0,1153,90,
I. Gil,Las Palmas,5,4,1,3,3,479,19,
D. Luna,Huesca,12,5,9,3,5,962,46,
G. Campos,Sporting Gijón,20,7,6,6,10,1474,57,
Á. Cardero,Mirandés,10,4,6,8,4,591,29,
J. Guruzeta,Eibar,37,20,13,37,8,1413,111,
M. Lachuer,Real Valladolid,46,34,24,26,13,2935,156,
D. González,Burgos Club de Fútbol,18,21,8,12,2,1078,58,
Gui,Almería,10,3,3,2,0,333,20,
N. García,Leganés,12,5,3,7,10,714,38,
J. Magunazelaia,Eibar,14,2,1,10,8,580,35,
I. Martín,Sporting Gijón,72,31,30,32,2,1982,131,
RRR. Rodriguez,Málaga,1,0,0,1,0,73,4,
D. Lorenzo,Málaga,14,1,4,4,1,488,35,
EAE. Alcaniz,FC Cartagena,0,0,0,0,0,0,0,
S. Clúa,Mirandés,22,9,9,18,1,519,46,
A. Madariaga,Eibar,25,20,17,26,4,1405,86,
M. Cantero,Burgos Club de Fútbol,4,6,0,7,2,320,12,
A. Ochoa,Málaga,18,4,3,3,3,1024,65,
A. Martín,Mirandés,30,17,15,24,4,1642,91,
DFD. Fernández,CD Tenerife,8,0,1,4,3,316,27,
NTN. Tounkara,AD Alcorcón,1,0,1,0,0,16,1,
DTD. Tejón Naves,Real Oviedo,0,0,0,0,0,0,0,
LRL. Rubio,FC Cartagena,0,0,0,0,0,0,0,
ROR. Ojeda,Huesca,0,0,0,0,0,16,2,
MDM. Delgado,Eibar,0,0,0,0,0,0,0,
