Name,Team,Tackles,Clearances,Interceptions,Aerials Won,Blocks,Mins,Duels Won,Unnamed: 8
A. Halliday,Motherwell,33,33,16,34,6,2393,125,
G. Shinnie,Aberdeen,97,66,17,49,6,2580,229,
J. Forrest,Celtic,10,4,3,1,17,804,28,
C. McGregor,Celtic,32,41,22,12,14,2661,89,
J. Holt,St. Johnstone,43,41,16,14,2,1926,107,
J. Newell,Hibernian,17,38,9,16,0,1293,60,
C. Sibbald,Dundee United,31,21,10,6,3,890,43,
D. John,St. Mirren,16,27,4,7,5,1054,34,
LDL. Donnelly,St. Mirren,40,29,11,26,11,1197,91,
M. O'Hara,St. Mirren,48,23,19,42,13,2444,127,
S. Nicholson,Motherwell,6,8,4,8,0,252,20,
S. Tanser,St. Mirren,38,69,23,72,7,1686,130,
N. Cadden,Hibernian,19,57,8,14,11,1657,67,
C. Cadden,Hibernian,29,69,16,24,3,2086,74,
S. Wright,Dundee FC,0,0,1,1,2,133,5,
C. Randall,Ross County,91,105,44,47,9,2988,185,
J. McGrath,Hibernian,43,27,11,26,9,1662,124,
N. Bajrami,Rangers,15,8,10,6,20,1331,52,
J. Svedberg,St. Johnstone,3,4,1,6,0,328,10,
R. Docherty,Ross County,26,47,11,31,7,1143,85,
A. Forrest,Heart of Midlothian,17,7,9,4,13,940,37,
R. Strain,Dundee United,46,107,16,28,5,2063,113,
A. Manneh,Hibernian,1,2,2,0,0,86,2,
W. Ferry,Dundee United,79,123,43,44,5,2876,193,
N. Raskin,Rangers,84,43,20,57,11,2368,191,
R. Hatate,Celtic,30,31,7,16,17,2161,88,
E. Bwomono,Aberdeen,30,38,11,24,5,1531,75,
A. Palaversa,Aberdeen,48,48,16,33,6,1640,104,
B. Baningime,Heart of Midlothian,77,20,27,23,2,1928,135,
C. Slattery,Motherwell,13,4,4,10,6,785,66,
Y. Dhanda,Dundee FC,13,4,2,6,7,797,45,
T. Elie Youan,Hibernian,8,3,4,20,7,907,57,
L. McCowan,Celtic,30,15,10,10,14,1554,87,
K. Trapanovski,Dundee United,17,11,2,11,21,1204,58,
M. Sylla,Livingston,90,84,53,68,5,2577,228,
C. Devlin,Heart of Midlothian,94,33,41,19,5,1865,172,
N. Chilvers,Ross County,51,15,9,21,15,1997,132,
V. Ševelj,Dundee United,89,133,38,59,12,2631,188,
J. Campbell,Hibernian,17,33,16,66,14,1740,114,
O. Thiago Holm,Celtic,1,1,1,0,0,24,2,
R. Idowu,St. Mirren,33,15,5,13,7,1120,82,
P. Bernardo,Celtic,46,9,7,13,12,1201,77,
F. Robertson,Dundee FC,29,37,2,17,4,1527,63,
L. Cameron,Rangers,35,36,22,16,18,2490,113,
J. Mulligan,Hibernian,58,50,17,41,13,2393,159,
J. McPake,St. Johnstone,10,4,0,3,1,297,34,
C. Reilly,Dundee FC,4,2,0,4,1,56,9,
JRJ. Reid,Ross County,6,14,4,4,1,239,12,
C. Nieuwenhof,Heart of Midlothian,8,7,5,13,1,314,29,
C. Barron,Rangers,53,28,15,10,3,1761,84,
A. Engels,Celtic,24,20,4,15,19,1924,77,
M. Diomande,Rangers,38,23,18,19,22,2393,137,
T. Keskinen,Aberdeen,33,15,4,8,27,2225,98,
B. Spittal,Heart of Midlothian,26,33,11,51,19,2245,107,
K. Fotheringham,St. Johnstone,14,23,8,15,3,671,43,
RDR. Duncan,Ross County,0,0,0,0,0,0,0,
FPF. Pollock,Heart of Midlothian,0,0,0,0,0,0,0,
A. Denholm,Livingston,9,17,6,8,4,689,37,
M. Tait,Heart of Midlothian,0,0,0,0,0,0,0,
R. Allan Molotnikov,Hibernian,8,1,0,4,2,477,30,
JWJ. Williamson,Ross County,0,0,0,0,0,0,0,
K. Andrews,Hibernian,11,3,2,4,2,470,21,
F. Franczak,St. Johnstone,11,11,3,4,0,368,23,
CDC. Donovan,Celtic,0,0,0,0,0,0,0,
B. Rice,Rangers,4,1,0,5,1,107,10,
V. Enem,Aberdeen,0,0,0,0,0,0,0,
