Name,Team,Assists,Big Chances Created,Shots,Shots On Target,Goals,Mins,XG,NpxG,XA,Unnamed: 10
A. Halliday,Motherwell,2,4,22.0,9,3,2393,0.0,,0.0,
G. Shinnie,Aberdeen,3,6,17.0,3,1,2580,0.0,,0.0,
J. Forrest,Celtic,5,5,33.0,9,1,804,0.0,,0.0,
C. McGregor,Celtic,2,5,36.0,10,8,2661,0.0,,0.0,
J. Holt,St. Johnstone,0,2,9.0,1,0,1926,0.0,,0.0,
J. Newell,Hibernian,0,0,14.0,2,2,1293,0.0,,0.0,
C. Sibbald,Dundee United,1,0,7.0,4,1,890,0.0,,0.0,
D. John,St. Mirren,0,5,9.0,3,2,1054,0.0,,0.0,
LDL. Donnelly,St. Mirren,1,2,23.0,5,0,1197,0.0,,0.0,
M. O'Hara,St. Mirren,2,4,31.0,12,3,2444,0.0,,0.0,
S. Nicholson,Motherwell,0,1,2.0,0,0,252,0.0,,0.0,
S. Tanser,St. Mirren,1,7,15.0,2,1,1686,0.0,,0.0,
N. Cadden,Hibernian,6,11,38.0,17,5,1657,0.0,,0.0,
C. Cadden,Hibernian,1,3,12.0,5,0,2086,0.0,,0.0,
S. Wright,Dundee FC,0,1,4.0,2,0,133,0.0,,0.0,
C. Randall,Ross County,0,0,31.0,10,1,2988,0.0,,0.0,
J. McGrath,Hibernian,6,6,35.0,8,4,1662,0.0,,0.0,
N. Bajrami,Rangers,1,4,47.0,17,2,1331,0.0,,0.0,
J. Svedberg,St. Johnstone,1,2,2.0,1,0,328,0.0,,0.0,
R. Docherty,Ross County,0,0,18.0,4,0,1143,0.0,,0.0,
A. Forrest,Heart of Midlothian,1,4,25.0,10,2,940,0.0,,0.0,
R. Strain,Dundee United,4,9,13.0,3,0,2063,0.0,,0.0,
A. Manneh,Hibernian,0,0,,0,0,86,0.0,,0.0,
W. Ferry,Dundee United,4,6,17.0,3,0,2876,0.0,,0.0,
N. Raskin,Rangers,7,7,37.0,14,3,2368,0.0,,0.0,
R. Hatate,Celtic,4,11,68.0,19,9,2161,0.0,,0.0,
E. Bwomono,Aberdeen,2,2,8.0,1,0,1531,0.0,,0.0,
A. Palaversa,Aberdeen,1,2,19.0,6,2,1640,0.0,,0.0,
B. Baningime,Heart of Midlothian,2,2,4.0,0,0,1928,0.0,,0.0,
C. Slattery,Motherwell,1,1,23.0,7,5,785,0.0,,0.0,
Y. Dhanda,Dundee FC,1,3,15.0,0,0,797,0.0,,0.0,
T. Elie Youan,Hibernian,1,2,27.0,8,2,907,0.0,,0.0,
L. McCowan,Celtic,8,10,52.0,21,8,1554,0.0,,0.0,
K. Trapanovski,Dundee United,2,3,43.0,13,2,1204,0.0,,0.0,
M. Sylla,Livingston,0,0,12.0,1,0,2577,0.0,,0.0,
C. Devlin,Heart of Midlothian,1,1,12.0,5,0,1865,0.0,,0.0,
N. Chilvers,Ross County,5,5,46.0,14,3,1997,0.0,,0.0,
V. Ševelj,Dundee United,3,3,24.0,7,2,2631,0.0,,0.0,
J. Campbell,Hibernian,1,3,34.0,8,4,1740,0.0,,0.0,
O. Thiago Holm,Celtic,0,0,,0,0,24,0.0,,0.0,
R. Idowu,St. Mirren,1,2,23.0,10,4,1120,0.0,,0.0,
P. Bernardo,Celtic,3,5,25.0,6,2,1201,0.0,,0.0,
F. Robertson,Dundee FC,4,3,13.0,3,0,1527,0.0,,0.0,
L. Cameron,Rangers,5,6,48.0,17,7,2490,0.0,,0.0,
J. Mulligan,Hibernian,5,7,23.0,5,0,2393,0.0,,0.0,
J. McPake,St. Johnstone,0,0,10.0,4,1,297,0.0,,0.0,
C. Reilly,Dundee FC,1,1,3.0,1,0,56,0.0,,0.0,
JRJ. Reid,Ross County,0,0,1.0,0,0,239,0.0,,0.0,
C. Nieuwenhof,Heart of Midlothian,0,0,5.0,3,1,314,0.0,,0.0,
C. Barron,Rangers,0,0,8.0,1,0,1761,0.0,,0.0,
A. Engels,Celtic,5,11,61.0,19,9,1924,0.0,,0.0,
M. Diomande,Rangers,5,9,48.0,10,4,2393,0.0,,0.0,
T. Keskinen,Aberdeen,2,8,51.0,11,5,2225,0.0,,0.0,
B. Spittal,Heart of Midlothian,3,10,52.0,14,4,2245,0.0,,0.0,
K. Fotheringham,St. Johnstone,0,0,8.0,2,0,671,0.0,,0.0,
RDR. Duncan,Ross County,0,0,,0,0,0,0.0,,0.0,
FPF. Pollock,Heart of Midlothian,0,0,,0,0,0,0.0,,0.0,
A. Denholm,Livingston,1,1,8.0,2,0,689,0.0,,0.0,
M. Tait,Heart of Midlothian,0,0,,0,0,0,0.0,,0.0,
R. Allan Molotnikov,Hibernian,0,0,7.0,1,0,477,0.0,,0.0,
JWJ. Williamson,Ross County,0,0,,0,0,0,0.0,,0.0,
K. Andrews,Hibernian,0,0,3.0,0,0,470,0.0,,0.0,
F. Franczak,St. Johnstone,0,0,2.0,0,0,368,0.0,,0.0,
CDC. Donovan,Celtic,0,0,,0,0,0,0.0,,0.0,
B. Rice,Rangers,0,0,2.0,1,0,107,0.0,,0.0,
V. Enem,Aberdeen,0,0,,0,0,0,0.0,,0.0,
