Name,Team,App,Goals,Mins,XG,XA,Unnamed: 6
K. Schmeichel,Celtic,32,0,2790,0,0,
C. Gordon,Heart of Midlothian,33,0,2790,0,0,
T. Carson,Ross County,31,0,1710,0,0,
J. Butland,Rangers,30,0,2520,0,0,
J. Hamilton,Livingston,22,0,315,0,0,
R. Laidlaw,Ross County,25,0,1305,0,0,
L. Kelly,Rangers,35,0,630,0,0,
D. Richards,Dundee United,35,0,180,0,0,
KOK. O'Hara,Dundee FC,35,0,1335,0,0,
R. Fulton,Heart of Midlothian,6,0,158,0,0,
D. Mitov,Aberdeen,23,0,1845,0,0,
J. Smith,Hibernian,35,0,1980,0,0,
R. Doohan,Celtic,35,0,1305,0,0,
J. McCracken,Dundee FC,35,0,1440,0,0,
R. Sinclair,St. Johnstone,31,0,945,0,0,
V. Sinisalo,Celtic,35,0,360,0,0,
C. Ward,Motherwell,4,0,0,0,0,
LRL. Ross,Ross County,3,0,0,0,0,
