Name,Team,Passes,Accurate Passes,Long Balls,Assists,Crosses,Big Chances Created,Mins,KeyPasses,Unnamed: 9
K. Schmeichel,Celtic,1035,975,164,0,0,0,2790,0,
C. Gordon,Heart of Midlothian,770,434,474,0,0,0,2790,0,
T. Carson,Ross County,599,230,526,1,0,1,1710,1,
J. Butland,Rangers,775,601,278,1,0,0,2520,2,
J. Hamilton,Livingston,123,54,95,0,0,0,315,0,
R. Laidlaw,Ross County,438,204,383,0,0,0,1305,2,
L. Kelly,Rangers,212,135,124,0,0,0,630,1,
D. Richards,Dundee United,45,18,44,0,0,0,180,0,
KOK. O'Hara,Dundee FC,396,149,361,0,0,0,1335,0,
R. Fulton,Heart of Midlothian,54,34,26,0,0,0,158,0,
D. Mitov,Aberdeen,699,493,298,0,0,0,1845,1,
J. Smith,Hibernian,539,282,386,0,0,0,1980,0,
R. Doohan,Celtic,394,257,208,0,0,0,1305,0,
J. McCracken,Dundee FC,514,207,417,1,0,1,1440,2,
R. Sinclair,St. Johnstone,314,178,185,0,0,0,945,0,
V. Sinisalo,Celtic,163,149,23,0,0,0,360,0,
C. Ward,Motherwell,0,0,0,0,0,0,0,0,
LRL. Ross,Ross County,0,0,0,0,0,0,0,0,
