Name,Team,Mins,Saves,Unnamed: 3
J. Placide,Bastia,1440,39,
A. Ortolá,Guingamp,900,28,
A. Sauvage,Amiens SC,90,6,
M. Jeannin,Sochaux,90,3,
J. Fabri,Bastia,0,0,
E. Basilio,Nancy,1350,45,
A. Mandrea,Caen,1170,31,
M. Diaw,Le Havre,990,24,
L. M'Pasi,Le Havre,450,8,
B. Allain,Grenoble Foot 38,0,0,
M. Pattier,Grenoble Foot 38,90,3,
Y. Clementia,Caen,180,12,
T. Bartouche,Guingamp,0,0,
O. Nkambadio,Paris FC,1388,33,
M. Diop,Grenoble Foot 38,1350,67,
E. Crombez,Rodez AF,0,0,
