Name,Team,Tackles,Clearances,Interceptions,Aerials Won,Blocks,Mins,Duels Won,Unnamed: 8
T. Mangani,Ajaccio,5,6,3,5,0,247,14,
Y. M'Vila,Caen,23,32,11,17,0,877,55,
M. Autret,Caen,3,0,0,1,1,79,7,
M. Barreto,Dijon,23,7,6,7,2,1114,60,
T. Monconduit,Amiens SC,11,27,10,4,4,776,24,
C. Vincent,Bastia,11,8,2,4,9,794,21,
O. Orinel,Nîmes Olympique,18,9,12,5,1,665,44,
J. Eickmayer,Bastia,3,5,2,1,0,505,12,
M. López,Paris FC,29,12,15,1,4,1246,60,
Y. Demoncy,Guingamp,15,9,4,9,3,1269,52,
D. Louiserre,Guingamp,30,23,8,10,5,1207,52,
J. Benet,Grenoble Foot 38,27,20,18,9,2,1328,68,
A. Bobichon,Pau FC,0,0,0,0,0,32,1,
V. Marchetti,Paris FC,16,13,15,9,11,1083,48,
D. Tavares,Sochaux,0,2,1,1,0,20,1,
M. Cafaro,Paris FC,6,7,2,0,6,568,20,
A. Leautey,Amiens SC,14,8,6,3,8,1418,68,
L. Rajot,Caen,5,4,3,9,3,293,16,
J. Anziani,Pau FC,15,23,18,13,8,1355,58,
S. Beusnard,Pau FC,19,10,9,8,7,1094,37,
K. Kaiboue,Amiens SC,31,33,12,24,0,886,77,
V. Lobry,Amiens SC,12,21,14,14,7,1239,45,
K. Sidibé,Guingamp,17,21,5,46,1,944,84,
F. Tomi,Bastia,3,0,0,5,2,258,12,
G. Kyeremeh,Le Havre,3,0,2,2,4,706,23,
A. Boutrah,Bastia,13,3,14,7,15,1305,79,
T. Ducrocq,Bastia,21,26,20,9,6,1185,44,
A. Sagna,Guingamp,3,1,0,2,0,166,9,
A. Trouillet,Rodez AF,15,3,6,5,3,423,25,
M. Essimi,USL Dunkerque,3,2,2,2,0,136,8,
M. Bangré,Grenoble Foot 38,4,1,1,4,1,442,17,
E. Bardeli,USL Dunkerque,19,9,7,7,0,1126,40,
K. Gasnier,Pau FC,2,0,0,0,0,15,2,
K. Diawara,Le Havre,5,1,4,2,5,533,19,
F. Doucouré,Le Havre,20,15,10,5,0,609,34,
W. Younoussa,Rodez AF,18,4,15,15,7,1048,85,
I. Kebbal,Paris FC,17,6,5,0,6,910,53,
D. Gaucho,Caen,22,34,17,19,2,885,48,
S. Belloumou,Valenciennes,33,28,18,22,1,1087,78,
N. Kandil,Amiens SC,20,9,6,5,2,575,47,
L. Doucet,USL Dunkerque,6,4,3,1,0,281,15,
M. Achi,Rodez AF,1,0,0,1,1,57,4,
J. Janneh,Bastia,40,8,10,15,1,875,68,
R. Lutin,Amiens SC,29,4,4,2,5,660,59,
S. Diba,Grenoble Foot 38,11,3,5,5,0,261,18,
I. Fofana,Amiens SC,24,21,11,9,1,893,46,
J. N'Duquidi,Amiens SC,1,2,1,5,1,145,8,
K. Dong,Pau FC,0,0,0,0,0,26,1,
A. Ipiele,Valenciennes,9,5,7,17,7,866,55,
TAT. Averlant,Amiens SC,3,0,0,1,0,167,10,
RTR. Touzghar,Pau FC,0,0,1,2,0,18,2,
A. Camara,Paris FC,32,10,11,15,2,917,83,
A. Sekongo,USL Dunkerque,1,3,3,4,3,308,13,
M. Manitu,Amiens SC,0,3,0,1,2,128,5,
BMB. Merouga,Ajaccio,0,0,0,0,0,0,0,
IDI. Daf,Amiens SC,0,0,0,0,0,12,0,
