Name,Team,App,Mins,ID,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Position
G. Courtet,Valenciennes,16,1186,2393,4,23.0,12,3,0.0,,0.0,12,10,3,46,5,72,270,164,9,3,3,15,Forward
A. Kanté,USL Dunkerque,16,1093,2394,1,19.0,8,5,0.0,,0.0,4,5,5,21,4,60,185,138,2,2,1,8,Forward
A. Gory,Paris FC,14,821,2395,1,17.0,8,3,0.0,,0.0,15,4,3,5,3,42,236,193,5,23,5,17,Forward
L. Mafouta,Guingamp,14,1066,2396,3,26.0,13,3,0.0,,0.0,4,8,4,25,6,54,235,159,5,6,2,9,Forward
P. Hamel,Paris FC,12,561,2397,0,20.0,5,3,0.0,,0.0,9,3,1,28,6,40,105,72,6,1,0,6,Forward
K. Djoco,Sochaux,16,732,2398,0,16.0,8,1,0.0,,0.0,8,4,2,31,3,55,207,135,3,6,0,3,Forward
J. Krasso,Paris FC,14,1128,2399,3,37.0,15,9,0.0,,0.0,21,8,3,31,10,96,295,214,24,10,4,13,Forward
E. Sylvestre,USL Dunkerque,15,257,2400,0,9.0,4,3,0.0,,0.0,3,2,3,3,1,18,94,77,4,6,1,6,Forward
LGL. Gueye,Paris FC,1,0,2401,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Forward
M. Baaloudj,Rodez AF,12,123,2402,0,3.0,1,0,0.0,,0.0,3,0,0,3,1,10,35,29,1,8,0,0,Forward
Y. Diaby,Grenoble Foot 38,16,966,2403,3,26.0,12,0,0.0,,0.0,12,7,2,19,9,60,237,188,3,3,3,8,Forward
T. Arconte,Rodez AF,10,329,2404,0,7.0,4,1,0.0,,0.0,2,5,3,0,1,12,59,50,0,0,1,6,Forward
I. Baldé,Rodez AF,15,671,2405,1,18.0,9,3,0.0,,0.0,3,5,0,12,2,28,108,71,4,1,2,9,Forward
A. Hemia,Guingamp,10,626,2406,2,17.0,9,3,0.0,,0.0,11,3,2,5,3,39,332,275,36,47,3,19,Forward
M. Bokele Mputu,USL Dunkerque,15,362,2407,2,12.0,7,3,0.0,,0.0,7,5,6,1,2,23,202,165,9,16,2,8,Forward
M. Inchaud,Valenciennes,3,38,2408,0,1.0,0,0,0.0,,0.0,0,0,0,1,0,3,10,8,0,2,0,0,Forward
I. Chegra,Ajaccio,13,125,2409,0,1.0,0,0,0.0,,0.0,0,1,1,1,0,3,31,25,2,8,2,5,Forward
O. Sissoko,Pau FC,3,47,2410,0,1.0,0,0,0.0,,0.0,0,0,0,2,0,2,11,10,0,0,0,0,Forward
