Name,Team,Passes,Accurate Passes,Long Balls,Assists,Crosses,Big Chances Created,Mins,KeyPasses,Unnamed: 9
J. Placide,Bastia,438,267,274,0,0,0,1440,0,
A. Ortolá,Guingamp,527,450,154,0,0,0,900,0,
A. Sauvage,Amiens SC,20,14,6,0,0,0,90,0,
M. Jeannin,Sochaux,24,19,6,0,0,0,90,0,
J. Fabri,Bastia,0,0,0,0,0,0,0,0,
E. Basilio,Nancy,371,254,208,0,0,0,1350,1,
A. Mandrea,Caen,369,254,214,0,0,0,1170,0,
M. Diaw,Le Havre,313,186,201,0,0,0,990,1,
L. M'Pasi,Le Havre,85,65,40,0,0,0,450,0,
B. Allain,Grenoble Foot 38,0,0,0,0,0,0,0,0,
M. Pattier,Grenoble Foot 38,24,16,14,0,0,0,90,0,
Y. Clementia,Caen,54,42,18,0,0,0,180,0,
T. Bartouche,Guingamp,0,0,0,0,0,0,0,0,
O. Nkambadio,Paris FC,539,442,170,0,0,0,1388,0,
M. Diop,Grenoble Foot 38,401,229,289,0,0,0,1350,0,
E. Crombez,Rodez AF,0,0,0,0,0,0,0,0,
