Name,Team,Tackles,Clearances,Interceptions,Aerials Won,Blocks,Mins,Duels Won,Unnamed: 8
G. Courtet,Valenciennes,12,10,3,46,5,1186,72,
A. Kanté,USL Dunkerque,4,5,5,21,4,1093,60,
A. Gory,Paris FC,15,4,3,5,3,821,42,
L. Mafouta,Guingamp,4,8,4,25,6,1066,54,
P. Hamel,Paris FC,9,3,1,28,6,561,40,
K. Djoco,Sochaux,8,4,2,31,3,732,55,
J. Krasso,Paris FC,21,8,3,31,10,1128,96,
E. Sylvestre,USL Dunkerque,3,2,3,3,1,257,18,
LGL. Gueye,Paris FC,0,0,0,0,0,0,0,
M. Baaloudj,Rodez AF,3,0,0,3,1,123,10,
Y. Diaby,Grenoble Foot 38,12,7,2,19,9,966,60,
T. Arconte,Rodez AF,2,5,3,0,1,329,12,
I. Baldé,Rodez AF,3,5,0,12,2,671,28,
A. Hemia,Guingamp,11,3,2,5,3,626,39,
M. Bokele Mputu,USL Dunkerque,7,5,6,1,2,362,23,
M. Inchaud,Valenciennes,0,0,0,1,0,38,3,
I. Chegra,Ajaccio,0,1,1,1,0,125,3,
O. Sissoko,Pau FC,0,0,0,2,0,47,2,
