Name,Team,Assists,Big Chances Created,Shots,Shots On Target,Goals,Mins,XG,NpxG,XA,Unnamed: 10
G. Courtet,Valenciennes,4,3,23.0,12,3,1186,0.0,,0.0,
A. Kanté,USL Dunkerque,1,1,19.0,8,5,1093,0.0,,0.0,
A. Gory,Paris FC,1,5,17.0,8,3,821,0.0,,0.0,
L. Mafouta,Guingamp,3,2,26.0,13,3,1066,0.0,,0.0,
P. Hamel,Paris FC,0,0,20.0,5,3,561,0.0,,0.0,
K. Djoco,Sochaux,0,0,16.0,8,1,732,0.0,,0.0,
J. Krasso,Paris FC,3,4,37.0,15,9,1128,0.0,,0.0,
E. Sylvestre,USL Dunkerque,0,1,9.0,4,3,257,0.0,,0.0,
LGL. Gueye,Paris FC,0,0,,0,0,0,0.0,,0.0,
M. Baaloudj,Rodez AF,0,0,3.0,1,0,123,0.0,,0.0,
Y. Diaby,Grenoble Foot 38,3,3,26.0,12,0,966,0.0,,0.0,
T. Arconte,Rodez AF,0,1,7.0,4,1,329,0.0,,0.0,
I. Baldé,Rodez AF,1,2,18.0,9,3,671,0.0,,0.0,
A. Hemia,Guingamp,2,3,17.0,9,3,626,0.0,,0.0,
M. Bokele Mputu,USL Dunkerque,2,2,12.0,7,3,362,0.0,,0.0,
M. Inchaud,Valenciennes,0,0,1.0,0,0,38,0.0,,0.0,
I. Chegra,Ajaccio,0,2,1.0,0,0,125,0.0,,0.0,
O. Sissoko,Pau FC,0,0,1.0,0,0,47,0.0,,0.0,
