Name,Team,App,Goals,Mins,XG,XA,Unnamed: 6
T. Mangani,Ajaccio,15,0,247,0,0,
Y. M'Vila,Caen,12,1,877,0,0,
M. Autret,Caen,5,0,79,0,0,
M. Barreto,Dijon,14,1,1114,0,0,
T. Monconduit,Amiens SC,10,0,776,0,0,
C. Vincent,Bastia,14,4,794,0,0,
O. Orinel,Nîmes Olympique,10,3,665,0,0,
J. Eickmayer,Bastia,11,0,505,0,0,
M. López,Paris FC,14,1,1246,0,0,
Y. Demoncy,Guingamp,16,4,1269,0,0,
D. Louiserre,Guingamp,14,0,1207,0,0,
J. Benet,Grenoble Foot 38,15,3,1328,0,0,
A. Bobichon,Pau FC,2,0,32,0,0,
V. Marchetti,Paris FC,15,1,1083,0,0,
D. Tavares,Sochaux,1,0,20,0,0,
M. Cafaro,Paris FC,11,4,568,0,0,
A. Leautey,Amiens SC,16,5,1418,0,0,
L. Rajot,Caen,13,0,293,0,0,
J. Anziani,Pau FC,16,3,1355,0,0,
S. Beusnard,Pau FC,15,1,1094,0,0,
K. Kaiboue,Amiens SC,10,0,886,0,0,
V. Lobry,Amiens SC,15,0,1239,0,0,
K. Sidibé,Guingamp,12,0,944,0,0,
F. Tomi,Bastia,6,2,258,0,0,
G. Kyeremeh,Le Havre,12,2,706,0,0,
A. Boutrah,Bastia,16,1,1305,0,0,
T. Ducrocq,Bastia,14,2,1185,0,0,
A. Sagna,Guingamp,9,1,166,0,0,
A. Trouillet,Rodez AF,11,0,423,0,0,
M. Essimi,USL Dunkerque,5,1,136,0,0,
M. Bangré,Grenoble Foot 38,12,1,442,0,0,
E. Bardeli,USL Dunkerque,15,1,1126,0,0,
K. Gasnier,Pau FC,2,0,15,0,0,
K. Diawara,Le Havre,15,1,533,0,0,
F. Doucouré,Le Havre,9,0,609,0,0,
W. Younoussa,Rodez AF,16,0,1048,0,0,
I. Kebbal,Paris FC,13,1,910,0,0,
D. Gaucho,Caen,11,0,885,0,0,
S. Belloumou,Valenciennes,14,0,1087,0,0,
N. Kandil,Amiens SC,10,2,575,0,0,
L. Doucet,USL Dunkerque,16,1,281,0,0,
M. Achi,Rodez AF,9,0,57,0,0,
J. Janneh,Bastia,12,0,875,0,0,
R. Lutin,Amiens SC,16,0,660,0,0,
S. Diba,Grenoble Foot 38,5,0,261,0,0,
I. Fofana,Amiens SC,16,1,893,0,0,
J. N'Duquidi,Amiens SC,8,0,145,0,0,
K. Dong,Pau FC,4,0,26,0,0,
A. Ipiele,Valenciennes,16,2,866,0,0,
TAT. Averlant,Amiens SC,2,1,167,0,0,
RTR. Touzghar,Pau FC,2,0,18,0,0,
A. Camara,Paris FC,14,1,917,0,0,
A. Sekongo,USL Dunkerque,11,0,308,0,0,
M. Manitu,Amiens SC,9,0,128,0,0,
BMB. Merouga,Ajaccio,1,0,0,0,0,
IDI. Daf,Amiens SC,1,0,12,0,0,
