Name,Team,Passes,Accurate Passes,Long Balls,Assists,Crosses,Big Chances Created,Mins,KeyPasses,Unnamed: 9
G. Courtet,Valenciennes,270,164,9,4,3,3,1186,15,
A. Kanté,USL Dunkerque,185,138,2,1,2,1,1093,8,
A. Gory,Paris FC,236,193,5,1,23,5,821,17,
L. Mafouta,Guingamp,235,159,5,3,6,2,1066,9,
P. Hamel,Paris FC,105,72,6,0,1,0,561,6,
K. Djoco,Sochaux,207,135,3,0,6,0,732,3,
J. Krasso,Paris FC,295,214,24,3,10,4,1128,13,
E. Sylvestre,USL Dunkerque,94,77,4,0,6,1,257,6,
LGL. Gueye,Paris FC,0,0,0,0,0,0,0,0,
M. Baaloudj,Rodez AF,35,29,1,0,8,0,123,0,
Y. Diaby,Grenoble Foot 38,237,188,3,3,3,3,966,8,
T. Arconte,Rodez AF,59,50,0,0,0,1,329,6,
I. Baldé,Rodez AF,108,71,4,1,1,2,671,9,
A. Hemia,Guingamp,332,275,36,2,47,3,626,19,
M. Bokele Mputu,USL Dunkerque,202,165,9,2,16,2,362,8,
M. Inchaud,Valenciennes,10,8,0,0,2,0,38,0,
I. Chegra,Ajaccio,31,25,2,0,8,2,125,5,
O. Sissoko,Pau FC,11,10,0,0,0,0,47,0,
