Name,Team,App,Mins,ID,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Position
F. Coquelin,Nantes,6,232,2257,1,7.0,1,1,1.0399,1.039,0.3531,9,3,6,3,2,14,100,87,4,0,1,5,Midfielder
B. André,Lille,30,2693,2258,3,16.0,4,0,1.387,1.381,2.6833,103,51,48,97,3,255,1882,1579,154,16,5,21,Midfielder
R. Cabella,Nantes,27,1032,2259,2,30.0,7,1,3.9776,3.977,3.0878,39,3,8,3,10,80,683,593,5,60,5,26,Midfielder
G. Kondogbia,Olympique de Marseille,25,2021,2260,0,8.0,1,0,0.4776,0.473,1.125,60,62,22,27,2,114,1790,1658,79,4,0,5,Midfielder
B. Stambouli,Metz,3,227,2261,0,1.0,0,0,0.0,,0.0,15,4,3,5,0,23,139,110,25,1,0,1,Midfielder
P. Højbjerg,Olympique de Marseille,31,2666,2262,4,33.0,8,2,3.2757,3.275,4.6085,64,31,42,21,10,131,2866,2658,99,19,4,44,Midfielder
T. Minamino,AS Monaco,31,2236,2263,3,57.0,21,6,8.8914,8.887,4.6655,33,18,10,18,14,86,693,509,32,23,9,40,Midfielder
T. Savanier,Montpellier,31,2268,2264,5,44.0,15,2,3.9643,2.281,7.2495,29,20,14,20,9,135,1246,959,266,194,15,67,Midfielder
P. Capelle,Angers,25,489,2265,0,6.0,0,0,0.2299,0.228,0.6566,24,5,11,3,1,38,221,183,17,10,3,5,Midfielder
A. Thomasson,RC Lens,33,2621,2266,7,41.0,13,3,5.9528,5.95,5.195,90,28,19,17,18,181,1541,1293,79,58,8,56,Midfielder
F. Tardieu,Saint-Étienne,30,1190,2267,4,14.0,2,2,0.5871,0.593,1.5742,18,20,15,14,7,49,978,856,75,21,1,19,Midfielder
M. Sanson,Nice,8,235,2268,0,9.0,4,3,1.4903,1.522,0.075,6,2,4,1,0,10,102,82,10,4,0,1,Midfielder
G. Kamara,Stade Rennais,16,660,2269,1,1.0,0,0,0.1728,0.173,0.7165,23,7,7,2,0,33,409,371,12,0,0,5,Midfielder
A. Golovin,AS Monaco,21,1153,2270,0,23.0,9,3,2.2398,2.303,2.9183,37,5,12,10,6,85,624,493,69,21,3,22,Midfielder
J. Gbamin,Metz,17,221,2271,0,2.0,0,0,0.427,0.526,0.0314,2,2,3,7,1,16,115,90,7,0,0,0,Midfielder
C. Tolisso,Olympique Lyonnais,33,2340,2272,4,51.0,20,7,5.3568,5.338,4.8483,57,37,22,54,13,172,1539,1325,93,32,8,32,Midfielder
B. Santamaria,Stade Rennais,32,1421,2273,1,20.0,4,0,1.0696,1.045,0.6113,31,23,30,38,5,104,769,641,67,7,1,13,Midfielder
N. Bentaleb,Lille,12,335,2274,0,5.0,1,1,0.7267,0.726,0.2346,4,6,5,3,1,8,237,209,22,6,0,1,Midfielder
R. Aguilar,RC Lens,19,1129,2275,2,11.0,3,1,0.7688,0.762,1.3697,34,23,13,10,5,68,669,558,41,47,4,11,Midfielder
H. Belkebla,Angers,22,1795,2276,1,3.0,0,0,0.0879,0.075,0.3142,56,45,35,10,2,105,822,725,50,3,1,5,Midfielder
V. Rongier,Stade Rennais,30,1587,2277,1,14.0,7,3,1.0079,1.009,1.4523,50,26,33,14,2,88,1383,1256,37,7,2,11,Midfielder
D. Zakaria,AS Monaco,27,2149,2278,4,31.0,11,6,5.249,3.616,2.0052,41,34,34,18,7,101,1164,1058,45,7,4,16,Midfielder
F. Ruiz,Paris Saint-Germain,32,1917,2279,5,43.0,12,4,4.1474,4.329,5.0658,37,25,17,5,19,66,1575,1433,92,27,9,37,Midfielder
O. Mangala,Olympique Lyonnais,2,68,2280,0,1.0,0,0,0.0528,0.053,0.0502,1,1,0,0,1,1,30,28,3,1,0,1,Midfielder
J. Clauss,Nice,28,2311,2281,8,26.0,8,3,2.2316,2.231,6.8147,52,62,48,17,8,91,1036,803,82,190,14,55,Midfielder
D. Machado,Nantes,27,1793,2282,4,23.0,5,1,2.3398,2.286,2.8601,36,29,16,16,5,103,720,627,34,51,5,20,Midfielder
R. Del Castillo,Stade Brestois,26,1266,2283,4,21.0,12,6,4.6706,1.497,4.1354,31,5,6,8,4,75,564,429,39,103,8,37,Midfielder
G. Hein,Metz,3,300,2284,1,3.0,2,1,0.0,,0.0,3,0,1,1,1,7,185,164,14,22,0,12,Midfielder
T. Ndombélé,Nice,19,1140,2285,2,11.0,3,1,2.3548,2.353,1.3486,35,8,14,3,3,91,469,414,22,3,3,19,Midfielder
A. Nordin,Stade Rennais,16,1163,2286,0,28.0,13,4,4.1004,2.509,1.2122,24,6,5,13,8,99,281,213,7,35,1,14,Midfielder
H. Magnetti,Stade Brestois,32,2335,2287,0,19.0,6,1,0.7942,0.8,0.6268,52,36,18,10,5,93,1049,906,80,18,0,6,Midfielder
A. Gomes,Olympique de Marseille,24,737,2288,1,9.0,3,1,1.7076,0.947,1.5557,10,2,0,6,3,31,351,289,19,10,4,14,Midfielder
K. Diatta,AS Monaco,24,510,2289,0,2.0,1,0,0.1655,0.166,0.8697,18,12,9,16,0,48,265,211,19,15,1,4,Midfielder
Vitinha,Paris Saint-Germain,31,2023,2290,1,27.0,14,5,3.4127,1.835,3.9985,43,18,14,1,5,82,2352,2206,178,20,4,27,Midfielder
J. Deminguet,Metz,3,219,2291,0,6.0,1,0,0.0,,0.0,7,5,1,2,3,18,93,77,12,5,0,2,Midfielder
K. Nakamura,Stade de Reims,34,2870,2292,2,91.0,33,11,9.0788,9.123,3.3635,26,19,14,7,28,74,759,595,55,59,5,26,Midfielder
M. Camara,Stade Rennais,34,2669,2293,3,49.0,20,5,3.9745,4.138,2.5745,72,26,32,19,9,164,1134,998,36,46,3,26,Midfielder
K. Lee,Paris Saint-Germain,32,1665,2294,6,41.0,14,6,3.5069,3.514,6.4373,25,3,3,5,10,87,1162,1069,57,94,16,57,Midfielder
A. Abdi,Nice,26,1417,2295,2,29.0,11,5,4.2884,4.787,1.7389,43,31,20,22,5,91,512,404,32,51,4,20,Midfielder
S. Diop,Nice,29,1066,2296,4,22.0,11,6,5.9815,6.012,2.7554,23,6,17,3,5,55,527,427,31,33,6,25,Midfielder
H. Abdelli,Olympique de Marseille,32,2848,2297,1,39.0,12,6,6.3595,3.222,3.6704,48,26,26,15,10,150,1602,1355,96,44,5,39,Midfielder
S. Nanasi,RC Strasbourg,32,2122,2298,4,28.0,12,6,6.459,5.911,4.6583,20,15,7,3,5,59,735,617,23,66,12,38,Midfielder
J. Lepenant,Olympique Lyonnais,30,2063,2299,1,20.0,5,2,1.4033,1.366,1.7353,68,23,18,22,9,144,700,572,37,16,2,8,Midfielder
O. Sahraoui,Lille,31,1292,2300,3,23.0,9,3,2.8541,2.934,4.3313,13,8,7,0,10,60,589,502,10,12,7,29,Midfielder
J. Chotard,Stade Brestois,25,1800,2301,0,18.0,3,1,1.2797,1.274,0.9507,39,47,21,16,7,72,786,664,95,29,0,7,Midfielder
H. Boudaoui,Nice,29,2438,2302,3,39.0,19,2,2.6596,2.733,2.8305,76,44,22,17,8,168,1112,938,64,17,6,22,Midfielder
A. Moueffek,Saint-Étienne,23,1042,2303,1,10.0,2,0,1.0901,1.079,1.0371,20,24,5,9,2,47,392,333,11,4,2,10,Midfielder
M. Gbane,Stade de Reims,15,1292,2304,1,5.0,3,0,0.1673,0.171,0.7663,22,93,18,19,0,53,572,483,54,2,1,7,Midfielder
T. Tessmann,Olympique Lyonnais,32,1261,2305,0,18.0,10,1,0.9507,0.951,0.7852,25,29,19,4,4,53,747,677,68,14,1,7,Midfielder
J. Patrick,Stade de Reims,19,631,2306,0,11.0,1,0,0.1562,0.161,0.2369,26,10,6,14,7,60,257,202,22,5,0,1,Midfielder
Q. Merlin,Stade Rennais,28,1602,2307,3,26.0,10,1,2.0615,2.056,2.4566,22,13,14,7,9,50,926,805,38,95,5,25,Midfielder
B. Old,Saint-Étienne,14,523,2308,0,11.0,2,0,0.9973,0.998,0.4692,7,2,2,1,6,27,124,104,5,19,1,9,Midfielder
I. Miladinović,Saint-Étienne,13,27,2309,0,,0,0,0.0,,0.0,0,2,1,2,0,2,14,12,1,0,0,0,Midfielder
