Name,Team,App,Mins,ID,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Position
T. Louchet,Nice,30,780,2310,0,12.0,4,1,0.7938,0.792,1.2938,27,19,18,11,5,51,363,317,27,35,1,15,Midfielder
M. Akliouche,AS Monaco,32,2409,2311,10,62.0,19,5,9.2341,8.466,7.8255,51,12,15,5,17,144,1137,965,46,53,15,51,Midfielder
T. Le Bris,Lorient,1,24,2312,0,1.0,1,0,0.0,,0.0,1,0,1,0,0,1,13,10,0,0,0,0,Midfielder
I. Koné,Olympique de Marseille,28,829,2313,1,10.0,4,2,0.4433,0.438,1.4776,17,6,8,4,4,48,382,330,32,5,4,9,Midfielder
A. Camblan,Stade Brestois,8,31,2314,0,1.0,0,0,0.0482,0.048,0.0,1,0,0,0,0,1,6,3,0,1,0,0,Midfielder
H. Arnar Haraldsson,Lille,26,1765,2315,3,35.0,13,5,3.7977,3.86,3.1719,36,6,8,2,12,92,875,724,41,59,6,35,Midfielder
W. Zaïre-Emery,Paris Saint-Germain,29,2040,2316,2,16.0,7,1,1.6387,1.672,1.4225,50,19,22,9,7,98,1602,1495,51,9,4,18,Midfielder
D. Doué,Paris Saint-Germain,32,1724,2317,6,55.0,20,6,5.1438,5.142,5.6644,48,7,13,8,20,158,1025,883,44,78,16,55,Midfielder
K. Doumbia,Stade Brestois,31,1328,2318,2,22.0,10,3,2.8257,2.813,1.7449,41,11,28,10,3,92,640,548,42,48,4,26,Midfielder
M. Adeline,Troyes,2,25,2319,0,,0,0,0.0,,0.0086,1,2,0,0,0,2,10,8,1,0,0,0,Midfielder
L. Mouton,Angers,31,1042,2320,1,19.0,3,0,1.4516,1.268,1.2757,49,15,10,5,6,73,523,433,41,21,2,17,Midfielder
J. Neves,Paris Saint-Germain,33,1845,2321,7,28.0,12,3,2.9843,2.988,3.8865,63,19,23,22,8,133,1560,1440,81,15,9,32,Midfielder
Y. Belkhdim,Angers,32,1515,2322,1,9.0,5,1,0.7415,0.767,0.5085,50,38,21,7,1,72,467,390,28,16,2,5,Midfielder
J. Mwanga,RC Strasbourg,27,1252,2323,2,16.0,4,1,1.4161,1.314,1.5,43,18,10,11,4,70,568,491,70,21,2,9,Midfielder
K. Fayad,Montpellier,20,1018,2324,0,17.0,4,0,1.2707,1.255,0.5459,31,12,9,11,6,84,487,418,42,20,0,7,Midfielder
L. Camara,AS Monaco,29,2056,2325,7,26.0,9,2,2.29,2.291,4.9676,65,30,31,23,9,137,1339,1171,113,117,7,44,Midfielder
N. Mukau,Lille,29,1218,2326,1,11.0,2,0,0.7623,0.762,0.676,33,22,15,14,6,71,635,571,16,5,0,12,Midfielder
E. Mbappé,Lille,11,236,2327,0,11.0,4,0,1.0696,1.086,1.1582,6,0,1,1,5,11,125,99,3,14,4,6,Midfielder
M. Diawara,Olympique Lyonnais,21,609,2328,1,7.0,1,0,0.3375,0.388,0.2552,21,10,13,2,2,36,232,198,17,5,0,7,Midfielder
DTD. Tabibou,Nantes,11,54,2329,0,1.0,1,0,0.0188,0.019,0.5228,1,3,0,2,0,7,17,9,2,2,1,2,Midfielder
MCM. Coulibaly,AS Monaco,1,0,2330,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
D. Cissé,Stade Rennais,13,1074,2331,0,15.0,7,1,0.4328,0.433,0.6903,31,11,12,4,4,58,588,518,69,3,0,5,Midfielder
S. Mayulu,Paris Saint-Germain,29,811,2332,2,24.0,7,2,2.7685,2.919,2.0115,25,10,5,2,9,59,428,385,14,9,3,12,Midfielder
A. Sishuba,Montpellier,4,2,2333,0,,0,0,0.0,,0.0,1,0,0,0,0,1,0,0,0,0,0,0,Midfielder
A. Bouaddi,Lille,34,1154,2334,1,3.0,1,0,0.1243,0.125,1.2326,50,11,10,9,2,82,548,483,25,3,2,5,Midfielder
H. Makalou,Stade Brestois,8,40,2335,0,,0,0,0.0,,0.0054,0,0,0,0,0,1,18,17,0,0,0,0,Midfielder
SES. El Mourabet,RC Strasbourg,12,0,2336,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
TCT. Chennahi,Montpellier,23,184,2337,0,2.0,0,0,0.1533,0.153,0.0203,6,6,2,1,2,9,53,48,1,2,0,1,Midfielder
G. Yassine,RC Strasbourg,2,82,2338,0,1.0,1,0,0.0,,0.0,6,2,0,0,0,11,15,10,1,0,0,0,Midfielder
ABA. Bamba,AS Monaco,1,0,2339,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
AOA. Ouattara,RC Strasbourg,11,161,2340,1,3.0,2,0,0.2083,0.208,0.0197,2,5,5,1,1,3,78,73,5,0,1,1,Midfielder
