Name,Team,Passes,Accurate Passes,Long Balls,Assists,Crosses,Big Chances Created,Mins,KeyPasses,Unnamed: 9
S. Sow,RC Strasbourg,1031,908,115,1,0,2,1819,4,
R. Fernandes,Lille,0,0,0,0,0,0,0,0,
T. Santos,Lille,183,152,11,0,19,2,405,5,
Vanderson,AS Monaco,1131,903,146,3,56,5,2069,22,
E. Tchato Mbiayi,Montpellier,746,594,67,0,77,2,1894,14,
L. Beraldo,Paris Saint-Germain,2088,1977,102,0,3,1,1999,8,
A. Mendy,Nice,436,364,35,0,7,0,833,2,
B. Locko,Stade Brestois,34,31,3,0,1,0,97,0,
J. Le Cardinal,Saint-Étienne,806,703,128,1,6,0,1379,5,
B. Meïté,Lorient,195,173,7,0,0,0,458,0,
VBV. Burlet,Stade de Reims,0,0,0,0,0,0,0,0,
MSM. Sarr,RC Strasbourg,910,861,43,1,1,1,1239,2,
S. Kumbedi,Olympique Lyonnais,438,378,13,0,14,0,965,5,
A. Sylla,Nantes,645,575,44,0,1,0,951,1,
J. Ekomie,Angers,168,129,15,0,23,0,707,0,
Y. Mouanga,Bordeaux,472,417,47,0,2,1,939,2,
K. Ouattara,AS Monaco,155,124,12,1,17,3,400,6,
N. Čelik,RC Lens,0,0,0,0,0,0,0,0,
Y. Zague,Paris Saint-Germain,164,157,3,0,4,0,183,2,
C. Mawissa,AS Monaco,922,811,51,0,3,0,1521,1,
E. Biumla,Angers,495,439,43,0,0,0,1334,1,
J. Jacquet,Stade Rennais,491,416,46,1,3,1,929,4,
L. Raolisoa,Angers,418,321,44,3,76,3,1318,14,
M. Bombito,Nice,1398,1263,122,0,2,0,2195,2,
S. Sané,Metz,208,191,19,0,1,0,300,2,
NEN. El Hannach,Montpellier,0,0,0,0,0,0,0,0,
L. Zogbé,Stade Brestois,255,213,24,0,14,0,644,4,
H. Sekine,Stade de Reims,453,376,47,0,24,0,1016,6,
L. Mincarelli Davin,Montpellier,333,284,36,0,21,1,714,3,
KAK. Antonio,RC Lens,88,75,9,0,2,0,139,0,
A. Kone,Stade de Reims,48,32,7,0,0,0,131,0,
NKN. Kamara,Olympique Lyonnais,74,69,7,0,0,0,75,0,
TBT. Barišić,Olympique Lyonnais,1,1,0,0,0,0,1,0,
W. Ndollo Bille,Montpellier,150,124,11,0,6,0,402,1,
SLS. Lung,RC Strasbourg,0,0,0,0,0,0,0,0,
