Name,Team,Tackles,Clearances,Interceptions,Aerials Won,Blocks,Mins,Duels Won,Unnamed: 8
Dante,Nice,32,71,34,41,3,1966,93,
I. Traoré,Metz,0,0,0,0,0,0,0,
S. Umtiti,Lille,0,0,0,0,0,0,0,
N. Pallois,Stade de Reims,61,155,28,20,0,2020,95,
A. Bamba,Angers,22,76,19,11,0,1520,42,
A. Mandi,Lille,31,51,15,15,0,1736,57,
D. Appiah,Saint-Étienne,71,74,28,28,1,2124,128,
M. Colin,Metz,0,4,0,1,0,17,1,
T. Meunier,Lille,53,54,34,33,8,1951,103,
K. Lala,Stade Brestois,66,64,25,8,2,2685,103,
C. Mata,Olympique Lyonnais,41,70,46,21,3,2370,110,
Marquinhos,Paris Saint-Germain,30,61,11,32,0,1725,72,
N. Tagliafico,Olympique Lyonnais,57,49,36,25,16,1911,110,
F. Hanin,Angers,69,78,48,19,3,2677,130,
C. Jullien,Montpellier,0,0,0,0,0,0,0,
T. Kehrer,AS Monaco,36,111,36,55,0,2376,112,
B. Chardonnet,Stade Brestois,46,161,29,59,5,2417,124,
L. Hernández,Paris Saint-Germain,24,34,7,13,2,875,48,
A. Maitland-Niles,Olympique Lyonnais,71,59,25,15,5,2013,113,
H. Hateboer,Olympique Lyonnais,31,63,29,42,2,1680,89,
J. Lefort,Angers,52,195,32,40,3,3060,114,
O. El Hajjam,Bordeaux,0,0,0,0,0,0,0,
J. Gradit,RC Lens,44,120,25,64,2,2103,127,
M. Niakhaté,Olympique Lyonnais,47,136,25,43,0,2725,109,
M. Udol,RC Lens,2,6,5,7,1,300,15,
C. Arcus,Angers,52,82,27,32,1,2055,113,
Adryelson,Olympique Lyonnais,0,1,1,1,0,10,1,
F. Centonze,Nantes,8,15,2,6,0,267,18,
M. Bernauer,Saint-Étienne,9,44,5,11,0,717,26,
K. Amian,Nantes,55,73,13,22,1,2169,100,
A. Hakimi,Paris Saint-Germain,48,14,31,9,9,2067,108,
J. Teze,AS Monaco,18,15,6,7,1,586,33,
M. Sarr,RC Lens,20,59,22,19,3,1377,50,
S. Akieme,Stade de Reims,36,93,18,19,8,2721,90,
T. De Smet,Stade de Reims,6,12,4,1,0,204,9,
C. Henrique,AS Monaco,36,53,22,14,1,1924,81,
F. Medina,Olympique de Marseille,44,68,32,31,12,2537,106,
M. Nade,Saint-Étienne,59,129,33,29,1,2215,116,
K. Kouao,Metz,16,24,7,4,0,278,21,
L. Østigård,Stade Rennais,20,79,15,48,0,1228,73,
N. Cozza,Nantes,60,61,25,15,2,2051,92,
I. Jakobs,AS Monaco,5,6,2,1,0,180,9,
T. Sainte Luce,Montpellier,24,30,11,13,0,971,58,
M. Bard,Nice,53,50,29,24,5,1941,121,
M. Abdelmonem,Nice,21,54,15,31,0,855,63,
L. Balerdi,Olympique de Marseille,54,72,37,40,4,2276,135,
MBM. Busi,Stade de Reims,0,0,0,0,0,0,0,
M. Salisu,AS Monaco,27,52,17,34,1,1027,63,
A. Vinícius,Olympique Lyonnais,29,35,5,7,2,1099,46,
W. Pacho,Paris Saint-Germain,56,87,39,29,0,2118,94,
A. Ndiaye,Troyes,49,137,11,47,4,1712,115,
J. Okumu,Stade de Reims,36,154,26,41,2,1909,110,
Y. Ndayishimiye,Nice,40,114,21,37,2,1934,96,
L. Brassier,Stade Rennais,23,86,31,48,5,2024,88,
N. Mendes,Paris Saint-Germain,30,34,18,16,7,1671,98,
A. Rouault,Stade Rennais,12,65,8,28,0,973,41,
G. Doué,RC Strasbourg,65,148,34,58,4,2716,169,
A. Seidu,Stade Rennais,22,17,14,10,0,806,68,
I. Doukouré,RC Strasbourg,40,100,25,28,1,2645,96,
O. Camara,Angers,4,17,0,4,0,253,8,
A. Ribeiro,Lille,32,143,27,64,5,2700,133,
S. Sow,RC Strasbourg,26,78,28,29,1,1819,70,
R. Fernandes,Lille,0,0,0,0,0,0,0,
T. Santos,Lille,12,4,2,7,1,405,40,
Vanderson,AS Monaco,75,60,39,23,9,2069,144,
E. Tchato Mbiayi,Montpellier,48,51,22,20,1,1894,87,
L. Beraldo,Paris Saint-Germain,38,58,21,47,0,1999,93,
A. Mendy,Nice,30,27,8,17,1,833,61,
B. Locko,Stade Brestois,2,3,1,1,0,97,4,
J. Le Cardinal,Saint-Étienne,27,71,33,29,1,1379,72,
B. Meïté,Lorient,5,14,4,7,1,458,16,
VBV. Burlet,Stade de Reims,0,0,0,0,0,0,0,
MSM. Sarr,RC Strasbourg,19,69,9,18,1,1239,45,
S. Kumbedi,Olympique Lyonnais,28,30,8,3,2,965,50,
A. Sylla,Nantes,27,63,11,20,4,951,57,
J. Ekomie,Angers,21,13,4,11,1,707,56,
Y. Mouanga,Bordeaux,14,45,10,14,0,939,38,
K. Ouattara,AS Monaco,9,2,5,4,0,400,20,
N. Čelik,RC Lens,0,0,0,0,0,0,0,
Y. Zague,Paris Saint-Germain,8,2,2,1,0,183,11,
C. Mawissa,AS Monaco,42,45,26,31,0,1521,90,
E. Biumla,Angers,19,81,8,17,0,1334,52,
J. Jacquet,Stade Rennais,26,43,27,19,0,929,56,
L. Raolisoa,Angers,41,43,15,15,2,1318,87,
M. Bombito,Nice,37,118,18,49,2,2195,110,
S. Sané,Metz,7,13,3,5,0,300,18,
NEN. El Hannach,Montpellier,0,0,0,0,0,0,0,
L. Zogbé,Stade Brestois,32,22,14,12,3,644,59,
H. Sekine,Stade de Reims,10,50,6,14,2,1016,36,
L. Mincarelli Davin,Montpellier,17,26,9,5,1,714,28,
KAK. Antonio,RC Lens,3,3,3,2,0,139,9,
A. Kone,Stade de Reims,5,5,1,2,0,131,11,
NKN. Kamara,Olympique Lyonnais,1,0,1,2,0,75,3,
TBT. Barišić,Olympique Lyonnais,0,1,0,0,0,1,0,
W. Ndollo Bille,Montpellier,6,6,7,1,0,402,16,
SLS. Lung,RC Strasbourg,0,0,0,0,0,0,0,
