Name,Team,App,Goals,Mins,XG,XA,Unnamed: 6
W. Khazri,Montpellier,31,1,1078,2.3043,1.7923,
W. Saïd,RC Lens,26,3,909,3.1771,0.9085,
N. Maupay,Olympique de Marseille,31,4,1051,4.1999,1.325,
L. Ajorque,Stade Brestois,31,13,2505,10.5107,1.7705,
B. Embolo,Stade Rennais,34,6,1836,10.7015,3.6237,
S. BenrahmaO,lympique Lyonnais,16,1,737,1.9744,2.7249,
M. Baldé,Stade Brestois,29,2,1184,3.1339,1.3314,
I. Cardona,Saint-Étienne,14,5,983,4.4454,1.5576,
F. Sotoca,RC Lens,31,1,1795,4.6457,2.8445,
L. Blas,Stade Rennais,29,6,2302,5.0024,5.4346,
O. Dembélé,Paris Saint-Germain,30,21,1736,16.6116,7.1776,
A. Gouiri,Olympique de Marseille,33,13,2088,11.8805,3.3245,
M. Mohamed,Nantes,30,5,1245,5.5078,0.3424,
M. Tamari,Stade Rennais,26,3,1686,4.6088,2.4538,
K. Kvaratskhelia,Paris Saint-Germain,16,4,920,3.2765,3.8109,
I. Ganago,Nantes,12,0,271,0.4046,0.1329,
M. Bayo,Lille,18,2,366,2.0306,0.1465,
Z. Davitashvili,Saint-Étienne,32,9,2698,8.142,5.5284,
F. Balogun,AS Monaco,14,4,626,4.7681,1.1492,
G. Ramos,Paris Saint-Germain,22,10,1057,13.6301,1.3454,
M. Daramy,Stade de Reims,3,0,26,0.0347,0.1556,
E. Lepaul,Stade Rennais,31,9,1629,5.2298,1.6684,
E. Wahi,Nice,15,3,575,6.0189,0.2099,
B. Barcola,Paris Saint-Germain,34,13,2180,13.5062,5.8996,
M. Abline,Nantes,34,9,2782,8.046,3.3592,
A. Sima,RC Lens,28,7,1243,6.1156,0.8321,
E. Emegha,RC Strasbourg,27,14,2302,16.5797,0.6792,
M. Cho,Nice,29,3,1635,3.9428,3.4893,
M. Biereth,AS Monaco,17,13,1229,11.1511,3.1734,
A. Bamba Dieng,Lorient,21,3,549,3.0252,0.159,
L. Stassin,Saint-Étienne,27,10,1812,6.8333,3.1076,
A. Boakye,Saint-Étienne,19,3,741,1.8739,0.9544,
D. Moreira,RC Strasbourg,32,2,2574,1.8789,7.3729,
M. Fernández,Lille,25,4,1064,2.8276,1.9208,
I. Housni,Paris Saint-Germain,24,0,243,0.2356,0.3896,
LML. Michal,AS Monaco,2,0,16,0,0.0079,
M. Luković,RC Strasbourg,2,0,20,0,0,
A. Salama,Stade de Reims,19,0,368,0.7589,0.1687,
H. Wendel Meister,Stade Rennais,11,1,66,0.0601,0.0387,
AGA. Gueguin,Montpellier,5,0,22,0,0.0521,
JNJ. Ndiaye,Montpellier,19,0,455,0.5102,0.5074,
M. Fofana,Olympique Lyonnais,29,5,1597,3.8602,4.3758,
E. Nuamah,Olympique Lyonnais,24,3,1065,2.1875,1.3247,
I. Salah,Stade Rennais,19,1,363,0.5828,0.387,
R. Labeau Lascary,Stade Brestois,14,2,635,2.5567,0.6017,
J. Agbonifo,RC Lens,11,1,299,0.6847,0.3708,
I. Orazi,Stade de Reims,5,0,2,0,0,
B. Guirassy,Nantes,28,2,357,0.7022,0.238,
YIY. Issoufou,Montpellier,7,0,82,0.061,0.0093,
ABA. Bojang,Stade de Reims,3,0,0,0,0,
NEN. Edjouma,Lille,12,1,149,0.9039,0.0625,
RVR. Vaz,Olympique de Marseille,2,0,29,0,0,
R. Fofana,RC Lens,3,0,24,0,0,
IMI. Mbaye,Paris Saint-Germain,17,1,336,1.6416,0.2634,
AGA. Gomes Rodriguez,Olympique Lyonnais,3,0,19,0,0,
N. Pays,Montpellier,10,0,444,1.3215,0.4595,
K. Abdallah,Olympique de Marseille,8,0,9,0,0,
QNQ. Ndjantou,Paris Saint-Germain,1,0,0,0,0,
EME. Molebe,Montpellier,6,0,0,0,0,
SDS. Diop,Stade Brestois,4,0,10,0,0,
