Name,Team,App,Goals,Mins,XG,XA,Unnamed: 6
L. Butelle,Stade de Reims,3,0,0,0,0,
S. Mandanda,Stade Rennais,34,0,1486,0,0.007,
K. Johnsson,RC Strasbourg,33,0,270,0,0,
A. Lopes,Nantes,20,0,1564,0,0,
B. Maubleu,Saint-Étienne,30,0,0,0,0,
M. Dupé,Nice,32,0,0,0,0,
G. Rulli,Olympique de Marseille,34,0,3060,0,0,
P. Carlgren,Nantes,31,0,416,0,0,
B. Samba,Stade Rennais,32,0,2879,0,0.0474,
M. Caillard,Lille,3,0,0,0,0,
R. Descamps,Olympique Lyonnais,30,0,90,0,0,
M. Safonov,Paris Saint-Germain,33,0,878,0,0,
J. de Lange,Olympique de Marseille,32,0,0,0,0,
G. Larsonneur,Saint-Étienne,33,0,2970,0,0.0174,
A. Olliero,Stade de Reims,32,0,0,0,0,
Y. Diouf,Nice,36,0,3270,0.0572,0,
R. Majecki,Stade Brestois,26,0,1342,0,0.0103,
H. Koffi,Angers,25,0,438,0,0,
P. Köhn,AS Monaco,34,0,1710,0,0,
G. Coudert,Stade Brestois,34,0,180,0,0,
M. Zinga,Angers,31,0,90,0,0,
L. Chevalier,Paris Saint-Germain,34,0,3060,0,0.19,
Y. Lienard,AS Monaco,8,0,0,0,0,
E. Jaouen,Stade de Reims,2,0,180,0,0,
R. Risser,RC Lens,3,0,0,0,0,
N. Jauny,Stade Brestois,3,0,0,0,0,
