Name,Team,Tackles,Clearances,Interceptions,Aerials Won,Blocks,Mins,Duels Won,Unnamed: 8
L. Butelle,Stade de Reims,0,0,0,0,0,0,0,
S. Mandanda,Stade Rennais,0,9,0,1,0,1486,4,
K. Johnsson,RC Strasbourg,0,6,0,1,0,270,1,
A. Lopes,Nantes,1,14,1,5,0,1564,10,
B. Maubleu,Saint-Étienne,0,0,0,0,0,0,0,
M. Dupé,Nice,0,0,0,0,0,0,0,
G. Rulli,Olympique de Marseille,4,33,1,10,0,3060,22,
P. Carlgren,Nantes,0,3,0,0,0,416,1,
B. Samba,Stade Rennais,2,23,1,5,0,2879,11,
M. Caillard,Lille,0,0,0,0,0,0,0,
R. Descamps,Olympique Lyonnais,0,2,0,0,0,90,0,
M. Safonov,Paris Saint-Germain,0,5,1,0,0,878,1,
J. de Lange,Olympique de Marseille,0,0,0,0,0,0,0,
G. Larsonneur,Saint-Étienne,1,41,0,12,0,2970,21,
A. Olliero,Stade de Reims,0,0,0,0,0,0,0,
Y. Diouf,Nice,2,36,1,9,0,3270,13,
R. Majecki,Stade Brestois,0,11,0,5,0,1342,6,
H. Koffi,Angers,1,7,0,1,0,438,2,
P. Köhn,AS Monaco,0,15,0,3,0,1710,4,
G. Coudert,Stade Brestois,0,1,0,0,0,180,0,
M. Zinga,Angers,0,2,0,0,0,90,0,
L. Chevalier,Paris Saint-Germain,3,19,0,7,0,3060,16,
Y. Lienard,AS Monaco,0,0,0,0,0,0,0,
E. Jaouen,Stade de Reims,0,3,0,0,0,180,0,
R. Risser,RC Lens,0,0,0,0,0,0,0,
N. Jauny,Stade Brestois,0,0,0,0,0,0,0,
