Name,Team,Assists,Big Chances Created,Shots,Shots On Target,Goals,Mins,XG,NpxG,XA,Unnamed: 10
Dante,Nice,0,0,9,2,0,1966,0.4636,0.472,0.494,
I. Traoré,Metz,0,0,,0,0,0,0,,0,
S. Umtiti,Lille,0,0,,0,0,0,0,,0,
N. Pallois,Stade de Reims,2,1,3,1,0,2020,0.4244,0.432,0.3679,
A. Bamba,Angers,0,0,1,0,0,1520,0.0818,0.088,0.27,
A. Mandi,Lille,0,0,6,2,0,1736,0.3409,0.342,1.2455,
D. Appiah,Saint-Étienne,1,4,5,2,0,2124,0.2031,0.202,2.1776,
M. Colin,Metz,0,0,,0,0,17,0,,0,
T. Meunier,Lille,0,0,28,11,2,1951,1.8908,1.853,2.4185,
K. Lala,Stade Brestois,2,10,12,7,3,2685,3.0036,0.637,4.9865,
C. Mata,Olympique Lyonnais,4,3,5,0,0,2370,0.2403,0.24,2.1905,
Marquinhos,Paris Saint-Germain,0,2,8,3,2,1725,1.0821,1.082,0.9554,
N. Tagliafico,Olympique Lyonnais,1,1,28,7,3,1911,3.019,3.023,1.4409,
F. Hanin,Angers,2,4,11,1,1,2677,0.9704,0.98,2.5283,
C. Jullien,Montpellier,0,0,,0,0,0,0,,0,
T. Kehrer,AS Monaco,0,0,12,8,4,2376,1.4982,1.498,0.4537,
B. Chardonnet,Stade Brestois,0,4,14,1,1,2417,0.7964,0.588,1.1112,
L. Hernández,Paris Saint-Germain,0,0,3,0,0,875,0.0444,0.044,0.1641,
A. Maitland-Niles,Olympique Lyonnais,4,7,22,7,1,2013,2.9363,2.937,3.204,
H. Hateboer,Olympique Lyonnais,0,2,8,0,0,1680,0.4295,0.429,1.4093,
J. Lefort,Angers,1,4,9,1,0,3060,0.5644,0.566,1.1595,
O. El Hajjam,Bordeaux,0,0,,0,0,0,0,,0,
J. Gradit,RC Lens,0,1,15,3,0,2103,0.7597,0.762,0.9382,
M. Niakhaté,Olympique Lyonnais,0,1,2,1,0,2725,0.1153,0.116,1.0338,
M. Udol,RC Lens,0,1,3,2,2,300,0,,0,
C. Arcus,Angers,1,3,3,0,0,2055,0.039,0.039,1.4295,
Adryelson,Olympique Lyonnais,0,0,,0,0,10,0,,0,
F. Centonze,Nantes,0,0,,0,0,267,0,,0.3157,
