Name,Team,App,Goals,Mins,XG,XA,Unnamed: 6
Dante,Nice,26,0,1966,0.4636,0.494,
I. Traoré,Metz,3,0,0,0,0,
S. Umtiti,Lille,3,0,0,0,0,
N. Pallois,Stade de Reims,32,0,2020,0.4244,0.3679,
A. Bamba,Angers,31,0,1520,0.0818,0.27,
A. Mandi,Lille,34,0,1736,0.3409,1.2455,
D. Appiah,Saint-Étienne,30,0,2124,0.2031,2.1776,
M. Colin,Metz,3,0,17,0,0,
T. Meunier,Lille,31,2,1951,1.8908,2.4185,
K. Lala,Stade Brestois,32,3,2685,3.0036,4.9865,
C. Mata,Olympique Lyonnais,31,0,2370,0.2403,2.1905,
Marquinhos,Paris Saint-Germain,27,2,1725,1.0821,0.9554,
N. Tagliafico,Olympique Lyonnais,27,3,1911,3.019,1.4409,
F. Hanin,Angers,34,1,2677,0.9704,2.5283,
C. Jullien,Montpellier,1,0,0,0,0,
T. Kehrer,AS Monaco,33,4,2376,1.4982,0.4537,
B. Chardonnet,Stade Brestois,31,1,2417,0.7964,1.1112,
L. Hernández,Paris Saint-Germain,20,0,875,0.0444,0.1641,
A. Maitland-Niles,Olympique Lyonnais,34,1,2013,2.9363,3.204,
H. Hateboer,Olympique Lyonnais,32,0,1680,0.4295,1.4093,
J. Lefort,Angers,34,0,3060,0.5644,1.1595,
O. El Hajjam,Bordeaux,1,0,0,0,0,
J. Gradit,RC Lens,29,0,2103,0.7597,0.9382,
M. Niakhaté,Olympique Lyonnais,33,0,2725,0.1153,1.0338,
M. Udol,RC Lens,3,2,300,0,0,
C. Arcus,Angers,30,0,2055,0.039,1.4295,
Adryelson,Olympique Lyonnais,3,0,10,0,0,
F. Centonze,Nantes,9,0,267,0,0.3157,
M. Bernauer,Saint-Étienne,10,0,717,0.0574,0.111,
K. Amian,Nantes,33,1,2169,0.9672,1.7615,
A. Hakimi,Paris Saint-Germain,27,4,2067,2.9807,5.323,
J. Teze,AS Monaco,19,1,586,1.2139,2.0318,
