Name,Team,App,Mins,ID,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Position
J. Moutinho,Sporting Braga,24,1587,1861,2,12.0,1,1,0.5793,0.582,1.5236,44,22,23,24,3,91,1137,1003,112,20,3,17,Midfielder
P. Moreira,FC Arouca,7,0,1862,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
J. Mário,Benfica,2,155,1863,0,3.0,2,0,0.0811,0.08,0.5871,3,0,0,0,1,5,92,80,5,10,0,5,Midfielder
Bruma,Benfica,30,1629,1864,7,56.0,19,8,9.4386,6.991,5.4661,15,2,2,5,16,94,697,562,31,20,12,25,Midfielder
RLR. Lopes,Tondela,14,1134,1865,0,29.0,11,1,3.1415,2.364,2.3846,13,9,5,10,6,49,340,264,36,83,3,21,Midfielder
F. Aursnes,Benfica,29,2267,1866,5,28.0,11,3,2.1168,2.41,4.0092,44,21,11,17,8,85,1162,982,93,49,7,29,Midfielder
R. Horta,Sporting Braga,33,2755,1867,6,50.0,22,10,7.3525,7.706,4.4414,42,21,8,5,10,91,1006,862,53,108,7,59,Midfielder
PHP. Henrique,Marítimo,2,0,1868,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
Rochinha,Famalicão,24,832,1869,0,13.0,2,0,0.4883,0.464,0.8664,8,3,4,4,4,51,180,142,21,39,0,8,Midfielder
N. Santos,Sporting,6,263,1870,0,8.0,1,0,0.1862,0.185,0.7927,3,2,4,0,4,6,157,139,10,29,0,8,Midfielder
G. Dias,Famalicão,28,1315,1871,2,35.0,15,3,1.9889,2.202,1.202,32,18,11,11,13,91,431,308,21,34,2,14,Midfielder
Samu,Vitória SC,30,1679,1872,1,35.0,11,2,2.911,2.985,2.4449,47,14,2,21,10,103,698,564,47,89,6,31,Midfielder
M. Edwards,Sporting,12,118,1873,0,5.0,1,1,0.5596,0.56,0.1298,0,2,0,0,2,10,54,40,0,3,0,4,Midfielder
S. Sithole,Tondela,3,24,1874,0,,0,0,0.0,,0.0,2,0,0,0,0,3,8,8,0,0,0,0,Midfielder
T. Van De Looi,Famalicão,31,1647,1875,2,10.0,2,0,0.5975,0.647,0.7948,32,48,12,36,3,88,943,777,114,12,2,10,Midfielder
H. Mörschel,Vizela,2,180,1876,0,5.0,3,1,0.0,,0.0,4,1,2,5,0,17,63,50,6,3,1,5,Midfielder
P. Ferreira,Santa Clara,30,1721,1877,3,19.0,4,0,1.1912,1.344,0.2532,69,39,34,17,4,109,516,367,74,18,4,8,Midfielder
Xeka,Estoril Praia,13,856,1878,1,11.0,3,1,0.3733,0.427,0.9792,24,15,11,13,4,58,410,333,30,12,2,4,Midfielder
M. Hjulmand,Sporting,27,2131,1879,1,15.0,7,2,1.9845,1.195,1.9443,54,29,26,18,2,137,1454,1314,85,9,2,25,Midfielder
D. Bragança,Sporting,17,1016,1880,4,30.0,9,3,2.4342,2.499,1.3546,25,6,4,7,10,63,612,555,34,11,3,21,Midfielder
J. Orellana,Estoril Praia,26,923,1881,1,8.0,4,1,0.9233,1.141,0.7132,16,6,11,7,0,35,445,394,15,23,0,10,Midfielder
V. Carvalho,Sporting Braga,26,1442,1882,0,20.0,1,0,0.9981,1.011,0.9788,32,26,23,36,3,92,821,678,86,3,1,7,Midfielder
D. Calila,Santa Clara,30,1662,1883,2,11.0,4,1,0.7981,0.888,0.8575,44,51,11,10,2,77,475,345,68,47,2,14,Midfielder
Alan,Moreirense,30,2440,1884,6,42.0,19,6,5.3893,2.175,3.9161,28,6,8,6,8,113,1106,941,65,81,7,65,Midfielder
A. Busnić,Vizela,2,24,1885,0,2.0,0,0,0.0,,0.0,0,0,0,1,1,1,10,10,2,0,0,0,Midfielder
L. Barreiro,Benfica,29,1153,1886,1,16.0,9,3,3.7226,4.025,1.4443,31,6,7,23,3,95,534,463,11,8,3,12,Midfielder
C. Teguia,Moreirense,14,913,1887,1,15.0,6,2,0.7356,0.731,0.8508,15,14,8,17,2,54,248,191,16,30,3,12,Midfielder
J. Holsgrove,Estoril Praia,26,2193,1888,4,26.0,9,1,1.0371,0.975,3.2793,39,30,32,24,7,131,1692,1428,177,92,4,42,Midfielder
H. Morita,Sporting,23,1274,1889,3,14.0,5,2,1.6252,1.618,2.0797,34,17,12,19,4,70,760,648,53,7,5,20,Midfielder
A. Freitas,Marítimo,3,0,1890,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
M. Araújo,Sporting,27,1743,1891,4,15.0,6,3,2.3558,2.486,5.1839,52,34,18,18,3,129,755,642,49,70,11,39,Midfielder
A. Bastunov,Vizela,2,45,1892,0,1.0,0,0,0.0,,0.0,0,0,0,1,0,2,18,18,0,1,0,0,Midfielder
S. Bermejo,Gil Vicente,11,419,1893,0,3.0,3,1,0.4263,0.524,0.2282,7,3,3,1,0,24,133,115,5,6,0,6,Midfielder
R. Zalazar,Sporting Braga,19,1399,1894,5,43.0,9,4,3.497,2.784,2.5459,32,12,5,40,16,144,625,512,50,80,6,28,Midfielder
A. Trezza,FC Arouca,31,2266,1895,1,42.0,18,5,5.3508,6.044,2.2811,45,19,14,10,8,94,441,320,28,62,5,21,Midfielder
F. Cáseres,Gil Vicente,20,1410,1896,0,9.0,1,0,0.3504,0.41,1.4702,36,32,17,13,2,87,830,756,72,1,2,7,Midfielder
L. Soares,Santa Clara,30,1575,1897,1,15.0,6,0,0.7617,0.712,1.7771,30,57,15,15,6,59,457,310,68,62,3,16,Midfielder
P. Gozálbez,FC Arouca,23,662,1898,0,11.0,7,1,0.953,0.943,0.6372,12,7,3,3,3,31,190,133,21,22,1,10,Midfielder
G. Catamo,Sporting,29,1896,1899,2,62.0,19,5,5.4941,5.546,4.7425,28,17,10,5,20,115,785,651,39,70,7,28,Midfielder
B. Mukendi,Vitória SC,29,938,1900,1,4.0,2,0,0.096,0.095,0.2424,22,23,12,21,0,70,512,448,34,0,0,4,Midfielder
O. Mamageishvili,Famalicão,10,48,1901,0,1.0,0,0,0.0774,0.043,0.0,1,0,0,0,0,1,16,7,4,0,0,0,Midfielder
G. Mendonca,AVS - Futebol SAD,16,415,1902,0,1.0,1,1,0.0192,0.024,0.1741,12,4,8,4,0,23,166,129,11,4,0,3,Midfielder
L. Lelo,Sporting Braga,31,2761,1903,4,17.0,5,1,0.9015,1.019,4.5874,56,73,24,11,6,113,925,685,133,144,7,51,Midfielder
V. Sousa,Moreirense,20,428,1904,0,7.0,2,0,0.7716,0.771,0.5151,16,2,3,3,2,38,210,184,13,1,0,2,Midfielder
P. Santos,FC Arouca,29,1436,1905,0,11.0,1,0,0.5884,0.573,0.6427,25,13,19,5,2,64,857,757,103,12,1,5,Midfielder
T. Galletto,AVS - Futebol SAD,8,88,1906,0,1.0,0,0,0.0193,0.015,0.0,2,0,0,0,0,3,17,10,3,0,0,0,Midfielder
