Name,Team,Passes,Accurate Passes,Long Balls,Assists,Crosses,Big Chances Created,Mins,KeyPasses,Unnamed: 9
N. Oliveira,Vitória SC,314,245,11,4,18,5,1760,15,
Nenê,AVS - Futebol SAD,84,54,8,1,0,1,402,4,
TTomané,AVS - Futebol SAD,338,197,13,0,22,2,1597,20,
J. Carvalho,Estoril Praia,911,710,86,3,40,6,2129,28,
V. Pavlidis,Benfica,549,410,32,7,8,10,2246,40,
R. Guitane,Estoril Praia,295,251,7,4,14,4,774,19,
F. Trincão,Sporting,965,800,57,13,75,17,2875,74,
A. Safira,Santa Clara,166,96,0,2,1,2,850,8,
Pepê,FC Porto,728,577,29,1,61,4,1913,30,
P. Gonçalves,Sporting,327,262,18,4,38,10,882,42,
F. Navarro,Sporting Braga,103,77,0,0,2,0,772,4,
A. Marqués,Estoril Praia,223,156,8,0,1,0,1561,10,
Y. Begraoui,Estoril Praia,470,367,22,3,14,7,1854,17,
W. Silva,Santa Clara,59,45,1,0,0,0,231,4,
Ó. Aranda,Famalicão,687,548,66,2,55,2,2462,16,
N. Ntolla,Vizela,47,39,2,0,17,1,156,3,
A. Butzke,Marítimo,93,60,6,1,0,0,394,6,
H. Araújo,Benfica,192,144,5,2,5,1,1068,7,
M. Puche,FC Arouca,147,120,11,1,18,1,527,9,
V. Lopes,Santa Clara,401,286,14,1,21,8,2108,20,
A. El Ouazzani,Sporting Braga,289,204,9,1,5,4,1508,18,
G. Silva,Santa Clara,454,305,36,3,93,7,2613,38,
S. Elisor,Famalicão,119,90,1,0,3,2,595,6,
TFT. Ferreira,Portimonense,15,13,0,0,3,0,60,1,
A. Schjelderup,Benfica,163,140,6,3,12,5,517,14,
P. Felipe,Famalicão,190,143,7,0,1,1,809,10,
A. Lacximicant,Estoril Praia,161,103,5,3,11,2,1000,7,
B. Akinsola,AVS - Futebol SAD,159,119,11,0,24,2,854,6,
Y. Maranhão,Moreirense,46,36,0,0,0,0,265,1,
D. Llorente,Boavista,0,0,0,0,0,0,0,0,
C. Eduardo,Gil Vicente,23,17,1,0,1,0,151,1,
D. Gül,FC Porto,94,73,0,0,0,1,462,2,
T. Touré,Gil Vicente,271,236,13,1,11,2,969,9,
T. Machado,Boavista,31,25,3,0,3,0,149,1,
S. Aghehowa,FC Porto,332,260,24,3,4,5,2173,18,
J. Costa,Santa Clara,139,90,2,0,0,2,738,8,
D. Loppy,Vizela,57,47,1,0,10,0,177,2,
W. Gomes,FC Porto,52,36,4,0,16,1,161,4,
AGA. Guilherme de Moraes,Santa Clara,0,0,0,0,0,0,0,0,
S. Vidigal,Sporting Braga,0,0,0,0,0,0,0,0,
R. Ramos,Vizela,44,37,2,0,9,0,112,3,
F. Sambú,Boavista,0,0,0,0,0,0,0,0,
Maranhão,Moreirense,0,0,0,0,0,0,0,0,
V. Maia,Santa Clara,0,0,0,0,0,0,0,0,
