Name,Team,App,Mins,ID,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Position
T. Crama,Millwall,21,1635,552,2,10.0,1,0,0.9324,0.935,2.2421,35,113,30,71,3,120,561,354,92,51,5,15,Defender
J. Bagan,Cardiff City,44,1623,553,1,2.0,2,0,0.1938,0.201,0.5741,32,82,14,20,0,71,654,518,116,21,1,7,Defender
A. Smith,Hull City,7,0,554,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
S. Klingen Langås,Derby County,15,1121,555,0,4.0,1,0,0.4891,0.489,0.057,22,72,9,31,1,56,435,338,82,1,0,0,Defender
B. Thomas,Coventry City,44,3544,556,0,48.0,12,5,5.1551,4.922,1.5061,49,231,40,139,14,221,2430,1984,359,3,1,7,Defender
C. Taylor,West Bromwich Albion,7,0,557,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
J. Rooney,Barnsley,15,0,558,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
J. Tchamadeu,Stoke City,44,3140,559,2,17.0,3,1,1.6792,1.688,1.8057,45,77,23,22,4,124,1055,809,145,63,7,26,Defender
L. Fuhr Hjelde,Sheffield United,45,443,560,1,,0,0,0.0,,0.0913,11,31,4,21,0,34,203,151,30,6,0,3,Defender
A. Phillips,Stoke City,42,3082,561,0,12.0,5,0,0.8912,1.002,0.3214,23,208,34,87,1,128,1489,1253,166,1,1,4,Defender
C. Hughes,Hull City,30,2348,562,1,16.0,5,1,0.5316,0.528,0.8907,26,160,36,81,3,135,1514,1294,209,10,1,9,Defender
R. Walters,Blackpool,20,981,563,0,2.0,0,0,0.0563,0.056,0.3651,40,21,3,19,1,75,342,276,37,14,0,1,Defender
C. Scanlon,Cardiff City,5,169,564,0,3.0,1,1,0.2185,0.228,0.0062,6,3,1,1,2,12,40,35,0,3,0,0,Defender
J. Debayo,Hull City,24,1,565,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
A. Mayor,Millwall,5,0,566,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
DLD. Lawlor,Cardiff City,3,57,567,0,,0,0,0.0,,0.0,3,2,2,0,0,5,29,25,4,0,0,0,Defender
RKR. Kpakio,Cardiff City,8,113,568,1,1.0,0,0,0.0141,0.013,0.0702,5,1,2,0,1,10,49,45,3,2,0,1,Defender
JMJ. Mohammed,West Bromwich Albion,2,0,569,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
S. Parker,Swansea City,16,93,570,0,2.0,0,0,0.0691,0.13,0.0067,2,2,1,5,1,8,37,32,0,4,0,0,Defender
EEsquerdinha,Queens Park Rangers,1,0,571,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
JCJ. Campbell-Slowey,Bristol City,4,0,572,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
TTT. Tarry,Preston North End,1,0,573,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Defender
