Name,Team,Assists,Big Chances Created,Shots,Shots On Target,Goals,Mins,XG,NpxG,XA,Unnamed: 10
T. Bradshaw,Barnsley,0,0,22.0,5,1,817,3.2187,2.44,0.0883,
W. Keane,Reading,0,1,14.0,4,3,1144,2.7092,2.822,0.7111,
M. Smith,Preston North End,4,7,59.0,26,8,1849,7.9408,7.554,3.2356,
N. Wells,Luton Town,4,4,58.0,28,10,2133,8.4405,8.18,2.5107,
C. Robinson,Cardiff City,1,5,58.0,27,12,2031,7.0565,7.321,2.0969,
C. Morris,Derby County,2,4,64.0,28,8,3133,8.4295,6.676,2.9619,
S. Gallagher,Stoke City,1,3,24.0,8,3,1018,3.4323,3.437,0.3522,
R. Hardie,Huddersfield Town,3,4,63.0,25,10,2276,12.2892,9.941,1.0036,
L. Salvesen,Derby County,0,0,13.0,8,1,488,1.4186,1.384,0.1729,
J. Yates,Luton Town,4,4,58.0,25,10,3436,11.4484,11.051,1.4239,
K. Nisbet,Millwall,0,0,,0,0,17,0.0,,0.0,
H. Wright,Coventry City,1,7,65.0,27,12,2157,11.4885,11.181,2.208,
T. Chong,Sheffield United,1,3,28.0,8,2,2039,2.3573,2.336,1.7337,
N. Ennis,Blackpool,0,0,3.0,1,0,208,0.2819,0.218,0.0546,
T. Campbell,Sheffield United,2,5,51.0,27,11,1764,9.2117,9.737,1.9456,
S. Twine,Bristol City,3,12,82.0,25,5,2170,6.2634,6.292,5.0367,
P. Smyth,Queens Park Rangers,4,4,44.0,14,1,2780,2.8904,2.931,3.2828,
E. Dennis,Nottingham Forest,1,2,3.0,0,0,175,0.0677,0.124,0.1798,
B. Thomas-Asante,Coventry City,3,2,48.0,11,4,1550,5.7382,5.834,2.2757,
J. Maja,West Bromwich Albion,2,6,48.0,18,12,2075,9.992,10.049,1.7646,
Z. Flemming,Millwall,4,6,79.0,31,12,2435,9.0436,9.291,2.2061,
R. Brewster,Derby County,3,6,40.0,7,4,1730,4.4453,4.467,2.3578,
A. Idah,Swansea City,0,0,,0,0,29,0.0,,0.1248,
M. Langstaff,Millwall,2,3,25.0,10,1,1407,3.9195,3.882,1.0306,
A. Kargbo,Blackburn Rovers,1,0,4.0,0,0,204,0.4399,0.433,0.1463,
E. Adebayo,Luton Town,0,0,69.0,32,5,2448,12.624,12.838,1.0459,
E. Riis Jacobsen,Bristol City,2,2,70.0,30,12,2720,10.4429,10.707,0.8181,
M. Osmajić,Preston North End,3,1,43.0,18,9,1926,8.1289,8.425,0.5059,
S. Armstrong,Bristol City,0,0,41.0,17,3,1591,5.1283,5.153,0.5357,
K. Etete,Cardiff City,0,0,,0,0,0,0.0,,0.0,
Y. Ohashi,Blackburn Rovers,3,1,53.0,19,9,2240,7.1045,7.198,1.7221,
E. Simms,Coventry City,2,2,62.0,28,6,2294,10.1319,9.199,0.9843,
S. Iling Junior,West Bromwich Albion,2,2,13.0,3,1,1072,0.5164,0.516,0.9945,
L. Dobbin,Preston North End,0,0,17.0,4,2,975,1.4663,1.398,0.4395,
Ž. Vipotnik,Swansea City,0,2,57.0,21,7,2099,9.678,8.6,1.0051,
O. Tanner,Cardiff City,2,1,36.0,12,2,1385,2.9199,2.997,1.069,
A. Gilbert,Middlesbrough,0,0,1.0,1,1,84,0.1253,0.125,0.2619,
T. Cannon,Sheffield United,2,1,80.0,36,10,2614,10.6743,7.847,1.4732,
I. Davies,Cardiff City,0,0,7.0,3,2,298,1.5868,1.599,0.1245,
L. Cullen,Swansea City,3,6,72.0,25,11,3017,9.214,9.061,2.1975,
J. Coburn,Middlesbrough,0,3,28.0,12,5,1228,6.0913,5.368,0.5324,
A. Al-Hamadi,Luton Town,0,1,19.0,6,2,845,2.8932,2.719,0.7967,
D. Dike,West Bromwich Albion,1,2,7.0,2,1,224,0.7367,0.737,0.5116,
K. Joseph,Hull City,0,1,14.0,6,0,1018,2.1821,2.485,0.6386,
Y. Salech,Cardiff City,1,0,45.0,21,8,1283,7.0143,6.137,0.7445,
S. Bell,Bristol City,0,0,15.0,7,0,439,1.3244,1.552,0.2016,
T. Bany,West Bromwich Albion,1,1,3.0,0,0,68,0.139,0.139,0.0219,
D. Jebbison,Preston North End,0,0,9.0,3,0,402,1.4776,1.619,0.0826,
T. Conway,Middlesbrough,1,1,58.0,28,13,2362,12.2251,9.349,1.5943,
P. Lane,Reading,1,2,13.0,5,1,1077,1.1031,1.103,1.1027,
N. Bassette,Coventry City,0,0,18.0,7,2,935,4.8028,4.85,0.6373,
H. Leonard,Peterborough United,0,1,7.0,4,1,164,1.7052,1.578,0.1955,
J. Banel,Derby County,0,0,,0,0,0,0.0,,0.0,
M. Ivanović,Millwall,0,3,52.0,27,12,2181,8.3887,7.649,1.5804,
J. Dede,Middlesbrough,0,0,,0,0,0,0.0,,0.0,
CLC. Lennon,Barnsley,0,0,,0,0,0,0.0,,0.0,
LWL. Wheeldon,Derby County,0,0,,0,0,1,0.0,,0.0,
L. Marsh,Sheffield United,0,0,,0,0,0,0.0,,0.0,
KWK. Willox,Stoke City,0,0,,0,0,0,0.0,,0.0,
R. Kolli,Queens Park Rangers,2,3,22.0,7,4,831,1.6255,1.646,0.6043,
SKS. Kendall,Millwall,0,0,,0,0,0,0.0,,0.0,
I. Tyjon,Blackburn Rovers,0,0,,0,0,13,0.0,,0.0,
