Name,Team,App,Mins,ID,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Position
D. Turnbull,Cardiff City,24,825,768,0,20.0,11,1,1.3805,1.135,1.0445,17,7,6,6,5,24,582,523,46,50,1,15,Midfielder
C. Neghli,Millwall,5,193,769,0,7.0,6,1,0.7639,0.765,0.1958,3,5,2,1,0,8,63,40,7,11,0,3,Midfielder
K. Kesler-Hayden,Coventry City,46,3672,770,3,40.0,11,2,2.7645,2.753,3.7333,67,115,22,72,16,254,1295,1004,112,49,6,24,Midfielder
R. Colwill,Cardiff City,46,2529,771,4,55.0,21,1,3.9342,4.053,4.1861,56,18,11,30,17,170,971,788,80,77,4,46,Midfielder
J. Rak-Sakyi,Stoke City,38,1756,772,2,46.0,17,7,6.0713,6.077,3.5252,38,9,12,15,18,124,439,355,23,34,3,30,Midfielder
J. Varane,Queens Park Rangers,39,2604,773,2,20.0,4,0,1.0043,1.033,0.7125,75,70,46,48,3,199,1050,862,97,12,2,11,Midfielder
Ronald,Swansea City,46,3775,774,7,51.0,16,2,3.8858,3.71,7.1246,85,46,30,43,15,298,1089,857,59,177,13,46,Midfielder
M. Belloumi,Hull City,10,820,775,2,25.0,11,2,2.3848,2.377,2.525,13,10,9,9,3,46,276,196,23,58,4,23,Midfielder
KMK. Montgomery,Blackburn Rovers,5,136,776,0,,0,0,0.0,,0.0072,4,2,1,3,0,9,47,36,3,2,0,0,Midfielder
B. Gannon-Doak,Bournemouth,24,1787,777,7,27.0,14,3,4.396,4.357,4.5212,26,10,5,4,5,90,626,525,18,52,7,45,Midfielder
T. Watson,Millwall,32,935,778,0,27.0,6,3,1.798,1.962,1.5219,15,13,5,2,14,49,228,181,13,55,2,13,Midfielder
J. Bae,Stoke City,45,3274,779,5,40.0,14,3,4.86,5.117,4.4589,88,15,33,21,12,214,1039,852,36,98,5,48,Midfielder
A. Matos,Sheffield United,21,947,780,0,2.0,0,0,0.1491,0.149,0.2105,49,15,18,13,2,95,213,161,18,4,0,4,Midfielder
O. Arblaster,Sheffield United,12,977,781,1,10.0,3,2,0.6784,0.718,1.2922,12,23,9,9,5,44,580,503,47,18,2,22,Midfielder
S. Peck,Sheffield United,49,3191,782,2,44.0,12,0,2.3313,2.324,2.989,68,82,21,56,19,174,1730,1416,155,48,5,27,Midfielder
A. Brooks,Sheffield United,43,1072,783,2,24.0,12,4,3.3645,3.712,2.6419,39,11,7,15,8,92,315,260,22,17,4,13,Midfielder
K. Morgan,Queens Park Rangers,40,1592,784,2,17.0,3,1,0.914,0.909,0.7821,24,20,10,8,4,48,664,496,66,20,4,10,Midfielder
R. Esse,Coventry City,24,2029,785,1,30.0,12,4,2.1147,2.199,3.1746,66,18,9,24,13,204,496,337,63,69,6,27,Midfielder
L. McCabe,Middlesbrough,22,0,786,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
D. Bennie,Queens Park Rangers,32,228,787,0,3.0,1,0,0.2192,0.219,0.0836,0,7,1,7,2,8,58,40,6,5,0,1,Midfielder
C. Ashford,Cardiff City,37,1532,788,3,21.0,4,2,1.4381,1.605,2.0916,21,6,8,11,10,80,340,276,13,38,4,13,Midfielder
H. Armstrong,Preston North End,16,1110,789,0,9.0,3,1,0.4111,0.449,0.3436,25,31,23,15,6,58,326,222,56,2,1,5,Midfielder
F. Vare,Blackburn Rovers,1,0,790,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
IDI. Dunn,Blackburn Rovers,2,0,791,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder
RBR. Bangura-Williams,Millwall,13,609,792,3,8.0,2,0,1.06,1.051,0.3648,23,9,3,5,5,40,139,98,16,2,1,4,Midfielder
