Name,Team,Tackles,Clearances,Interceptions,Aerials Won,Blocks,Mins,Duels Won,Unnamed: 8
M. Balotelli,Genoa,0,1,0,2,2,67,4,
Pedro,Lazio,19,3,3,1,8,1060,59,
D. Zapata,Torino,7,7,2,20,5,589,36,
S. El Shaarawy,Roma,16,12,10,5,8,1110,52,
R. Lukaku,Napoli,4,17,1,42,25,2870,88,
Á. Morata,Milan,16,5,5,15,5,1105,54,
L. Pavoletti,Cagliari,0,3,0,44,0,377,48,
G. Lapadula,Spezia,2,1,0,11,10,306,16,
M. Politano,Napoli,29,41,13,6,21,2828,97,
P. Dybala,Roma,17,2,2,8,13,1420,96,
M. Cornet,Genoa,2,2,2,1,0,242,7,
C. Ekuban,Genoa,3,6,1,12,2,543,27,
G. Simeone,Torino,2,6,1,9,3,440,32,
T. Abraham,Roma,17,15,2,37,5,1183,70,
C. Adams,Torino,12,18,2,34,17,2657,97,
M. Thuram,Inter,18,15,3,48,16,2298,123,
E. Shomurodov,Roma,14,3,3,26,6,1108,55,
F. Coman,Cagliari,5,3,1,4,0,258,20,
A. Dovbyk,Roma,4,12,2,43,15,2430,69,
A. Guðmundsson,Genoa,9,6,6,4,6,1285,45,
G. Scamacca,Atalanta,0,0,0,0,0,13,0,
L. Martínez,Inter,30,15,10,36,18,2577,124,
A. Pinamonti,Sassuolo,10,28,1,86,20,2860,147,
N. Pierini,Sampdoria,0,0,0,1,1,82,3,
K. Davis,Udinese,8,5,1,32,8,990,66,
D. Vlahović,Juventus,4,9,1,39,13,1797,70,
M. Kean,Fiorentina,7,26,6,52,16,2710,154,
N. Krstović,Atalanta,18,24,7,94,27,3068,181,
P. Pellegri,Empoli,7,3,0,3,4,413,20,
D. Neres,Napoli,21,3,7,3,8,1294,67,
S. Żurkowski,Spezia,6,2,1,0,0,105,9,
N. Zaniolo,Udinese,3,2,1,7,4,700,54,
G. Raspadori,Atalanta,18,11,3,5,17,1119,52,
C. Ngonge,Napoli,8,4,2,4,5,238,33,
J. Yeboah,Venezia,6,2,4,6,6,1232,57,
S. Giménez,Milan,5,13,1,7,2,676,23,
T. Dallinga,Bologna,9,11,1,36,5,1068,60,
W. Cheddira,Napoli,0,0,0,0,0,11,0,
E. Tavsan,Hellas Verona,0,0,0,0,0,0,0,
L. Colombo,Genoa,31,15,2,54,13,2249,149,
R. Piccoli,Fiorentina,13,31,3,110,29,3142,191,
B. Dia,Lazio,22,16,6,21,11,2137,82,
C. De Ketelaere,Atalanta,13,9,3,37,10,2080,131,
L. Lucca,Napoli,10,27,7,59,12,2361,136,
S. Esposito,Cagliari,57,9,12,27,22,2341,167,
D. Maldini,Lazio,16,12,6,31,9,1559,127,
N. Cambiaghi,Bologna,16,1,2,3,5,587,62,
F. Conceição,Juventus,23,5,6,2,17,1342,96,
J. Fazzini,Fiorentina,32,22,6,18,10,1393,105,
M. Cancellieri,Lazio,26,26,13,29,3,1440,123,
D. Mosquera,Hellas Verona,11,10,2,78,15,1312,118,
S. Mitrović,Hellas Verona,0,0,0,0,0,0,0,
T. Noslin,Lazio,6,5,1,27,2,874,56,
M. Soulé,Roma,26,22,9,10,12,1799,107,
A. Bonny,Inter,34,12,3,25,18,2485,137,
D. Fila,Empoli,2,5,0,7,2,500,18,
VVV. Vlahović,Spezia,1,0,0,0,0,34,1,
Vitinha,Genoa,23,21,12,31,13,1337,101,
S. Castro,Bologna,18,19,3,38,13,2294,125,
F. Accornero,Genoa,0,0,0,0,0,10,0,
A. Raimondo,Bologna,2,0,0,1,0,116,4,
D. Pizarro,Udinese,0,0,0,0,0,24,0,
J. Ajayi,Hellas Verona,0,0,0,0,0,11,1,
A. Njie,Torino,5,1,0,13,1,385,36,
FCF. Camarda,Milan,2,0,0,3,1,75,5,
J. Ekhator,Genoa,7,5,2,16,4,787,39,
TCT. Campaniello,Empoli,0,0,0,1,0,28,2,
AAA. Asmussen,Empoli,0,0,0,0,0,0,0,
