Name,Team,App,Goals,Mins,XG,XA,Unnamed: 6
D. Padelli,Udinese,35,0,90,0,0,
Y. Sommer,Inter,36,0,2970,0,0,
Ł. Skorupski,Bologna,34,0,2275,0,0.0063,
C. Pinsoglio,Juventus,36,0,0,0,0,
D. De Gea,Fiorentina,38,0,3150,0,0.0054,
M. Perin,Juventus,36,0,450,0,0,
F. Rossi,Atalanta,36,0,0,0,0,
N. Leali,Genoa,38,0,2610,0,0.0102,
A. Donnarumma,Salernitana,37,0,0,0,0,
P. Terracciano,Milan,38,0,270,0,0,
B. Siegrist,Genoa,15,0,153,0,0,
M. Sportiello,Atalanta,29,0,125,0,0,
M. Maignan,Milan,37,0,3295,0,0.1693,
S. Perilli,Hellas Verona,37,0,180,0,0,
L. Montipò,Hellas Verona,36,0,3150,0,0.0436,
A. Paleari,Torino,38,0,90,0,0,
J. Musso,Atalanta,2,0,90,0,0,
R. Di Gennaro,Inter,25,0,0,0,0,
I. Provedel,Lazio,37,0,2610,0,0.0522,
P. Gollini,Roma,31,0,630,0,0.0085,
N. Contini,Napoli,28,0,0,0,0,
V. Milinković-Savić,Napoli,37,0,3330,0,0.2156,
A. Sherri,Cagliari,37,0,622,0,0,
A. Meret,Napoli,35,0,3006,0,0,
D. Sommariva,Genoa,37,0,27,0,0,
M. Svilar,Roma,38,0,3420,0.0451,0,
S. Perisan,Empoli,10,0,0,0,0,
M. Di Gregorio,Juventus,38,0,2970,0,0.006,
J. Martínez,Inter,37,0,450,0,0,
F. Brancolini,Salernitana,23,0,0,0,0,
F. Ravaglia,Bologna,37,0,1043,0,0,
M. Carnesecchi,Atalanta,36,0,3060,0,0,
M. Okoye,Udinese,24,0,2160,0,0.0236,
S. Turati,Sassuolo,34,0,2665,0,0.0051,
D. Vásquez,Roma,38,0,2880,0,0.0311,
E. Caprile,Cagliari,36,0,1854,0,0.0053,
A. Furlanetto,Lazio,35,0,0,0,0,
F. Stolz,Genoa,7,0,0,0,0,
F. Stanković,Venezia,28,0,1368,0,0,
G. Ciocci,Cagliari,25,0,8,0,0,
R. Sava,Udinese,30,0,1080,0,0,
VIV. Iliev,Cagliari,3,0,0,0,0,
T. Martinelli,Sampdoria,36,0,0,0,0,
L. Torriani,Milan,33,0,0,0,0,
MPM. Pessina,Bologna,2,0,0,0,0,
G. De Marzi,Roma,8,0,0,0,0,
