Name,Team,App,Mins,ID,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Position
L. Lucca,Napoli,33,2361,3134,1,65.0,26,12,7.6204,6.786,0.7426,10,27,7,59,12,136,370,240,15,5,1,14,Forward
S. Esposito,Cagliari,34,2341,3135,0,61.0,21,8,5.6916,4.176,2.1414,57,9,12,27,22,167,672,429,66,55,3,36,Forward
D. Maldini,Lazio,32,1559,3136,0,49.0,19,6,7.1305,7.015,1.4126,16,12,6,31,9,127,427,311,27,43,1,15,Forward
N. Cambiaghi,Bologna,18,587,3137,3,14.0,4,1,0.7836,0.784,2.162,16,1,2,3,5,62,186,157,5,43,3,13,Forward
F. Conceição,Juventus,28,1342,3138,3,40.0,13,3,2.3178,2.325,4.4144,23,5,6,2,17,96,473,403,20,62,6,28,Forward
J. Fazzini,Fiorentina,22,1393,3139,1,27.0,9,4,3.0897,3.065,0.7323,32,22,6,18,10,105,389,303,20,32,1,12,Forward
M. Cancellieri,Lazio,29,1440,3140,0,22.0,7,3,2.6603,2.711,0.6622,26,26,13,29,3,123,289,204,21,21,1,11,Forward
D. Mosquera,Hellas Verona,36,1312,3141,1,54.0,15,5,6.4655,6.666,0.8483,11,10,2,78,15,118,312,212,8,2,2,13,Forward
S. Mitrović,Hellas Verona,2,0,3142,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Forward
T. Noslin,Lazio,36,874,3143,2,19.0,6,2,2.0309,2.033,1.0156,6,5,1,27,2,56,226,176,10,15,2,11,Forward
M. Soulé,Roma,37,1799,3144,5,42.0,14,5,3.0246,3.037,3.4309,26,22,9,10,12,107,830,725,37,88,9,51,Forward
A. Bonny,Inter,36,2485,3145,4,64.0,22,6,9.3678,7.1,2.1348,34,12,3,25,18,137,546,418,19,14,7,30,Forward
D. Fila,Empoli,14,500,3146,0,8.0,6,2,1.418,1.406,0.3493,2,5,0,7,2,18,90,70,4,0,0,6,Forward
VVV. Vlahović,Spezia,4,34,3147,0,1.0,1,0,0.1564,0.156,0.0937,1,0,0,0,0,1,3,3,0,0,0,2,Forward
Vitinha,Genoa,26,1337,3148,3,33.0,6,2,1.6559,1.638,2.001,23,21,12,31,13,101,268,172,19,45,6,16,Forward
S. Castro,Bologna,36,2294,3149,4,62.0,21,8,7.5842,6.835,1.4986,18,19,3,38,13,125,439,342,39,8,3,27,Forward
F. Accornero,Genoa,12,10,3150,0,,0,0,0.0,,0.0,0,0,0,0,0,0,5,4,0,1,0,0,Forward
A. Raimondo,Bologna,15,116,3151,0,1.0,1,0,0.3214,0.321,0.1514,2,0,0,1,0,4,24,16,0,1,0,1,Forward
D. Pizarro,Udinese,23,24,3152,0,,0,0,0.0,,0.0,0,0,0,0,0,0,3,2,0,0,0,0,Forward
J. Ajayi,Hellas Verona,25,11,3153,0,,0,0,0.0,,0.0,0,0,0,0,0,1,4,4,0,0,0,0,Forward
A. Njie,Torino,21,385,3154,0,9.0,5,1,1.3509,1.486,0.2979,5,1,0,13,1,36,83,58,5,6,0,4,Forward
FCF. Camarda,Milan,14,75,3155,0,6.0,0,0,0.3603,0.359,0.0269,2,0,0,3,1,5,13,11,0,0,0,4,Forward
J. Ekhator,Genoa,33,787,3156,1,10.0,3,1,1.3824,1.338,0.559,7,5,2,16,4,39,151,108,4,10,2,11,Forward
TCT. Campaniello,Empoli,11,28,3157,0,1.0,0,0,0.6415,0.509,0.0,0,0,0,1,0,2,14,9,0,0,0,0,Forward
AAA. Asmussen,Empoli,6,0,3158,0,,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Forward
