,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,xgPer90,npxgPer90,xaPer90
29,3016,Defender,Serie A,M. Olivera,Napoli,33,2371,2,16.0,2,0,1.14,1.12,0.81,63,66,28,41,2,131,1384,1189,96,22,2,25,0.0,0.0,0.08,2,0.08,0.61,0.08,4.97,52.53,45.13,3.64,0.84,0.08,0.95,2.39,2.51,1.06,1.56,0.08,0.0,0.04,0.04,0.03
30,3017,Defender,Serie A,A. Vogliacco,Genoa,32,1488,0,6.0,3,2,1.43,1.44,0.24,20,55,12,30,1,56,788,687,103,13,0,4,0.0,0.12,0.0,2,0.12,0.36,0.18,3.39,47.66,41.55,6.23,0.79,0.0,0.24,1.21,3.33,0.73,1.81,0.06,0.0,0.09,0.09,0.01
31,3018,Defender,Serie A,J. Lucumí,Bologna,34,2511,1,11.0,2,0,0.49,0.56,0.69,48,80,25,44,2,116,1938,1772,195,4,1,8,0.0,0.0,0.04,1,0.04,0.39,0.07,4.16,69.46,63.51,6.99,0.14,0.04,0.29,1.72,2.87,0.9,1.58,0.07,0.0,0.02,0.02,0.02
32,3019,Defender,Serie A,P. Hatzidiakos,Cagliari,3,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,3020,Defender,Serie A,M. Šverko,Venezia,27,1119,0,3.0,1,1,0.41,0.34,0.31,20,43,16,20,0,56,534,458,59,2,1,2,0.0,0.08,0.0,1,0.08,0.24,0.08,4.5,42.95,36.84,4.75,0.16,0.08,0.16,1.61,3.46,1.29,1.61,0.0,0.0,0.03,0.03,0.02
34,3021,Defender,Serie A,Dodô,Fiorentina,35,3119,5,27.0,6,0,1.3,1.36,4.27,44,51,35,13,9,169,1344,1102,132,144,8,36,0.0,0.0,0.14,5,0.14,0.78,0.17,4.88,38.78,31.8,3.81,4.16,0.23,1.04,1.27,1.47,1.01,0.38,0.26,0.0,0.04,0.04,0.12
35,3022,Defender,Serie A,L. Pellegrini,Juventus,26,984,3,12.0,3,0,0.4,0.4,1.46,22,21,19,9,4,51,475,383,56,81,3,18,0.0,0.0,0.27,3,0.27,1.1,0.27,4.66,43.45,35.03,5.12,7.41,0.27,1.65,2.01,1.92,1.74,0.82,0.37,0.0,0.04,0.04,0.13
36,3023,Defender,Serie A,A. Bastoni,Inter,36,2420,5,13.0,2,1,0.84,0.82,2.76,46,46,22,46,2,136,2034,1841,237,64,7,27,0.0,0.04,0.19,6,0.22,0.48,0.07,5.06,75.64,68.47,8.81,2.38,0.26,1.0,1.71,1.71,0.82,1.71,0.07,0.0,0.03,0.03,0.1
37,3024,Defender,Serie A,M. Gabbia,Milan,34,2161,0,14.0,4,2,1.08,1.08,0.22,21,100,15,49,3,75,1433,1311,133,2,0,2,0.0,0.08,0.0,2,0.08,0.58,0.17,3.12,59.68,54.6,5.54,0.08,0.0,0.08,0.87,4.16,0.62,2.04,0.12,0.0,0.04,0.04,0.01
38,3025,Defender,Serie A,A. Ismajli,Torino,29,2510,0,5.0,0,0,0.31,0.31,0.06,30,245,56,79,1,136,1003,871,122,0,0,2,0.0,0.0,0.0,0,0.0,0.18,0.0,4.88,35.96,31.23,4.37,0.0,0.0,0.07,1.08,8.78,2.01,2.83,0.04,0.0,0.01,0.01,0.0
