,Position,League,Name,Team,playerProfile,Category,Score
3466,Goalkeeper,Premiership,R. Sinclair,St. Johnstone,Sweeper Keeper,Goalkeeping,71.09
3467,Midfielder,Premiership,A. Halliday,Motherwell,Defensive Midfielder,Goalkeeping,0.0
3468,Midfielder,Premiership,G. Shinnie,Aberdeen,Defensive Midfielder,Goalkeeping,0.0
3469,Midfielder,Premiership,J. Forrest,Celtic,Attacking Midfielder,Goalkeeping,0.0
3470,Midfielder,Premiership,C. McGregor,Celtic,Attacking Midfielder,Goalkeeping,0.0
3471,Midfielder,Premiership,J. Holt,St. Johnstone,Defensive Midfielder,Goalkeeping,0.0
3472,Midfielder,Premiership,J. Newell,Hibernian,Defensive Midfielder,Goalkeeping,0.0
3473,Midfielder,Premiership,C. Sibbald,Dundee United,Defensive Midfielder,Goalkeeping,0.0
3474,Midfielder,Premiership,D. John,St. Mirren,Attacking Midfielder,Goalkeeping,0.0
3475,Midfielder,Premiership,LDL. Donnelly,St. Mirren,Defensive Midfielder,Goalkeeping,0.0
3476,Midfielder,Premiership,M. O'Hara,St. Mirren,Defensive Midfielder,Goalkeeping,0.0
3477,Midfielder,Premiership,S. Tanser,St. Mirren,Attacking Midfielder,Goalkeeping,0.0
3478,Midfielder,Premiership,N. Cadden,Hibernian,Attacking Midfielder,Goalkeeping,0.0
3479,Midfielder,Premiership,C. Cadden,Hibernian,Defensive Midfielder,Goalkeeping,0.0
3480,Midfielder,Premiership,C. Randall,Ross County,Defensive Midfielder,Goalkeeping,0.0
3481,Midfielder,Premiership,J. McGrath,Hibernian,Attacking Midfielder,Goalkeeping,0.0
3482,Midfielder,Premiership,N. Bajrami,Rangers,Attacking Midfielder,Goalkeeping,0.0
3483,Midfielder,Premiership,R. Docherty,Ross County,Defensive Midfielder,Goalkeeping,0.0
3484,Midfielder,Premiership,A. Forrest,Heart of Midlothian,Attacking Midfielder,Goalkeeping,0.0
3485,Midfielder,Premiership,R. Strain,Dundee United,Attacking Midfielder,Goalkeeping,0.0
3486,Midfielder,Premiership,W. Ferry,Dundee United,Defensive Midfielder,Goalkeeping,0.0
3487,Midfielder,Premiership,N. Raskin,Rangers,Defensive Midfielder,Goalkeeping,0.0
3488,Midfielder,Premiership,R. Hatate,Celtic,Attacking Midfielder,Goalkeeping,0.0
3489,Midfielder,Premiership,E. Bwomono,Aberdeen,Defensive Midfielder,Goalkeeping,0.0
3490,Midfielder,Premiership,A. Palaversa,Aberdeen,Defensive Midfielder,Goalkeeping,0.0
3491,Midfielder,Premiership,B. Baningime,Heart of Midlothian,Defensive Midfielder,Goalkeeping,0.0
3492,Midfielder,Premiership,C. Slattery,Motherwell,Attacking Midfielder,Goalkeeping,0.0
3493,Midfielder,Premiership,Y. Dhanda,Dundee FC,Attacking Midfielder,Goalkeeping,0.0
3494,Midfielder,Premiership,T. Elie Youan,Hibernian,Attacking Midfielder,Goalkeeping,0.0
3495,Midfielder,Premiership,L. McCowan,Celtic,Attacking Midfielder,Goalkeeping,0.0
3496,Midfielder,Premiership,K. Trapanovski,Dundee United,Attacking Midfielder,Goalkeeping,0.0
3497,Midfielder,Premiership,M. Sylla,Livingston,Defensive Midfielder,Goalkeeping,0.0
3498,Midfielder,Premiership,C. Devlin,Heart of Midlothian,Defensive Midfielder,Goalkeeping,0.0
3499,Midfielder,Premiership,N. Chilvers,Ross County,Attacking Midfielder,Goalkeeping,0.0
3500,Midfielder,Premiership,V. Ševelj,Dundee United,Defensive Midfielder,Goalkeeping,0.0
3501,Midfielder,Premiership,J. Campbell,Hibernian,Defensive Midfielder,Goalkeeping,0.0
3502,Midfielder,Premiership,R. Idowu,St. Mirren,Attacking Midfielder,Goalkeeping,0.0
3503,Midfielder,Premiership,P. Bernardo,Celtic,Attacking Midfielder,Goalkeeping,0.0
3504,Midfielder,Premiership,F. Robertson,Dundee FC,Attacking Midfielder,Goalkeeping,0.0
3505,Midfielder,Premiership,L. Cameron,Rangers,Attacking Midfielder,Goalkeeping,0.0
3506,Midfielder,Premiership,J. Mulligan,Hibernian,Defensive Midfielder,Goalkeeping,0.0
3507,Midfielder,Premiership,C. Barron,Rangers,Defensive Midfielder,Goalkeeping,0.0
3508,Midfielder,Premiership,A. Engels,Celtic,Attacking Midfielder,Goalkeeping,0.0
3509,Midfielder,Premiership,M. Diomande,Rangers,Attacking Midfielder,Goalkeeping,0.0
3510,Midfielder,Premiership,T. Keskinen,Aberdeen,Attacking Midfielder,Goalkeeping,0.0
3511,Midfielder,Premiership,B. Spittal,Heart of Midlothian,Attacking Midfielder,Goalkeeping,0.0
3512,Midfielder,Premiership,K. Fotheringham,St. Johnstone,Defensive Midfielder,Goalkeeping,0.0
3513,Midfielder,Premiership,A. Denholm,Livingston,Defensive Midfielder,Goalkeeping,0.0
3514,Midfielder,Premiership,R. Allan Molotnikov,Hibernian,Defensive Midfielder,Goalkeeping,0.0
3515,Midfielder,Premiership,K. Andrews,Hibernian,Defensive Midfielder,Goalkeeping,0.0
3516,Defender,Serie B,A. Caracciolo,Pisa,Centerback,Goalkeeping,0.0
3517,Defender,Serie B,A. Salvi,Cittadella,Centerback,Goalkeeping,0.0
3518,Defender,Serie B,P. Rozzio,Reggiana,Centerback,Goalkeeping,0.0
3519,Defender,Serie B,F. Ceccherini,Cremonese,Centerback,Goalkeeping,0.0
3520,Defender,Serie B,M. Sampirisi,Reggiana,Centerback,Goalkeeping,0.0
3521,Defender,Serie B,M. Bianchetti,Cremonese,Centerback,Goalkeeping,0.0
3522,Defender,Serie B,S. Scognamillo,Benevento,Centerback,Goalkeeping,0.0
3523,Defender,Serie B,CAC. Andreoni,Crotone,Fullback,Goalkeeping,0.0
3524,Defender,Serie B,A. Calabresi,Pisa,Centerback,Goalkeeping,0.0
3525,Defender,Serie B,F. Vicari,Reggiana,Centerback,Goalkeeping,0.0
3526,Defender,Serie B,A. Redolfi,Cittadella,Centerback,Goalkeeping,0.0
3527,Defender,Serie B,N. Pavan,Cittadella,Centerback,Goalkeeping,0.0
3528,Defender,Serie B,L. Libutti,Reggiana,Centerback,Goalkeeping,0.0
3529,Defender,Serie B,G. Ricci,Benevento,Fullback,Goalkeeping,0.0
3530,Defender,Serie B,R. Marchizza,Frosinone,Fullback,Goalkeeping,0.0
3531,Defender,Serie B,L. Ravanelli,Monza,Centerback,Goalkeeping,0.0
3532,Defender,Serie B,V. Antov,Monza,Centerback,Goalkeeping,0.0
3533,Defender,Serie B,G. Altare,Pescara,Centerback,Goalkeeping,0.0
3534,Defender,Serie B,S. Canestrelli,Pisa,Centerback,Goalkeeping,0.0
3535,Defender,Serie B,A. Caporale,Cosenza,Centerback,Goalkeeping,0.0
3536,Defender,Serie B,L. Lucchesi,Monza,Centerback,Goalkeeping,0.0
3537,Defender,Serie B,I. Monterisi,Frosinone,Centerback,Goalkeeping,0.0
3538,Defender,Serie B,A. Papetti,Reggiana,Centerback,Goalkeeping,0.0
3539,Defender,Serie B,M. Angeli,Cittadella,Centerback,Goalkeeping,0.0
3540,Defender,Serie B,A. Oyono,Frosinone,Fullback,Goalkeeping,0.0
3541,Defender,Serie B,F. D'Alessio,Cittadella,Fullback,Goalkeeping,0.0
3542,Defender,Serie B,B. Cimino,Cosenza,Fullback,Goalkeeping,0.0
3543,Defender,Serie B,G. Bracaglia,Frosinone,Centerback,Goalkeeping,0.0
3544,Defender,Serie B,F. Folino,Cremonese,Centerback,Goalkeeping,0.0
3545,Defender,Serie B,M. Lusuardi,Reggiana,Centerback,Goalkeeping,0.0
3546,Forward,Serie B,L. Strizzolo,Cosenza,Target Man,Goalkeeping,0.0
3547,Forward,Serie B,F. Galuppini,Ascoli,Target Man,Goalkeeping,0.0
3548,Forward,Serie B,F. Bonazzoli,Cremonese,Target Man,Goalkeeping,0.0
3549,Forward,Serie B,S. Moreo,Pisa,Target Man,Goalkeeping,0.0
3550,Forward,Serie B,A. Novakovich,Reggiana,Target Man,Goalkeeping,0.0
3551,Forward,Serie B,C. Gondo,Reggiana,Target Man,Goalkeeping,0.0
3552,Forward,Serie B,M. Ravasio,Cittadella,Target Man,Goalkeeping,0.0
3553,Forward,Serie B,M. Tramoni,Pisa,Creative Forward,Goalkeeping,0.0
3554,Forward,Serie B,L. Sgarbi,Pescara,Creative Forward,Goalkeeping,0.0
3555,Forward,Serie B,C. Kouan,Benevento,Target Man,Goalkeeping,0.0
3556,Forward,Serie B,F. Tsadjout,Pescara,Target Man,Goalkeeping,0.0
3557,Forward,Serie B,G. Caso,Monza,Target Man,Goalkeeping,0.0
3558,Forward,Serie B,T. Fumagalli,Reggiana,Creative Forward,Goalkeeping,0.0
3559,Forward,Serie B,M. Zilli,Frosinone,Target Man,Goalkeeping,0.0
3560,Forward,Serie B,S. Rabbi,Cittadella,Target Man,Goalkeeping,0.0
3561,Forward,Serie B,A. Raimondo,Frosinone,Target Man,Goalkeeping,0.0
3562,Forward,Serie B,F. Russo,Virtus Entella,Target Man,Goalkeeping,0.0
3563,Forward,Serie B,G. Kvernadze,Frosinone,Creative Forward,Goalkeeping,0.0
3564,Forward,Serie B,H. Wendel Meister,Pisa,Target Man,Goalkeeping,0.0
3565,Forward,Serie B,M. Maggio,Crotone,Creative Forward,Goalkeeping,0.0
3566,Forward,Serie B,F. Ghedjemis,Frosinone,Target Man,Goalkeeping,0.0
3567,Forward,Serie B,N. Girma,Reggiana,Creative Forward,Goalkeeping,0.0
3568,Forward,Serie B,A. Debenedetti,Virtus Entella,Target Man,Goalkeeping,0.0
3569,Goalkeeper,Serie B,M. Silvestri,Cremonese,All-round Goalkeeper,Goalkeeping,59.22
3570,Goalkeeper,Serie B,M. Pisseri,Frosinone,All-round Goalkeeper,Goalkeeping,68.3
3571,Goalkeeper,Serie B,L. Maniero,Cittadella,Shot Stopper,Goalkeeping,84.83
3572,Goalkeeper,Serie B,A. Micai,Reggiana,Shot Stopper,Goalkeeping,70.61
3573,Goalkeeper,Serie B,E. Audero,Cremonese,Shot Stopper,Goalkeeping,83.04
3574,Goalkeeper,Serie B,A. Šemper,Pisa,Shot Stopper,Goalkeeping,65.65
3575,Goalkeeper,Serie B,D. Thiam,Monza,Shot Stopper,Goalkeeping,65.17
3576,Goalkeeper,Serie B,S. Desplanches,Pescara,All-round Goalkeeper,Goalkeeping,72.0
3577,Midfielder,Serie B,P. Obiang,Monza,Defensive Midfielder,Goalkeeping,0.0
3578,Midfielder,Serie B,M. Maita,Benevento,Defensive Midfielder,Goalkeeping,0.0
3579,Midfielder,Serie B,S. Branca,Cittadella,Defensive Midfielder,Goalkeeping,0.0
3580,Midfielder,Serie B,A. Vita,Cittadella,Attacking Midfielder,Goalkeeping,0.0
3581,Midfielder,Serie B,L. Garritano,Cosenza,Attacking Midfielder,Goalkeeping,0.0
3582,Midfielder,Serie B,P. Azzi,Monza,Attacking Midfielder,Goalkeeping,0.0
3583,Midfielder,Serie B,F. Gelli,Frosinone,Defensive Midfielder,Goalkeeping,0.0
3584,Midfielder,Serie B,M. Marin,Pisa,Defensive Midfielder,Goalkeeping,0.0
3585,Midfielder,Serie B,E. Masciangelo,Frosinone,Attacking Midfielder,Goalkeeping,0.0
3586,Midfielder,Serie B,I. Touré,Pisa,Defensive Midfielder,Goalkeeping,0.0
3587,Midfielder,Serie B,F. Caligara,Pescara,Defensive Midfielder,Goalkeeping,0.0
3588,Midfielder,Serie B,G. Calò,Frosinone,Attacking Midfielder,Goalkeeping,0.0
3589,Midfielder,Serie B,M. Collocolo,Cremonese,Attacking Midfielder,Goalkeeping,0.0
3590,Midfielder,Serie B,A. Rizzo Pinna,Ascoli,Attacking Midfielder,Goalkeeping,0.0
3591,Midfielder,Serie B,M. Meli,Crotone,Defensive Midfielder,Goalkeeping,0.0
3592,Midfielder,Serie B,L. Benedetti,Virtus Entella,Defensive Midfielder,Goalkeeping,0.0
3593,Midfielder,Serie B,M. Rover,Reggiana,Attacking Midfielder,Goalkeeping,0.0
3594,Midfielder,Serie B,M. Bertagnoli,Reggiana,Defensive Midfielder,Goalkeeping,0.0
3595,Midfielder,Serie B,N. Corrado,Frosinone,Attacking Midfielder,Goalkeeping,0.0
3596,Midfielder,Serie B,L. Belardinelli,Reggiana,Defensive Midfielder,Goalkeeping,0.0
3597,Midfielder,Serie B,T. Reinhart,Reggiana,Defensive Midfielder,Goalkeeping,0.0
3598,Midfielder,Serie B,R. Celia,Benevento,Defensive Midfielder,Goalkeeping,0.0
3599,Midfielder,Serie B,N. Galazzi,Monza,Attacking Midfielder,Goalkeeping,0.0
3600,Midfielder,Serie B,G. Piccinini,Pisa,Defensive Midfielder,Goalkeeping,0.0
3601,Midfielder,Serie B,K. Bozhanaj,Reggiana,Attacking Midfielder,Goalkeeping,0.0
3602,Midfielder,Serie B,F. Amatucci,Cittadella,Defensive Midfielder,Goalkeeping,0.0
3603,Midfielder,Serie B,T. Barbieri,Cremonese,Attacking Midfielder,Goalkeeping,0.0
3604,Midfielder,Serie B,M. Højholt,Pisa,Defensive Midfielder,Goalkeeping,0.0
3605,Midfielder,Serie B,R. Kouda,Parma,Attacking Midfielder,Goalkeeping,0.0
3606,Midfielder,Serie B,F. Casolari,Cittadella,Defensive Midfielder,Goalkeeping,0.0
3607,Midfielder,Serie B,C. Kourfalidis,Cosenza,Defensive Midfielder,Goalkeeping,0.0
3608,Midfielder,Serie B,G. Olzer,Pescara,Defensive Midfielder,Goalkeeping,0.0
3609,Midfielder,Serie B,A. Oliveri,Pescara,Defensive Midfielder,Goalkeeping,0.0
3610,Midfielder,Serie B,A. Fiori,Frosinone,Attacking Midfielder,Goalkeeping,0.0
3611,Midfielder,Serie B,A. Florenzi,Cosenza,Defensive Midfielder,Goalkeeping,0.0
3612,Midfielder,Serie B,R. Floriani Mussolini,Cremonese,Defensive Midfielder,Goalkeeping,0.0
3613,Midfielder,Serie B,J. Oyono,Frosinone,Defensive Midfielder,Goalkeeping,0.0
3614,Midfielder,Serie B,S. Angori,Pisa,Attacking Midfielder,Goalkeeping,0.0
3615,Midfielder,Serie B,I. Vural,Pisa,Defensive Midfielder,Goalkeeping,0.0
3616,Midfielder,Serie B,L. Mendicino,Reggiana,Defensive Midfielder,Goalkeeping,0.0
3617,Midfielder,Serie B,M. Cichella,Frosinone,Defensive Midfielder,Goalkeeping,0.0
3618,Defender,2. Bundesliga,S. Jung,Karlsruher SC,Fullback,Final,17.07
3619,Defender,2. Bundesliga,M. Zimmermann,Fortuna Düsseldorf,Fullback,Final,71.34
3620,Defender,2. Bundesliga,T. Kalas,FC Schalke 04,Centerback,Final,99.39
3621,Defender,2. Bundesliga,M. Halstenberg,Hannover 96,Centerback,Final,77.13
3622,Defender,2. Bundesliga,M. Franke,Karlsruher SC,Centerback,Final,63.41
3623,Defender,2. Bundesliga,L. Paqarada,1. FC Heidenheim,Fullback,Final,61.89
3624,Defender,2. Bundesliga,M. Heyer,Fortuna Düsseldorf,Fullback,Final,39.33
3625,Defender,2. Bundesliga,M. Neubauer,Hannover 96,Fullback,Final,39.02
3626,Defender,2. Bundesliga,E. Iyoha,Fortuna Düsseldorf,Fullback,Final,26.52
3627,Defender,2. Bundesliga,M. Muheim,Hamburger SV,Fullback,Final,86.28
3628,Defender,2. Bundesliga,R. Ziegele,SSV Jahn Regensburg,Centerback,Final,46.04
3629,Defender,2. Bundesliga,A. Donkor,FC Schalke 04,Fullback,Final,47.56
3630,Defender,2. Bundesliga,C. Kobald,Karlsruher SC,Centerback,Final,47.87
3631,Defender,2. Bundesliga,F. Götze,SC Paderborn 07,Centerback,Final,66.77
3632,Defender,2. Bundesliga,T. Christopher Oberdorf,Fortuna Düsseldorf,Centerback,Final,82.01
3633,Defender,2. Bundesliga,A. Vukotić,Darmstadt 98,Centerback,Final,98.48
3634,Defender,2. Bundesliga,R. Schallenberg,FC Schalke 04,Centerback,Final,96.95
3635,Defender,2. Bundesliga,B. Tomiak,Hannover 96,Centerback,Final,85.98
3636,Defender,2. Bundesliga,S. López,Darmstadt 98,Fullback,Final,22.87
3637,Defender,2. Bundesliga,M. Hoffmeier,SC Paderborn 07,Centerback,Final,21.34
3638,Defender,2. Bundesliga,V. Lunddal,Fortuna Düsseldorf,Fullback,Final,14.63
3639,Defender,2. Bundesliga,F. Nürnberger,Darmstadt 98,Fullback,Final,45.73
3640,Defender,2. Bundesliga,D. Elfadli,Hamburger SV,Centerback,Final,82.32
3641,Defender,2. Bundesliga,L. Curda,SC Paderborn 07,Centerback,Final,78.05
3642,Defender,2. Bundesliga,M. Beifus,Karlsruher SC,Centerback,Final,57.01
3643,Defender,2. Bundesliga,D. Herold,Karlsruher SC,Fullback,Final,53.96
3644,Defender,2. Bundesliga,A. Gantenbein,FC Schalke 04,Fullback,Final,85.67
3645,Defender,2. Bundesliga,B. Ezeh,Hannover 96,Fullback,Final,45.43
3646,Defender,2. Bundesliga,W. Mikelbrencis,Hamburger SV,Fullback,Final,27.13
3647,Defender,2. Bundesliga,C. Brackelmann,SC Paderborn 07,Centerback,Final,90.85
3648,Defender,2. Bundesliga,F. Gruber,1. FC Nürnberg,Centerback,Final,81.1
3649,Defender,2. Bundesliga,T. Lasse Scheller,SC Paderborn 07,Centerback,Final,31.1
3650,Defender,2. Bundesliga,L. Wurm,SSV Jahn Regensburg,Centerback,Final,89.94
3651,Defender,2. Bundesliga,J. Pauli,SG Dynamo Dresden,Centerback,Final,39.94
3652,Forward,2. Bundesliga,A. Grimaldi,1. FC Nürnberg,Target Man,Final,97.91
3653,Forward,2. Bundesliga,H. Nielsen,Hannover 96,Target Man,Final,64.92
3654,Forward,2. Bundesliga,A. Voglsammer,F.C. Hansa Rostock,Target Man,Final,62.83
3655,Forward,2. Bundesliga,B. Zivzivadze,1. FC Heidenheim,Target Man,Final,93.19
3656,Forward,2. Bundesliga,K. Karaman,FC Schalke 04,Target Man,Final,90.58
3657,Forward,2. Bundesliga,R. Glatzel,Hamburger SV,Target Man,Final,96.34
3658,Forward,2. Bundesliga,S. Michel,SC Paderborn 07,Creative Forward,Final,63.87
3659,Forward,2. Bundesliga,F. Schleusener,Karlsruher SC,Target Man,Final,53.4
3660,Forward,2. Bundesliga,C. Kühlwetter,SSV Jahn Regensburg,Target Man,Final,37.17
3661,Forward,2. Bundesliga,J. Dompé,Hamburger SV,Creative Forward,Final,94.24
3662,Forward,2. Bundesliga,L. Marseiler,Darmstadt 98,Creative Forward,Final,78.01
3663,Forward,2. Bundesliga,I. Lidberg,Darmstadt 98,Target Man,Final,88.48
3664,Forward,2. Bundesliga,M. Kaars,FC St. Pauli,Target Man,Final,71.73
3665,Forward,2. Bundesliga,M. Sylla,FC Schalke 04,Target Man,Final,69.11
3666,Forward,2. Bundesliga,F. Hornby,Darmstadt 98,Target Man,Final,92.67
3667,Forward,2. Bundesliga,M. Kaufmann,1. FC Heidenheim,Target Man,Final,60.21
3668,Forward,2. Bundesliga,F. Bilbija,SC Paderborn 07,Target Man,Final,89.53
3669,Forward,2. Bundesliga,R. Philippe,Hamburger SV,Creative Forward,Final,89.01
3670,Forward,2. Bundesliga,F. Lakenmacher,Darmstadt 98,Target Man,Final,81.68
3671,Forward,2. Bundesliga,R. Yeboah Königsdörffer,Hamburger SV,Target Man,Final,92.15
3672,Forward,2. Bundesliga,D. Yokota,Hannover 96,Creative Forward,Final,73.82
3673,Forward,2. Bundesliga,D. Downs,Hamburger SV,Target Man,Final,73.3
3674,Forward,2. Bundesliga,F. Baldé,Hamburger SV,Creative Forward,Final,81.15
3675,Goalkeeper,2. Bundesliga,D. Heuer Fernandes,Hamburger SV,All-round Goalkeeper,Final,54.78
3676,Goalkeeper,2. Bundesliga,M. Schuhen,Darmstadt 98,All-round Goalkeeper,Final,72.17
3677,Goalkeeper,2. Bundesliga,J. Pollersbeck,SSV Jahn Regensburg,Shot Stopper,Final,94.78
3678,Goalkeeper,2. Bundesliga,M. Schubert,SC Paderborn 07,All-round Goalkeeper,Final,50.0
3679,Goalkeeper,2. Bundesliga,F. Kastenmeier,Fortuna Düsseldorf,Shot Stopper,Final,96.96
3680,Goalkeeper,2. Bundesliga,L. Grill,SG Dynamo Dresden,Shot Stopper,Final,53.91
3681,Goalkeeper,2. Bundesliga,F. Gebhardt,SSV Jahn Regensburg,Shot Stopper,Final,65.22
3682,Goalkeeper,2. Bundesliga,J. Reichert,1. FC Nürnberg,All-round Goalkeeper,Final,91.3
3683,Midfielder,2. Bundesliga,D. Soares,1. FC Nürnberg,Defensive Midfielder,Final,86.17
3684,Midfielder,2. Bundesliga,A. Geipl,SSV Jahn Regensburg,Defensive Midfielder,Final,34.58
3685,Midfielder,2. Bundesliga,R. Krausse,SV Sandhausen,Defensive Midfielder,Final,27.38
3686,Midfielder,2. Bundesliga,J. Meffert,Holstein Kiel,Defensive Midfielder,Final,39.48
3687,Midfielder,2. Bundesliga,D. Kinsombi,SC Paderborn 07,Attacking Midfielder,Final,27.67
3688,Midfielder,2. Bundesliga,P. Förster,Karlsruher SC,Attacking Midfielder,Final,61.1
3689,Midfielder,2. Bundesliga,M. Wanitzek,Karlsruher SC,Attacking Midfielder,Final,99.71
3690,Midfielder,2. Bundesliga,J. Bachmann,FC Schalke 04,Defensive Midfielder,Final,41.79
3691,Midfielder,2. Bundesliga,N. Rapp,Karlsruher SC,Defensive Midfielder,Final,70.89
3692,Midfielder,2. Bundesliga,R. Obermair,SC Paderborn 07,Attacking Midfielder,Final,93.95
3693,Midfielder,2. Bundesliga,J. Justvan,1. FC Nürnberg,Attacking Midfielder,Final,65.13
3694,Midfielder,2. Bundesliga,C. Antwi-Adjei,FC Schalke 04,Attacking Midfielder,Final,42.07
3695,Midfielder,2. Bundesliga,D. Burnić,Karlsruher SC,Defensive Midfielder,Final,27.09
3696,Midfielder,2. Bundesliga,S. Klaas,SC Paderborn 07,Defensive Midfielder,Final,37.46
3697,Midfielder,2. Bundesliga,L. Herrmann,SG Dynamo Dresden,Defensive Midfielder,Final,26.8
3698,Midfielder,2. Bundesliga,K. Klefisch,Darmstadt 98,Defensive Midfielder,Final,87.61
3699,Midfielder,2. Bundesliga,N. Katterbach,Hamburger SV,Defensive Midfielder,Final,51.01
3700,Midfielder,2. Bundesliga,M. Papela,Darmstadt 98,Defensive Midfielder,Final,55.04
3701,Midfielder,2. Bundesliga,A. Suhonen,Hamburger SV,Defensive Midfielder,Final,63.11
3702,Midfielder,2. Bundesliga,S. Karl Appelkamp,Fortuna Düsseldorf,Attacking Midfielder,Final,69.45
3703,Midfielder,2. Bundesliga,B. Hein,SSV Jahn Regensburg,Defensive Midfielder,Final,41.5
3704,Midfielder,2. Bundesliga,E. Leopold,Hannover 96,Attacking Midfielder,Final,96.25
3705,Midfielder,2. Bundesliga,T. Breithaupt,Fortuna Düsseldorf,Defensive Midfielder,Final,51.59
3706,Midfielder,2. Bundesliga,B. Allgeier,Hannover 96,Defensive Midfielder,Final,25.07
3707,Midfielder,2. Bundesliga,A. Müller,Karlsruher SC,Defensive Midfielder,Final,40.92
3708,Midfielder,2. Bundesliga,M. Hansen,SC Paderborn 07,Defensive Midfielder,Final,90.49
3709,Midfielder,2. Bundesliga,K. Corredor,Darmstadt 98,Attacking Midfielder,Final,70.32
3710,Midfielder,2. Bundesliga,K. Oudenne,Hannover 96,Defensive Midfielder,Final,19.88
3711,Midfielder,2. Bundesliga,T. Rossmann,Fortuna Düsseldorf,Attacking Midfielder,Final,90.78
3712,Midfielder,2. Bundesliga,B. Yılmaz,1. FC Nürnberg,Defensive Midfielder,Final,43.23
3713,Midfielder,2. Bundesliga,S. Castaneda,SC Paderborn 07,Defensive Midfielder,Final,64.84
3714,Midfielder,2. Bundesliga,R. Lubach,1. FC Nürnberg,Defensive Midfielder,Final,44.09
3715,Midfielder,2. Bundesliga,P. Muller,SSV Jahn Regensburg,Defensive Midfielder,Final,55.33
3716,Midfielder,2. Bundesliga,TJT. Janisch,1. FC Nürnberg,Defensive Midfielder,Final,25.65
3717,Midfielder,2. Bundesliga,M. Grüger,FC Schalke 04,Defensive Midfielder,Final,30.84
3718,Midfielder,2. Bundesliga,L. Ben Farhat,Karlsruher SC,Attacking Midfielder,Final,32.28
3719,Defender,LaLiga 2,J. Ángel,Sporting Gijón,Fullback,Final,58.84
3720,Defender,LaLiga 2,J. Pulido,Huesca,Centerback,Final,65.55
3721,Defender,LaLiga 2,M. Mateu,CD Tenerife,Fullback,Final,19.21
3722,Defender,LaLiga 2,N. Maraš,Mirandés,Centerback,Final,69.21
3723,Defender,LaLiga 2,A. Arbilla,Eibar,Centerback,Final,50.3
3724,Defender,LaLiga 2,I. Miquel,Leganés,Centerback,Final,66.46
3725,Defender,LaLiga 2,S. Postigo,Mirandés,Centerback,Final,56.71
3726,Defender,LaLiga 2,P. Insua,Real Zaragoza,Centerback,Final,89.63
3727,Defender,LaLiga 2,J. Antonio Ríos,FC Cartagena,Fullback,Final,17.99
3728,Defender,LaLiga 2,N. Martínez,FC Cartagena,Fullback,Final,64.63
3729,Defender,LaLiga 2,E. Galilea,Málaga,Centerback,Final,70.73
3730,Defender,LaLiga 2,D. Costas,Real Oviedo,Centerback,Final,59.15
3731,Defender,LaLiga 2,J. León,CD Tenerife,Centerback,Final,43.29
3732,Defender,LaLiga 2,D. Calvo,Real Oviedo,Centerback,Final,65.24
3733,Defender,LaLiga 2,L. Ahijado,Real Oviedo,Fullback,Final,35.06
3734,Defender,LaLiga 2,V. Garcia Marin,Málaga,Fullback,Final,33.54
3735,Defender,LaLiga 2,F. Miguel,Burgos Club de Fútbol,Fullback,Final,49.09
3736,Defender,LaLiga 2,K. Vázquez,Sporting Gijón,Fullback,Final,30.18
3737,Defender,LaLiga 2,A. Buñuel,Burgos Club de Fútbol,Fullback,Final,35.37
3738,Defender,LaLiga 2,C. Pomares,Real Zaragoza,Fullback,Final,79.57
3739,Defender,LaLiga 2,A. Radovanović,Real Zaragoza,Centerback,Final,67.38
3740,Defender,LaLiga 2,A. Landázuri,CD Tenerife,Centerback,Final,68.29
3741,Defender,LaLiga 2,N. Monte,Almería,Centerback,Final,57.62
3742,Defender,LaLiga 2,C. Michelin,Real Valladolid,Fullback,Final,71.95
3743,Defender,LaLiga 2,J. Amador,Eibar,Centerback,Final,87.2
3744,Defender,LaLiga 2,N. Vidal,Real Oviedo,Centerback,Final,60.67
3745,Defender,LaLiga 2,N. Šipčić,CD Tenerife,Centerback,Final,40.85
3746,Defender,LaLiga 2,I. Sebastián Magana,Huesca,Centerback,Final,37.5
3747,Defender,LaLiga 2,PVP. Vázquez,Sporting Gijón,Centerback,Final,81.71
3748,Defender,LaLiga 2,O. Luengo,Burgos Club de Fútbol,Centerback,Final,83.23
3749,Defender,LaLiga 2,A. Rodríguez,Real Zaragoza,Centerback,Final,92.68
3750,Defender,LaLiga 2,Á. Rodríguez,Eibar,Fullback,Final,16.46
3751,Defender,LaLiga 2,E. Curbelo,Sporting Gijón,Centerback,Final,74.09
3752,Defender,LaLiga 2,M. Aguirregabiria,Real Zaragoza,Fullback,Final,54.57
3753,Defender,LaLiga 2,G. Sierra,Burgos Club de Fútbol,Centerback,Final,74.39
3754,Defender,LaLiga 2,J. Gutiérrez,Mirandés,Centerback,Final,75.3
3755,Defender,LaLiga 2,F. Medrano,Mirandés,Fullback,Final,51.52
3756,Defender,LaLiga 2,Chumi,Almería,Centerback,Final,31.71
3757,Defender,LaLiga 2,S. González,Burgos Club de Fútbol,Centerback,Final,81.4
3758,Defender,LaLiga 2,J. Alonso,Huesca,Fullback,Final,13.41
3759,Defender,LaLiga 2,FMF. Montero,Málaga,Centerback,Final,70.43
3760,Defender,LaLiga 2,Á. Pastor,Málaga,Centerback,Final,89.33
3761,Defender,LaLiga 2,R. Pulido,Leganés,Centerback,Final,80.18
