,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,xgPer90,npxgPer90,xaPer90
74,1194,Defender,LaLiga,J. Iglesias,Getafe,38,2889,1,21.0,3,0,1.6,1.59,1.8,81,125,50,36,7,170,784,474,181,84,7,20,0.0,0.0,0.03,1,0.03,0.65,0.09,5.3,24.42,14.77,5.64,2.62,0.22,0.62,2.52,3.89,1.56,1.12,0.22,0.0,0.05,0.05,0.06
75,1195,Defender,LaLiga,A. Paredes,Athletic Club,34,1814,0,6.0,3,3,2.29,2.28,0.11,15,112,22,31,0,51,944,788,172,1,0,2,0.0,0.15,0.0,3,0.15,0.3,0.15,2.53,46.84,39.1,8.53,0.05,0.0,0.1,0.74,5.56,1.09,1.54,0.0,0.0,0.11,0.11,0.01
76,1196,Defender,LaLiga,A. Rațiu,Rayo Vallecano,36,3067,3,31.0,8,2,1.83,1.83,3.86,71,62,27,20,11,188,1382,1163,86,77,10,37,0.0,0.06,0.09,5,0.15,0.91,0.23,5.52,40.55,34.13,2.52,2.26,0.29,1.09,2.08,1.82,0.79,0.59,0.32,0.0,0.05,0.05,0.11
77,1197,Defender,LaLiga,A. Muñoz,Real Sociedad,35,1104,0,6.0,0,0,0.16,0.16,0.26,24,42,14,24,2,66,460,356,59,35,1,3,0.0,0.0,0.0,0,0.0,0.49,0.0,5.38,37.5,29.02,4.81,2.85,0.08,0.24,1.96,3.42,1.14,1.96,0.16,0.0,0.01,0.01,0.02
78,1198,Defender,LaLiga,M. Sánchez,Levante UD,35,2646,0,12.0,2,1,1.68,1.85,1.28,83,64,30,9,6,120,769,563,103,78,1,16,0.0,0.03,0.0,1,0.03,0.41,0.07,4.08,26.16,19.15,3.5,2.65,0.03,0.54,2.82,2.18,1.02,0.31,0.2,0.0,0.06,0.06,0.04
79,1199,Defender,LaLiga,S. Cardona,Villarreal,36,2955,7,20.0,6,1,2.46,2.39,4.63,71,99,40,43,5,150,1119,895,110,111,10,46,0.0,0.03,0.21,8,0.24,0.61,0.18,4.57,34.08,27.26,3.35,3.38,0.3,1.4,2.16,3.02,1.22,1.31,0.15,0.0,0.07,0.07,0.14
80,1200,Defender,LaLiga,C. Tárrega,Valencia,37,3027,0,20.0,7,2,2.03,1.96,0.18,50,218,22,89,5,163,1686,1428,219,1,0,3,0.0,0.06,0.0,2,0.06,0.59,0.21,4.85,50.13,42.46,6.51,0.03,0.0,0.09,1.49,6.48,0.65,2.65,0.15,0.0,0.06,0.06,0.01
81,1201,Defender,LaLiga,J. Vázquez,Valencia,35,927,0,5.0,1,0,0.16,0.14,0.57,23,26,10,12,2,60,318,245,23,23,2,3,0.0,0.0,0.0,0,0.0,0.49,0.1,5.83,30.87,23.79,2.23,2.23,0.19,0.29,2.23,2.52,0.97,1.17,0.19,0.0,0.02,0.01,0.06
82,1202,Defender,LaLiga,A. Balde,Barcelona,35,2292,4,12.0,3,0,0.48,0.48,2.81,18,20,5,16,3,117,1252,1142,36,67,6,27,0.0,0.0,0.16,4,0.16,0.47,0.12,4.59,49.16,44.84,1.41,2.63,0.24,1.06,0.71,0.79,0.2,0.63,0.12,0.0,0.02,0.02,0.11
84,1204,Defender,LaLiga,A. Bretones,Osasuna,38,2075,0,12.0,4,2,0.49,0.52,1.5,60,53,18,21,2,130,776,592,94,85,1,16,0.0,0.09,0.0,2,0.09,0.52,0.17,5.64,33.66,25.68,4.08,3.69,0.04,0.69,2.6,2.3,0.78,0.91,0.09,0.0,0.02,0.02,0.07
85,1205,Defender,LaLiga,J. Chavarría,Rayo Vallecano,36,2589,1,11.0,3,0,1.17,1.22,1.9,46,93,30,24,3,104,1215,997,122,79,2,24,0.0,0.0,0.03,1,0.03,0.38,0.1,3.62,42.24,34.66,4.24,2.75,0.07,0.83,1.6,3.23,1.04,0.83,0.1,0.0,0.04,0.04,0.07
86,1206,Defender,LaLiga,J. Ángel Carmona,Sevilla,35,2954,0,19.0,4,0,0.53,0.53,0.88,83,84,68,34,4,178,1439,1180,103,41,4,19,0.0,0.0,0.0,0,0.0,0.58,0.12,5.42,43.84,35.95,3.14,1.25,0.12,0.58,2.53,2.56,2.07,1.04,0.12,0.0,0.02,0.02,0.03
87,1207,Defender,LaLiga,O. El Hilali,Espanyol,36,3159,2,2.0,0,0,0.03,0.03,1.32,111,130,47,37,1,194,1224,987,197,57,2,8,0.0,0.0,0.06,2,0.06,0.06,0.0,5.53,34.87,28.12,5.61,1.62,0.06,0.23,3.16,3.7,1.34,1.05,0.03,0.0,0.0,0.0,0.04
88,1208,Defender,LaLiga,F. Boyomo,Osasuna,37,3258,0,14.0,3,2,1.5,1.56,0.65,74,137,44,32,3,124,1570,1376,159,2,1,4,0.0,0.06,0.0,2,0.06,0.39,0.08,3.43,43.37,38.01,4.39,0.06,0.03,0.11,2.04,3.78,1.22,0.88,0.08,0.0,0.04,0.04,0.02
89,1209,Defender,LaLiga,C. Domínguez,Celta Vigo,37,1187,0,3.0,1,0,0.21,0.21,0.19,23,76,13,29,0,63,962,854,85,0,0,2,0.0,0.0,0.0,0,0.0,0.23,0.08,4.78,72.94,64.75,6.44,0.0,0.0,0.15,1.74,5.76,0.99,2.2,0.0,0.0,0.02,0.02,0.01
90,1210,Defender,LaLiga,G. Martín,Barcelona,38,1045,3,7.0,2,1,0.47,0.48,1.64,22,27,13,14,2,49,657,559,32,36,2,12,0.0,0.09,0.26,4,0.34,0.6,0.17,4.22,56.58,48.14,2.76,3.1,0.17,1.03,1.89,2.33,1.12,1.21,0.17,0.0,0.04,0.04,0.14
91,1211,Defender,LaLiga,K. Salas,Sevilla,36,2245,2,23.0,7,3,1.91,1.9,0.82,47,141,32,79,5,142,1331,1060,208,9,2,6,0.0,0.12,0.08,5,0.2,0.92,0.28,5.69,53.36,42.49,8.34,0.36,0.08,0.24,1.88,5.65,1.28,3.17,0.2,0.0,0.08,0.08,0.03
92,1212,Defender,LaLiga,A. Abqar,Getafe,29,2467,1,12.0,1,0,0.89,0.92,0.37,36,144,39,42,2,110,924,711,233,5,0,8,0.0,0.0,0.04,1,0.04,0.44,0.04,4.01,33.71,25.94,8.5,0.18,0.0,0.29,1.31,5.25,1.42,1.53,0.07,0.0,0.03,0.03,0.01
93,1213,Defender,LaLiga,J. Aramburu,Real Sociedad,37,2471,1,11.0,3,1,0.45,0.45,1.35,102,91,30,40,3,192,1203,972,84,45,1,15,0.0,0.04,0.04,2,0.07,0.4,0.11,6.99,43.82,35.4,3.06,1.64,0.04,0.55,3.72,3.31,1.09,1.46,0.11,0.0,0.02,0.02,0.05
96,1216,Defender,LaLiga,W. Kambwala,Villarreal,30,1114,0,4.0,1,0,0.32,0.32,0.05,17,53,10,16,1,38,577,510,81,0,0,1,0.0,0.0,0.0,0,0.0,0.32,0.08,3.07,46.62,41.2,6.54,0.0,0.0,0.08,1.37,4.28,0.81,1.29,0.08,0.0,0.03,0.03,0.0
101,1221,Defender,LaLiga,R. Asencio,Real Madrid,26,1673,1,3.0,1,0,0.12,0.12,0.41,22,83,16,31,0,77,979,919,54,0,1,6,0.0,0.0,0.05,1,0.05,0.16,0.05,4.14,52.67,49.44,2.9,0.0,0.05,0.32,1.18,4.47,0.86,1.67,0.0,0.0,0.01,0.01,0.02
103,1223,Defender,LaLiga,C. Romero,Espanyol,36,2560,1,29.0,6,2,1.99,2.04,2.36,73,87,30,15,10,130,758,575,75,92,5,30,0.0,0.07,0.04,3,0.11,1.02,0.21,4.57,26.65,20.21,2.64,3.23,0.18,1.05,2.57,3.06,1.05,0.53,0.35,0.0,0.07,0.07,0.08
104,1224,Defender,LaLiga,A. Boiro,Athletic Club,36,1104,0,5.0,0,0,0.25,0.25,0.56,20,23,12,17,2,52,372,312,22,31,0,5,0.0,0.0,0.0,0,0.0,0.41,0.0,4.24,30.33,25.43,1.79,2.53,0.0,0.41,1.63,1.88,0.98,1.39,0.16,0.0,0.02,0.02,0.05
105,1225,Defender,LaLiga,H. Fort,Elche,36,596,0,6.0,0,0,0.23,0.23,1.3,13,14,6,3,4,19,432,399,10,12,1,10,0.0,0.0,0.0,0,0.0,0.91,0.0,2.87,65.23,60.25,1.51,1.81,0.15,1.51,1.96,2.11,0.91,0.45,0.6,0.0,0.04,0.04,0.2
106,1226,Defender,LaLiga,P. Cubarsí,Barcelona,38,2620,3,8.0,0,0,0.83,0.82,0.94,34,86,16,63,2,111,2591,2426,156,2,3,9,0.0,0.0,0.1,3,0.1,0.27,0.0,3.81,89.0,83.34,5.36,0.07,0.1,0.31,1.17,2.95,0.55,2.16,0.07,0.0,0.03,0.03,0.03
109,1229,Defender,LaLiga,J. Martin,Real Sociedad,37,900,1,9.0,2,0,0.6,0.51,0.14,11,80,7,53,1,64,539,468,44,0,0,4,0.0,0.0,0.1,1,0.1,0.9,0.2,6.4,53.9,46.8,4.4,0.0,0.0,0.4,1.1,8.0,0.7,5.3,0.1,0.0,0.06,0.05,0.01
111,1231,Defender,LaLiga,S. Mouriño,Villarreal,32,1847,1,13.0,4,0,0.94,0.93,0.56,43,118,29,40,0,108,661,519,97,4,2,7,0.0,0.0,0.05,1,0.05,0.63,0.19,5.26,32.21,25.29,4.73,0.19,0.1,0.34,2.1,5.75,1.41,1.95,0.0,0.0,0.05,0.05,0.03
113,1233,Defender,LaLiga,J. Rodríguez,Celta Vigo,37,2513,2,12.0,5,3,2.37,2.34,0.95,53,82,33,43,1,125,1638,1422,152,4,2,13,0.0,0.11,0.07,5,0.18,0.43,0.18,4.48,58.66,50.93,5.44,0.14,0.07,0.47,1.9,2.94,1.18,1.54,0.04,0.0,0.08,0.08,0.03
118,1238,Forward,LaLiga,I. Aspas,Celta Vigo,33,1747,5,52.0,24,10,8.73,4.0,3.93,13,3,8,8,8,69,845,648,75,15,7,38,0.0,0.52,0.26,15,0.77,2.68,1.24,3.55,43.53,33.38,3.86,0.77,0.36,1.96,0.67,0.15,0.41,0.41,0.41,0.0,0.45,0.21,0.2
119,1239,Forward,LaLiga,A. Budimir,Osasuna,38,2966,4,99.0,37,21,18.52,12.3,1.12,20,25,2,137,20,201,416,238,9,6,3,16,0.0,0.64,0.12,25,0.76,3.0,1.12,6.1,12.62,7.22,0.27,0.18,0.09,0.49,0.61,0.76,0.06,4.16,0.61,0.0,0.56,0.37,0.03
120,1240,Forward,LaLiga,R. Lewandowski,Barcelona,36,2681,2,115.0,48,27,27.11,23.96,1.48,10,26,3,37,25,106,513,383,21,5,3,19,0.0,0.91,0.07,29,0.97,3.86,1.61,3.56,17.22,12.86,0.7,0.17,0.1,0.64,0.34,0.87,0.1,1.24,0.84,0.0,0.91,0.8,0.05
121,1241,Forward,LaLiga,K. García,Espanyol,37,2560,0,63.0,27,13,9.84,7.12,1.46,19,23,1,112,10,201,571,382,27,13,0,13,0.0,0.46,0.0,13,0.46,2.21,0.95,7.07,20.07,13.43,0.95,0.46,0.0,0.46,0.67,0.81,0.04,3.94,0.35,0.0,0.35,0.25,0.05
122,1242,Forward,LaLiga,A. Griezmann,Atlético Madrid,38,2482,7,50.0,18,8,7.51,6.08,6.53,30,22,6,21,14,92,1307,1051,79,138,13,50,0.0,0.29,0.25,15,0.54,1.81,0.65,3.34,47.39,38.11,2.86,5.0,0.47,1.81,1.09,0.8,0.22,0.76,0.51,0.0,0.27,0.22,0.24
123,1243,Forward,LaLiga,Juanmi,Getafe,34,961,0,19.0,8,0,3.62,3.6,0.27,21,5,3,12,1,58,201,158,7,1,1,8,0.0,0.0,0.0,0,0.0,1.78,0.75,5.43,18.82,14.8,0.66,0.09,0.09,0.75,1.97,0.47,0.28,1.12,0.09,0.0,0.34,0.34,0.03
124,1244,Forward,LaLiga,C. Bakambu,Real Betis,33,710,2,24.0,11,2,3.18,3.15,0.74,6,5,0,12,2,26,123,84,2,2,2,9,0.0,0.25,0.25,4,0.51,3.04,1.39,3.3,15.59,10.65,0.25,0.25,0.25,1.14,0.76,0.63,0.0,1.52,0.25,0.0,0.4,0.4,0.09
126,1246,Forward,LaLiga,G. Moreno,Villarreal,21,717,2,26.0,12,3,4.15,1.85,1.91,7,7,2,17,5,53,291,232,28,10,7,17,0.0,0.38,0.25,5,0.63,3.26,1.51,6.65,36.53,29.12,3.51,1.26,0.88,2.13,0.88,0.88,0.25,2.13,0.63,0.0,0.52,0.23,0.24
127,1247,Forward,LaLiga,A. Sørloth,Atlético Madrid,37,1560,2,79.0,42,20,16.99,16.16,0.69,9,28,1,98,14,134,348,228,5,5,2,13,0.0,1.15,0.12,22,1.27,4.56,2.42,7.73,20.08,13.15,0.29,0.29,0.12,0.75,0.52,1.62,0.06,5.65,0.81,0.0,0.98,0.93,0.04
128,1248,Forward,LaLiga,V. Muriqi,Mallorca,29,2067,2,55.0,19,7,9.83,7.37,1.71,7,43,7,136,5,192,474,293,21,10,4,27,0.0,0.3,0.09,9,0.39,2.39,0.83,8.36,20.64,12.76,0.91,0.44,0.17,1.18,0.3,1.87,0.3,5.92,0.22,0.0,0.43,0.32,0.07
129,1249,Forward,LaLiga,A. Pérez,Villarreal,30,1977,2,75.0,31,19,12.8,13.16,1.88,27,10,8,13,18,113,394,307,17,15,5,32,0.0,0.86,0.09,21,0.96,3.41,1.41,5.14,17.94,13.98,0.77,0.68,0.23,1.46,1.23,0.46,0.36,0.59,0.82,0.0,0.58,0.6,0.09
130,1250,Forward,LaLiga,S. Becker,Osasuna,26,994,1,22.0,13,2,2.0,2.0,1.66,3,10,1,7,4,29,244,188,14,64,4,8,0.0,0.18,0.09,3,0.27,1.99,1.18,2.63,22.09,17.02,1.27,5.79,0.36,0.72,0.27,0.91,0.09,0.63,0.36,0.0,0.18,0.18,0.15
133,1253,Forward,LaLiga,N. Pépé,Villarreal,28,1495,6,38.0,17,3,3.94,3.83,4.09,22,12,5,16,9,90,574,479,20,44,9,33,0.0,0.18,0.36,9,0.54,2.29,1.02,5.42,34.56,28.84,1.2,2.65,0.54,1.99,1.32,0.72,0.3,0.96,0.54,0.0,0.24,0.23,0.25
134,1254,Forward,LaLiga,B. Mayoral,Getafe,25,1105,1,20.0,9,5,3.51,2.64,0.3,5,5,2,18,6,43,240,195,12,9,2,8,0.0,0.41,0.08,6,0.49,1.63,0.73,3.5,19.55,15.88,0.98,0.73,0.16,0.65,0.41,0.41,0.16,1.47,0.49,0.0,0.29,0.22,0.02
135,1255,Forward,LaLiga,G. Guruzeta,Athletic Club,37,1847,2,59.0,19,7,6.6,6.68,0.63,16,21,9,36,10,84,400,296,24,5,2,15,0.0,0.34,0.1,9,0.44,2.87,0.93,4.09,19.49,14.42,1.17,0.24,0.1,0.73,0.78,1.02,0.44,1.75,0.49,0.0,0.32,0.33,0.03
136,1256,Forward,LaLiga,U. Sadiq,Valencia,36,1049,0,25.0,7,5,3.62,3.96,0.49,12,9,2,32,7,77,216,149,4,2,1,7,0.0,0.43,0.0,5,0.43,2.14,0.6,6.61,18.53,12.78,0.34,0.17,0.09,0.6,1.03,0.77,0.17,2.75,0.6,0.0,0.31,0.34,0.04
137,1257,Forward,LaLiga,B. Iglesias,Real Betis,38,1979,3,46.0,28,11,9.39,9.33,1.33,10,10,7,14,7,69,473,344,26,6,6,19,0.0,0.5,0.14,14,0.64,2.09,1.27,3.14,21.51,15.64,1.18,0.27,0.27,0.86,0.45,0.45,0.32,0.64,0.32,0.0,0.43,0.42,0.06
138,1258,Forward,LaLiga,C. Ávila,Real Betis,24,687,0,20.0,10,2,1.83,1.52,0.98,8,8,2,7,4,37,197,150,19,29,5,17,0.0,0.26,0.0,2,0.26,2.62,1.31,4.85,25.81,19.65,2.49,3.8,0.66,2.23,1.05,1.05,0.26,0.92,0.52,0.0,0.24,0.2,0.13
139,1259,Forward,LaLiga,C. Larin,Mallorca,36,1781,2,39.0,15,7,6.47,6.12,0.4,12,16,1,66,8,117,307,212,8,6,2,8,0.0,0.35,0.1,9,0.45,1.97,0.76,5.91,15.51,10.71,0.4,0.3,0.1,0.4,0.61,0.81,0.05,3.34,0.4,0.0,0.33,0.31,0.02
140,1260,Forward,LaLiga,M. Oyarzabal,Real Sociedad,37,2262,3,43.0,18,9,10.26,6.68,1.77,25,13,4,33,8,88,490,364,15,10,4,15,0.0,0.36,0.12,12,0.48,1.71,0.72,3.5,19.5,14.48,0.6,0.4,0.16,0.6,0.99,0.52,0.16,1.31,0.32,0.0,0.41,0.27,0.07
142,1262,Forward,LaLiga,R. Mir,Elche,23,743,2,27.0,8,1,2.98,3.04,0.47,12,9,5,12,6,33,192,141,11,7,2,4,0.0,0.12,0.24,3,0.36,3.27,0.97,4.0,23.26,17.08,1.33,0.85,0.24,0.48,1.45,1.09,0.61,1.45,0.73,0.0,0.36,0.37,0.06
143,1263,Forward,LaLiga,K. Mbappé,Real Madrid,34,2915,3,161.0,85,31,25.93,19.36,6.58,8,0,1,4,39,135,1094,933,57,35,15,52,0.0,0.96,0.09,34,1.05,4.97,2.62,4.17,33.78,28.81,1.76,1.08,0.46,1.61,0.25,0.0,0.03,0.12,1.2,0.0,0.8,0.6,0.2
144,1264,Forward,LaLiga,A. Danjuma,Valencia,33,1548,0,36.0,17,4,4.39,4.42,2.34,10,2,2,3,4,54,383,313,19,76,3,23,0.0,0.23,0.0,4,0.23,2.09,0.99,3.14,22.27,18.2,1.1,4.42,0.17,1.34,0.58,0.12,0.12,0.17,0.23,0.0,0.26,0.26,0.14
145,1265,Forward,LaLiga,T. Martínez,Deportivo Alavés,36,1013,0,46.0,15,4,3.86,3.13,0.88,12,15,1,79,9,113,229,138,7,7,0,11,0.0,0.36,0.0,4,0.36,4.09,1.33,10.04,20.35,12.26,0.62,0.62,0.0,0.98,1.07,1.33,0.09,7.02,0.8,0.0,0.34,0.28,0.08
146,1266,Forward,LaLiga,F. Torres,Barcelona,29,1109,6,48.0,22,10,7.95,7.96,2.62,8,4,4,5,10,40,339,263,10,17,6,19,0.0,0.81,0.49,16,1.3,3.9,1.79,3.25,27.51,21.34,0.81,1.38,0.49,1.54,0.65,0.32,0.32,0.41,0.81,0.0,0.65,0.65,0.21
147,1267,Forward,LaLiga,V. Júnior,Real Madrid,30,2257,8,81.0,28,11,10.69,8.24,6.98,21,0,3,1,21,174,825,652,59,56,13,59,0.0,0.44,0.32,19,0.76,3.23,1.12,6.94,32.9,26.0,2.35,2.23,0.52,2.35,0.84,0.0,0.12,0.04,0.84,0.0,0.43,0.33,0.28
148,1268,Forward,LaLiga,D. Raba,Valencia,34,1896,6,44.0,17,8,7.55,3.63,4.6,37,17,14,5,13,144,542,400,56,90,12,47,0.0,0.38,0.28,14,0.66,2.09,0.81,6.84,25.73,18.99,2.66,4.27,0.57,2.23,1.76,0.81,0.66,0.24,0.62,0.0,0.36,0.17,0.22
149,1269,Forward,LaLiga,C. Hernández,Real Betis,16,1149,1,43.0,11,5,3.79,3.82,0.66,15,4,7,29,15,70,296,221,23,12,2,14,0.0,0.39,0.08,6,0.47,3.37,0.86,5.48,23.19,17.31,1.8,0.94,0.16,1.1,1.17,0.31,0.55,2.27,1.17,0.0,0.3,0.3,0.05
150,1270,Forward,LaLiga,H. Duro,Valencia,33,2172,2,49.0,18,11,9.37,8.63,0.46,13,10,10,61,11,130,419,295,12,7,2,14,0.0,0.46,0.08,13,0.54,2.03,0.75,5.39,17.36,12.22,0.5,0.29,0.08,0.58,0.54,0.41,0.41,2.53,0.46,0.0,0.39,0.36,0.02
151,1271,Forward,LaLiga,S. Camello,Rayo Vallecano,25,1138,2,32.0,9,3,4.03,4.07,1.08,9,16,4,11,9,43,253,204,4,6,5,19,0.0,0.24,0.16,5,0.4,2.53,0.71,3.4,20.01,16.13,0.32,0.47,0.4,1.5,0.71,1.27,0.32,0.87,0.71,0.0,0.32,0.32,0.09
152,1272,Forward,LaLiga,Rodrygo,Real Madrid,31,1937,5,54.0,20,6,4.0,4.0,4.19,21,7,11,7,16,114,990,900,21,81,5,49,0.0,0.28,0.23,11,0.51,2.51,0.93,5.3,46.0,41.82,0.98,3.76,0.23,2.28,0.98,0.33,0.51,0.33,0.74,0.0,0.19,0.19,0.19
153,1273,Forward,LaLiga,R. Nteka,Rayo Vallecano,33,1152,0,16.0,8,3,2.61,2.6,0.31,16,20,4,41,2,77,218,144,3,4,1,9,0.0,0.23,0.0,3,0.23,1.25,0.62,6.02,17.03,11.25,0.23,0.31,0.08,0.7,1.25,1.56,0.31,3.2,0.16,0.0,0.2,0.2,0.02
154,1274,Forward,LaLiga,J. Alvarez,Atlético Madrid,37,2518,4,73.0,40,17,14.27,11.08,5.31,25,10,2,13,12,81,889,698,53,69,9,42,0.0,0.61,0.14,21,0.75,2.61,1.43,2.9,31.78,24.95,1.89,2.47,0.32,1.5,0.89,0.36,0.07,0.46,0.43,0.0,0.51,0.4,0.19
156,1276,Forward,LaLiga,A. Barrenetxea,Real Sociedad,33,1258,3,25.0,8,1,1.64,1.64,2.47,26,13,11,7,7,72,460,356,46,54,3,16,0.0,0.07,0.21,4,0.29,1.79,0.57,5.15,32.91,25.47,3.29,3.86,0.21,1.14,1.86,0.93,0.79,0.5,0.5,0.0,0.12,0.12,0.18
157,1277,Forward,LaLiga,R. García de Haro,Osasuna,34,765,0,25.0,12,4,3.46,3.46,0.42,13,6,0,21,5,56,159,114,9,6,1,3,0.0,0.47,0.0,4,0.47,2.94,1.41,6.59,18.71,13.41,1.06,0.71,0.12,0.35,1.53,0.71,0.0,2.47,0.59,0.0,0.41,0.41,0.05
158,1278,Forward,LaLiga,I. Romero,Sevilla,32,2167,2,54.0,20,4,6.7,6.02,2.14,13,24,7,30,12,100,415,304,28,18,5,20,0.0,0.17,0.08,6,0.25,2.24,0.83,4.15,17.24,12.63,1.16,0.75,0.21,0.83,0.54,1.0,0.29,1.25,0.5,0.0,0.28,0.25,0.09
159,1279,Forward,LaLiga,O. Steinn Óskarsson,Real Sociedad,25,948,0,19.0,7,3,5.1,5.2,0.44,6,11,2,31,2,45,185,103,4,7,0,5,0.0,0.28,0.0,3,0.28,1.8,0.66,4.27,17.56,9.78,0.38,0.66,0.0,0.47,0.57,1.04,0.19,2.94,0.19,0.0,0.48,0.49,0.04
161,1281,Forward,LaLiga,B. Zaragoza,Celta Vigo,28,1856,6,42.0,13,1,2.7,2.68,5.13,13,8,4,2,10,111,431,313,46,104,4,36,0.0,0.05,0.29,7,0.34,2.04,0.63,5.38,20.9,15.18,2.23,5.04,0.19,1.75,0.63,0.39,0.19,0.1,0.48,0.0,0.13,0.13,0.25
164,1284,Forward,LaLiga,C. Martín,Rayo Vallecano,36,1336,2,26.0,12,2,2.29,2.29,1.39,43,17,5,15,7,94,372,254,21,24,3,13,0.0,0.13,0.13,4,0.27,1.75,0.81,6.33,25.06,17.11,1.41,1.62,0.2,0.88,2.9,1.15,0.34,1.01,0.47,0.0,0.15,0.15,0.09
167,1287,Forward,LaLiga,Á. Rodriguez,Elche,30,852,0,25.0,10,2,1.23,1.22,0.34,10,12,3,105,6,149,229,109,6,5,1,5,0.0,0.21,0.0,2,0.21,2.64,1.06,15.74,24.19,11.51,0.63,0.53,0.11,0.53,1.06,1.27,0.32,11.09,0.63,0.0,0.13,0.13,0.04
168,1288,Forward,LaLiga,Á. Djaló,Athletic Club,29,657,0,15.0,3,1,0.83,0.83,0.61,8,3,1,11,6,46,112,80,7,14,1,4,0.0,0.14,0.0,1,0.14,2.05,0.41,6.3,15.34,10.96,0.96,1.92,0.14,0.55,1.1,0.41,0.14,1.51,0.82,0.0,0.11,0.11,0.08
169,1289,Forward,LaLiga,R. Fernández,Espanyol,19,1507,0,21.0,9,6,3.47,3.56,0.53,4,26,3,36,6,74,257,187,6,2,1,8,0.0,0.36,0.0,6,0.36,1.25,0.54,4.42,15.35,11.17,0.36,0.12,0.06,0.48,0.24,1.55,0.18,2.15,0.36,0.0,0.21,0.21,0.03
171,1291,Forward,LaLiga,P. Durán,Celta Vigo,37,1411,4,26.0,10,4,3.75,3.67,0.98,17,18,8,16,5,60,373,275,25,18,4,17,0.0,0.26,0.26,8,0.51,1.66,0.64,3.83,23.79,17.54,1.59,1.15,0.26,1.08,1.08,1.15,0.51,1.02,0.32,0.0,0.24,0.23,0.06
174,1294,Forward,LaLiga,A. González,Sevilla,35,1372,2,46.0,21,5,4.61,4.72,2.12,8,3,5,3,15,67,331,255,14,40,4,24,0.0,0.33,0.13,7,0.46,3.02,1.38,4.4,21.71,16.73,0.92,2.62,0.26,1.57,0.52,0.2,0.33,0.2,0.98,0.0,0.3,0.31,0.14
175,1295,Forward,LaLiga,M. Sannadi,Athletic Club,17,751,1,19.0,7,1,3.49,3.48,0.65,5,2,1,14,3,62,153,115,9,6,3,7,0.0,0.12,0.12,2,0.24,2.28,0.84,7.43,18.34,13.78,1.08,0.72,0.36,0.84,0.6,0.24,0.12,1.68,0.36,0.0,0.42,0.42,0.08
182,1302,Goalkeeper,LaLiga,Ø. Nyland,Sevilla,34,2674,0,0.0,0,0,0.0,0.0,0.04,3,24,0,9,0,12,887,525,501,0,2,4,74.0,0.0,0.0,0,0.0,0.0,0.0,0.4,29.85,17.67,16.86,0.0,0.07,0.13,0.1,0.81,0.0,0.3,0.0,2.49,0.0,0.0,0.0
183,1303,Goalkeeper,LaLiga,W. Szczęsny,Barcelona,29,1350,0,0.0,0,0,0.0,0.0,0.0,1,23,0,1,0,3,391,342,81,0,0,0,21.0,0.0,0.0,0,0.0,0.0,0.0,0.2,26.07,22.8,5.4,0.0,0.0,0.0,0.07,1.53,0.0,0.07,0.0,1.4,0.0,0.0,0.0
184,1304,Goalkeeper,LaLiga,Adrián,Real Betis,38,1710,0,0.0,0,0,0.0,0.0,0.0,0,30,0,4,0,6,525,385,234,0,0,0,50.0,0.0,0.0,0,0.0,0.0,0.0,0.32,27.63,20.26,12.32,0.0,0.0,0.0,0.0,1.58,0.0,0.21,0.0,2.63,0.0,0.0,0.0
185,1305,Goalkeeper,LaLiga,J. Oblak,Atlético Madrid,36,3240,0,0.0,0,0,0.0,0.0,0.0,0,25,0,4,0,7,764,583,321,0,0,0,86.0,0.0,0.0,0,0.0,0.0,0.0,0.19,21.22,16.19,8.92,0.0,0.0,0.0,0.0,0.69,0.0,0.11,0.0,2.39,0.0,0.0,0.0
186,1306,Goalkeeper,LaLiga,T. Courtois,Real Madrid,32,2700,0,0.0,0,0,0.0,0.0,0.01,0,24,1,9,0,10,846,679,243,0,1,1,77.0,0.0,0.0,0,0.0,0.0,0.0,0.33,28.2,22.63,8.1,0.0,0.03,0.03,0.0,0.8,0.03,0.3,0.0,2.57,0.0,0.0,0.0
187,1307,Goalkeeper,LaLiga,M. Dmitrović,Espanyol,38,2880,0,0.0,0,0,0.0,0.0,0.03,1,48,0,15,0,21,933,358,782,0,0,1,104.0,0.0,0.0,0,0.0,0.0,0.0,0.66,29.16,11.19,24.44,0.0,0.0,0.03,0.03,1.5,0.0,0.47,0.0,3.25,0.0,0.0,0.0
190,1310,Goalkeeper,LaLiga,R. Silva,Real Betis,15,1350,0,0.0,0,0,0.0,0.0,0.02,0,8,0,2,0,4,452,342,164,0,0,2,37.0,0.0,0.0,0,0.0,0.0,0.0,0.27,30.13,22.8,10.93,0.0,0.0,0.13,0.0,0.53,0.0,0.13,0.0,2.47,0.0,0.0,0.0
