,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90
121,121,Midfielder,2. Bundesliga,R. Krausse,SV Sandhausen,31,1860,0,21.0,3,0,48,38,16,28,4,106,657,511,88,7,1,10,0.0,0.0,0.0,0,0.0,1.02,0.15,5.13,31.79,24.73,4.26,0.34,0.05,0.48,2.32,1.84,0.77,1.35,0.19,0.0
122,122,Midfielder,2. Bundesliga,J. Meffert,Holstein Kiel,29,2375,2,8.0,0,0,60,58,25,31,4,112,1419,1310,51,3,2,9,0.0,0.0,0.08,2,0.08,0.3,0.0,4.24,53.77,49.64,1.93,0.11,0.08,0.34,2.27,2.2,0.95,1.17,0.15,0.0
124,124,Midfielder,2. Bundesliga,D. Kinsombi,SC Paderborn 07,32,1062,1,25.0,7,2,17,7,3,9,8,51,249,190,10,11,2,9,0.0,0.17,0.08,3,0.25,2.12,0.59,4.32,21.1,16.1,0.85,0.93,0.17,0.76,1.44,0.59,0.25,0.76,0.68,0.0
125,125,Midfielder,2. Bundesliga,P. Förster,Karlsruher SC,22,1456,1,25.0,8,4,28,3,14,3,9,59,639,546,19,30,2,26,0.0,0.25,0.06,5,0.31,1.55,0.49,3.65,39.5,33.75,1.17,1.85,0.12,1.61,1.73,0.19,0.87,0.19,0.56,0.0
126,126,Midfielder,2. Bundesliga,M. Wanitzek,Karlsruher SC,34,3060,11,93.0,34,13,61,44,14,57,25,186,1435,1117,168,228,17,79,0.0,0.38,0.32,24,0.71,2.74,1.0,5.47,42.21,32.85,4.94,6.71,0.5,2.32,1.79,1.29,0.41,1.68,0.74,0.0
127,127,Midfielder,2. Bundesliga,J. Bachmann,FC Schalke 04,25,1646,1,18.0,6,3,29,39,8,67,4,108,574,435,30,5,2,8,0.0,0.16,0.05,4,0.22,0.98,0.33,5.91,31.39,23.78,1.64,0.27,0.11,0.44,1.59,2.13,0.44,3.66,0.22,0.0
128,128,Midfielder,2. Bundesliga,N. Rapp,Karlsruher SC,29,2157,1,16.0,5,1,49,59,34,45,3,120,1017,840,156,3,2,8,0.0,0.04,0.04,2,0.08,0.67,0.21,5.01,42.43,35.05,6.51,0.13,0.08,0.33,2.04,2.46,1.42,1.88,0.13,0.0
129,129,Midfielder,2. Bundesliga,M. Bader,Darmstadt 98,4,274,0,2.0,1,0,5,1,3,0,1,12,84,68,9,8,0,4,0.0,0.0,0.0,0,0.0,0.66,0.33,3.94,27.59,22.34,2.96,2.63,0.0,1.31,1.64,0.33,0.99,0.0,0.33,0.0
130,130,Midfielder,2. Bundesliga,R. Obermair,SC Paderborn 07,33,2860,6,47.0,17,5,46,52,34,23,15,104,1243,1010,133,228,12,69,0.0,0.16,0.19,11,0.35,1.48,0.53,3.27,39.12,31.78,4.19,7.17,0.38,2.17,1.45,1.64,1.07,0.72,0.47,0.0
131,131,Midfielder,2. Bundesliga,J. Justvan,1. FC Nürnberg,31,2640,11,56.0,22,7,32,13,7,10,17,117,962,744,55,128,9,67,0.0,0.24,0.38,18,0.61,1.91,0.75,3.99,32.8,25.36,1.88,4.36,0.31,2.28,1.09,0.44,0.24,0.34,0.58,0.0
132,132,Midfielder,2. Bundesliga,C. Antwi-Adjei,FC Schalke 04,23,958,2,17.0,4,1,8,8,4,9,8,39,257,199,12,39,3,15,0.0,0.09,0.19,3,0.28,1.6,0.38,3.66,24.14,18.7,1.13,3.66,0.28,1.41,0.75,0.75,0.38,0.85,0.75,0.0
133,133,Midfielder,2. Bundesliga,D. Burnić,Karlsruher SC,31,2277,2,34.0,9,2,43,15,15,8,14,76,812,651,90,18,2,22,0.0,0.08,0.08,4,0.16,1.34,0.36,3.0,32.09,25.73,3.56,0.71,0.08,0.87,1.7,0.59,0.59,0.32,0.55,0.0
134,134,Midfielder,2. Bundesliga,S. Klaas,SC Paderborn 07,20,823,0,20.0,6,2,14,5,9,5,8,47,365,285,18,7,2,9,0.0,0.22,0.0,2,0.22,2.19,0.66,5.14,39.91,31.17,1.97,0.77,0.22,0.98,1.53,0.55,0.98,0.55,0.87,0.0
135,135,Midfielder,2. Bundesliga,L. Herrmann,SG Dynamo Dresden,33,457,0,9.0,3,0,8,9,2,4,2,21,151,114,15,10,2,4,0.0,0.0,0.0,0,0.0,1.77,0.59,4.14,29.74,22.45,2.95,1.97,0.39,0.79,1.58,1.77,0.39,0.79,0.39,0.0
136,136,Midfielder,2. Bundesliga,K. Klefisch,Darmstadt 98,24,1797,1,27.0,4,2,38,30,24,26,6,99,1256,1125,108,14,1,24,0.0,0.1,0.05,3,0.15,1.35,0.2,4.96,62.9,56.34,5.41,0.7,0.05,1.2,1.9,1.5,1.2,1.3,0.3,0.0
137,137,Midfielder,2. Bundesliga,N. Katterbach,Hamburger SV,16,549,1,7.0,2,1,9,10,9,3,3,30,177,134,27,13,0,2,0.0,0.16,0.16,2,0.33,1.15,0.33,4.92,29.02,21.97,4.43,2.13,0.0,0.33,1.48,1.64,1.48,0.49,0.49,0.0
138,138,Midfielder,2. Bundesliga,M. Papela,Darmstadt 98,33,1267,0,13.0,2,1,34,15,32,18,5,78,566,492,30,8,0,8,0.0,0.07,0.0,1,0.07,0.92,0.14,5.54,40.21,34.95,2.13,0.57,0.0,0.57,2.42,1.07,2.27,1.28,0.36,0.0
139,139,Midfielder,2. Bundesliga,A. Suhonen,Hamburger SV,17,611,1,10.0,4,0,34,3,4,3,2,61,232,179,22,10,1,6,0.0,0.0,0.15,1,0.15,1.47,0.59,8.99,34.17,26.37,3.24,1.47,0.15,0.88,5.01,0.44,0.59,0.44,0.29,0.0
140,140,Midfielder,2. Bundesliga,S. Karl Appelkamp,Fortuna Düsseldorf,30,1558,7,15.0,7,1,22,8,5,4,3,52,707,610,34,80,7,30,0.0,0.06,0.4,8,0.46,0.87,0.4,3.0,40.84,35.24,1.96,4.62,0.4,1.73,1.27,0.46,0.29,0.23,0.17,0.0
141,141,Midfielder,2. Bundesliga,B. Hein,SSV Jahn Regensburg,33,2066,3,16.0,1,0,40,64,19,22,3,117,451,276,84,55,3,19,0.0,0.0,0.13,3,0.13,0.7,0.04,5.1,19.65,12.02,3.66,2.4,0.13,0.83,1.74,2.79,0.83,0.96,0.13,0.0
142,142,Midfielder,2. Bundesliga,L. Egloff,Karlsruher SC,26,416,0,10.0,3,2,14,2,6,6,2,26,121,89,17,6,1,7,0.0,0.43,0.0,2,0.43,2.16,0.65,5.62,26.18,19.25,3.68,1.3,0.22,1.51,3.03,0.43,1.3,1.3,0.43,0.0
143,143,Midfielder,2. Bundesliga,E. Leopold,Hannover 96,33,2875,5,32.0,8,2,70,48,31,21,12,145,1571,1377,107,188,9,73,0.0,0.06,0.16,7,0.22,1.0,0.25,4.54,49.18,43.11,3.35,5.89,0.28,2.29,2.19,1.5,0.97,0.66,0.38,0.0
144,144,Midfielder,2. Bundesliga,T. Breithaupt,Fortuna Düsseldorf,13,800,0,2.0,0,0,22,21,10,23,1,67,433,358,31,2,0,7,0.0,0.0,0.0,0,0.0,0.22,0.0,7.54,48.71,40.28,3.49,0.22,0.0,0.79,2.48,2.36,1.12,2.59,0.11,0.0
145,145,Midfielder,2. Bundesliga,B. Allgeier,Hannover 96,32,1758,2,1.0,0,0,27,60,11,19,0,56,612,441,93,43,2,20,0.0,0.0,0.1,2,0.1,0.05,0.0,2.87,31.33,22.58,4.76,2.2,0.1,1.02,1.38,3.07,0.56,0.97,0.0,0.0
146,146,Midfielder,2. Bundesliga,A. Müller,Karlsruher SC,33,2536,0,17.0,8,2,66,46,20,14,5,106,1443,1214,177,10,3,20,0.0,0.07,0.0,2,0.07,0.6,0.28,3.76,51.21,43.08,6.28,0.35,0.11,0.71,2.34,1.63,0.71,0.5,0.18,0.0
147,147,Midfielder,2. Bundesliga,M. Hansen,SC Paderborn 07,18,576,1,4.0,2,0,16,13,11,9,0,30,328,293,19,2,2,7,0.0,0.0,0.16,1,0.16,0.62,0.31,4.69,51.25,45.78,2.97,0.31,0.31,1.09,2.5,2.03,1.72,1.41,0.0,0.0
148,148,Midfielder,2. Bundesliga,P. Stock,F.C. Hansa Rostock,32,309,3,4.0,0,0,11,6,0,4,3,22,121,87,9,6,0,6,0.0,0.0,0.87,3,0.87,1.17,0.0,6.41,35.24,25.34,2.62,1.75,0.0,1.75,3.2,1.75,0.0,1.17,0.87,0.0
150,150,Midfielder,2. Bundesliga,K. Corredor,Darmstadt 98,32,2581,6,84.0,33,8,35,10,11,25,17,159,762,604,45,36,8,38,0.0,0.28,0.21,14,0.49,2.93,1.15,5.54,26.57,21.06,1.57,1.26,0.28,1.33,1.22,0.35,0.38,0.87,0.59,0.0
151,151,Midfielder,2. Bundesliga,K. Oudenne,Hannover 96,22,460,0,5.0,0,0,13,3,4,0,1,32,132,97,12,7,1,6,0.0,0.0,0.0,0,0.0,0.98,0.0,6.26,25.83,18.98,2.35,1.37,0.2,1.17,2.54,0.59,0.78,0.0,0.2,0.0
152,152,Midfielder,2. Bundesliga,T. Rossmann,Fortuna Düsseldorf,18,1027,1,22.0,6,2,24,7,7,12,10,83,380,328,13,47,3,12,0.0,0.18,0.09,3,0.26,1.93,0.53,7.27,33.3,28.74,1.14,4.12,0.26,1.05,2.1,0.61,0.61,1.05,0.88,0.0
153,153,Midfielder,2. Bundesliga,M. Baur,SC Paderborn 07,15,186,0,0.0,0,0,0,2,2,1,0,3,44,37,4,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1.45,21.29,17.9,1.94,0.0,0.0,0.48,0.0,0.97,0.97,0.48,0.0,0.0
154,154,Midfielder,2. Bundesliga,A. Eren Ersungur,Karlsruher SC,6,54,0,2.0,0,0,3,0,0,2,1,5,18,15,2,1,0,1,0.0,0.0,0.0,0,0.0,3.33,0.0,8.33,30.0,25.0,3.33,1.67,0.0,1.67,5.0,0.0,0.0,3.33,1.67,0.0
155,155,Midfielder,2. Bundesliga,B. Yılmaz,1. FC Nürnberg,28,1382,0,11.0,4,0,22,35,13,5,2,85,726,599,48,30,2,21,0.0,0.0,0.0,0,0.0,0.72,0.26,5.54,47.28,39.01,3.13,1.95,0.13,1.37,1.43,2.28,0.85,0.33,0.13,0.0
156,156,Midfielder,2. Bundesliga,S. Castaneda,SC Paderborn 07,31,2227,1,17.0,3,0,44,61,38,44,7,130,1093,943,79,4,2,19,0.0,0.0,0.04,1,0.04,0.69,0.12,5.25,44.17,38.11,3.19,0.16,0.08,0.77,1.78,2.47,1.54,1.78,0.28,0.0
158,158,Midfielder,2. Bundesliga,R. Lubach,1. FC Nürnberg,30,1323,1,15.0,5,1,28,15,8,9,3,67,519,448,22,12,2,10,0.0,0.07,0.07,2,0.14,1.02,0.34,4.56,35.31,30.48,1.5,0.82,0.14,0.68,1.9,1.02,0.54,0.61,0.2,0.0
159,159,Midfielder,2. Bundesliga,P. Muller,SSV Jahn Regensburg,25,473,1,10.0,3,1,5,7,11,5,3,14,198,156,18,0,1,5,0.0,0.19,0.19,2,0.38,1.9,0.57,2.66,37.67,29.68,3.42,0.0,0.19,0.95,0.95,1.33,2.09,0.95,0.57,0.0
163,163,Midfielder,2. Bundesliga,TJT. Janisch,1. FC Nürnberg,20,1112,0,3.0,0,0,35,23,10,2,0,74,536,434,50,5,2,4,0.0,0.0,0.0,0,0.0,0.24,0.0,5.99,43.38,35.13,4.05,0.4,0.16,0.32,2.83,1.86,0.81,0.16,0.0,0.0
164,164,Midfielder,2. Bundesliga,M. Grüger,FC Schalke 04,31,1409,0,16.0,4,1,22,10,15,5,6,34,769,669,78,18,1,13,0.0,0.06,0.0,1,0.06,1.02,0.26,2.17,49.12,42.73,4.98,1.15,0.06,0.83,1.41,0.64,0.96,0.32,0.38,0.0
167,167,Midfielder,2. Bundesliga,L. Ben Farhat,Karlsruher SC,14,452,0,14.0,8,3,5,1,3,7,3,26,66,45,3,1,3,6,0.0,0.6,0.0,3,0.6,2.79,1.59,5.18,13.14,8.96,0.6,0.2,0.6,1.19,1.0,0.2,0.6,1.39,0.6,0.0
