Name,Team,Passes,Accurate Passes,Long Balls,Assists,Crosses,Big Chances Created,Mins,KeyPasses,Unnamed: 9
T. Chandler,Eintracht Frankfurt,23,17,2,0,1,0,27,0,
C. Trimmel,1. FC Union Berlin,515,341,111,3,111,2,1743,36,
N. Höfler,SC Freiburg,373,325,9,0,1,0,787,3,
M. Götze,Eintracht Frankfurt,798,647,41,2,39,5,1546,34,
K. Kampl,RB Leipzig,1131,1030,44,0,29,2,1596,16,
K. Stöger,Borussia M'gladbach,975,797,100,4,116,8,1553,55,
A. Losilla,VfL Bochum 1848,401,311,45,0,3,1,1090,7,
M. Sabitzer,Borussia Dortmund,820,712,54,0,23,2,1613,12,
P. Mwene,1. FSV Mainz 05,968,746,96,4,85,3,2617,23,
E. Can,Borussia Dortmund,1877,1692,174,0,11,0,2111,8,
M. Arnold,VfL Wolfsburg,1195,1006,173,5,152,7,2359,45,
R. Khedira,1. FC Union Berlin,880,672,85,1,21,2,2647,12,
S. Widmer,1. FSV Mainz 05,213,167,19,1,12,1,546,2,
R. Andrich,Bayer 04 Leverkusen,960,861,64,1,12,0,1611,9,
J. Haberer,1. FC Union Berlin,669,525,66,0,15,2,1704,7,
Y. Gerhardt,VfL Wolfsburg,618,489,48,0,24,1,1515,4,
V. Grifo,SC Freiburg,1357,1114,126,11,155,17,2452,66,
A. Grimaldo,Bayer 04 Leverkusen,1727,1492,90,7,217,11,2643,73,
L. Goretzka,FC Bayern München,1209,1095,47,1,5,2,1321,12,
M. Bero,VfL Bochum 1848,1032,770,105,2,122,5,2479,53,
S. Gnabry,FC Bayern München,560,481,19,5,22,10,1248,25,
J. Brandt,Borussia Dortmund,1116,922,54,10,71,16,2318,62,
G. Prömel,TSG Hoffenheim,92,79,4,0,2,0,175,0,
M. Wolf,FC Augsburg,842,594,89,3,115,2,2168,46,
J. Kimmich,FC Bayern München,3425,3183,252,6,176,16,2847,83,
F. Honorat,Borussia M'gladbach,458,346,12,7,125,12,1452,51,
N. Amiri,1. FSV Mainz 05,1591,1313,200,5,166,13,2481,63,
R. Skov,1. FC Union Berlin,292,206,39,1,48,4,773,14,
M. Dahoud,Eintracht Frankfurt,220,191,8,1,4,1,367,8,
D. Giannoulis,FC Augsburg,1046,812,110,4,120,8,2655,42,
K. Miyoshi,VfL Bochum 1848,117,75,10,0,8,1,453,5,
M. Eggestein,SC Freiburg,1435,1205,62,0,9,1,2855,19,
E. Skhiri,Eintracht Frankfurt,1293,1150,79,1,3,2,2240,22,
R. Doan,Eintracht Frankfurt,996,753,65,7,80,8,2874,28,
X. Schlager,RB Leipzig,96,84,6,0,1,1,181,1,
S. Özcan,Borussia Dortmund,453,355,40,0,11,2,745,10,
A. García,Bayer 04 Leverkusen,1286,1171,106,4,92,10,1457,33,
K. Jakić,FC Augsburg,1064,893,91,0,13,0,2308,16,
M. Svanberg,VfL Wolfsburg,336,248,25,1,35,4,1221,13,
T. Skarke,1. FC Union Berlin,293,211,9,2,29,1,1114,14,
A. Karazor,VfB Stuttgart,1844,1606,101,4,4,5,2626,15,
J. Kamiński,1. FC Köln,356,267,28,2,50,5,1138,24,
E. Palacios,Bayer 04 Leverkusen,1011,912,31,6,4,4,1158,28,
C. Baumgartner,RB Leipzig,585,413,42,1,14,2,1622,20,
F. Neuhaus,Borussia M'gladbach,220,188,33,1,9,1,377,6,
E. Elmas,RB Leipzig,16,13,0,0,0,0,42,0,
L. Majer,VfL Wolfsburg,121,94,6,1,17,3,310,8,
E. Rexhbeçaj,FC Augsburg,586,451,44,1,71,1,1792,16,
A. Caci,1. FSV Mainz 05,1258,945,116,7,133,6,2703,50,
R. Baku,RB Leipzig,954,745,67,4,71,3,2452,28,
R. Fellhauer,FC Augsburg,60,48,1,0,0,0,168,1,
N. Nartey,VfB Stuttgart,5,4,1,0,0,0,21,0,
R. Hack,Borussia M'gladbach,811,645,63,7,61,9,2188,32,
A. Schäfer,1. FC Union Berlin,495,372,28,1,15,1,1467,8,
M. Kwarteng,VfL Bochum 1848,75,60,2,0,1,0,167,4,
C. Führich,VfB Stuttgart,887,756,28,3,82,8,1990,33,
L. Maloney,1. FSV Mainz 05,283,202,54,0,1,0,800,1,
A. Stiller,VfB Stuttgart,2425,2180,180,8,95,14,2743,59,
F. Nmecha,Borussia Dortmund,895,794,73,1,6,1,1511,14,
P. Osterhage,SC Freiburg,1000,854,54,0,20,3,2274,16,
N. Tella,Bayer 04 Leverkusen,311,251,11,4,25,2,1368,18,
W. Jeong,1. FC Union Berlin,423,336,11,2,34,2,1203,14,
F. Rieder,FC Augsburg,349,264,27,3,39,3,876,12,
T. Krauß,1. FC Köln,593,487,53,0,10,1,1080,12,
P. Sander,Borussia M'gladbach,722,597,61,0,22,1,1407,13,
H. Hong,1. FSV Mainz 05,223,178,9,1,5,2,543,9,
N. N'Goumou,Borussia M'gladbach,234,182,3,1,22,1,848,6,
N. Seiwald,RB Leipzig,1289,1095,105,0,46,6,2081,21,
A. Prass,TSG Hoffenheim,766,579,97,1,54,6,1576,18,
M. Olise,FC Bayern München,1407,1213,45,15,131,32,2346,93,
P. Treu,SC Freiburg,1170,971,104,2,60,4,2885,22,
P. Wimmer,VfL Wolfsburg,591,401,46,4,42,5,1789,26,
G. Reyna,Borussia M'gladbach,190,158,9,0,15,2,363,2,
J. Leweling,VfB Stuttgart,503,387,16,2,58,12,1675,25,
C. Chukwuemeka,Borussia Dortmund,121,96,1,0,1,2,245,8,
A. Knauff,Eintracht Frankfurt,486,333,28,5,32,7,1609,28,
J. Musiala,FC Bayern München,923,771,19,2,8,9,1804,41,
K. Paredes,VfL Wolfsburg,46,37,3,1,1,0,125,2,
D. Svensson,Borussia Dortmund,405,334,27,3,36,3,785,10,
K. Sano,1. FSV Mainz 05,1419,1148,124,0,11,1,3045,19,
R. Reitz,Borussia M'gladbach,848,675,93,1,22,5,1840,17,
A. Nusa,RB Leipzig,510,397,29,3,35,6,1564,20,
M. Damar,TSG Hoffenheim,61,51,5,0,8,1,179,1,
T. Bischof,FC Bayern München,1372,1148,117,2,145,8,2567,51,
R. Wagner,SC Freiburg,127,98,13,0,2,0,419,0,
C. Campbell,TSG Hoffenheim,14,12,1,0,1,0,30,0,
H. Larsson,Eintracht Frankfurt,1226,1073,97,1,8,2,2403,21,
F. Krätzig,FC Bayern München,575,466,60,2,45,2,1460,33,
A. Pavlović,FC Bayern München,1532,1433,77,0,5,0,1456,7,
P. Wanner,FC Bayern München,663,512,47,3,53,3,1838,23,
J. Bahoya,Eintracht Frankfurt,313,245,12,3,31,5,927,18,
J. Cabrera,SpVgg Greuther Fürth,0,0,0,0,0,0,0,0,
O. Højlund,Eintracht Frankfurt,407,359,19,0,1,2,714,6,
A. Vermeeren,RB Leipzig,947,819,44,2,3,0,1585,12,
F. Micheler,Arminia Bielefeld,12,11,0,0,0,0,31,0,
F. Chaïbi,Eintracht Frankfurt,378,281,35,3,72,4,1019,26,
M. Pannewig,VfL Bochum 1848,117,91,8,0,3,0,290,1,
A. Kemlein,1. FC Union Berlin,440,332,56,0,5,1,902,10,
T. Rothe,1. FC Union Berlin,552,386,57,3,41,2,1592,12,
M. Kücüksahin,FC Augsburg,0,0,0,0,0,0,0,0,
M. Kömür,FC Augsburg,192,146,8,1,26,2,646,13,
F. Onyeka,VfL Bochum 1848,0,0,0,0,0,0,0,0,
A. Ouédraogo,RB Leipzig,18,15,1,0,1,0,47,0,
B. Dárdai,VfL Wolfsburg,431,352,35,1,10,2,1312,11,
L. Djuric,TSG Hoffenheim,0,0,0,0,0,0,0,0,
T. Gomis,RB Leipzig,48,41,1,1,4,2,153,3,
K. Wätjen,VfL Bochum 1848,8,3,0,0,0,0,14,0,
C. Uzun,Eintracht Frankfurt,281,233,13,1,18,1,675,14,
J. Manzambi,SC Freiburg,137,107,9,1,5,0,339,3,
D. Gleiber,1. FSV Mainz 05,0,0,0,0,0,0,0,0,
B. Touré,TSG Hoffenheim,158,114,8,3,24,2,618,13,
N. Swider,Borussia M'gladbach,0,0,0,0,0,0,0,0,
L. Karl,FC Bayern München,0,0,0,0,0,0,0,0,
