Name,Team,Tackles,Clearances,Interceptions,Aerials Won,Blocks,Mins,Duels Won,Unnamed: 8
T. Chandler,Eintracht Frankfurt,0,2,3,5,0,27,6,
C. Trimmel,1. FC Union Berlin,38,86,18,24,2,1743,68,
N. Höfler,SC Freiburg,33,28,14,28,3,787,70,
M. Götze,Eintracht Frankfurt,41,7,7,3,1,1546,68,
K. Kampl,RB Leipzig,27,24,24,3,2,1596,50,
K. Stöger,Borussia M'gladbach,37,23,16,5,5,1553,99,
A. Losilla,VfL Bochum 1848,28,23,18,26,1,1090,63,
M. Sabitzer,Borussia Dortmund,29,28,10,18,5,1613,61,
P. Mwene,1. FSV Mainz 05,51,46,24,20,10,2617,117,
E. Can,Borussia Dortmund,50,86,20,46,2,2111,129,
M. Arnold,VfL Wolfsburg,34,69,24,15,7,2359,101,
R. Khedira,1. FC Union Berlin,64,53,42,40,5,2647,126,
S. Widmer,1. FSV Mainz 05,11,27,5,13,2,546,27,
R. Andrich,Bayer 04 Leverkusen,24,22,29,21,8,1611,64,
J. Haberer,1. FC Union Berlin,39,36,17,15,6,1704,70,
Y. Gerhardt,VfL Wolfsburg,28,46,17,22,5,1515,63,
V. Grifo,SC Freiburg,29,21,9,15,22,2452,81,
A. Grimaldo,Bayer 04 Leverkusen,24,38,16,16,14,2643,85,
L. Goretzka,FC Bayern München,21,25,20,31,10,1321,70,
M. Bero,VfL Bochum 1848,64,32,16,25,11,2479,138,
S. Gnabry,FC Bayern München,20,9,6,4,11,1248,48,
J. Brandt,Borussia Dortmund,26,11,14,11,11,2318,65,
G. Prömel,TSG Hoffenheim,0,4,2,1,0,175,4,
M. Wolf,FC Augsburg,27,46,24,8,5,2168,68,
J. Kimmich,FC Bayern München,47,29,25,12,13,2847,98,
F. Honorat,Borussia M'gladbach,17,23,5,9,11,1452,43,
N. Amiri,1. FSV Mainz 05,50,27,16,17,18,2481,149,
R. Skov,1. FC Union Berlin,14,7,7,9,4,773,34,
M. Dahoud,Eintracht Frankfurt,9,5,2,1,4,367,13,
D. Giannoulis,FC Augsburg,47,65,47,10,4,2655,105,
K. Miyoshi,VfL Bochum 1848,8,2,2,2,4,453,19,
M. Eggestein,SC Freiburg,56,52,39,60,15,2855,151,
E. Skhiri,Eintracht Frankfurt,40,43,31,20,6,2240,89,
R. Doan,Eintracht Frankfurt,66,35,14,17,21,2874,194,
X. Schlager,RB Leipzig,4,3,0,0,0,181,8,
S. Özcan,Borussia Dortmund,13,15,18,20,3,745,52,
A. García,Bayer 04 Leverkusen,13,24,11,3,7,1457,29,
K. Jakić,FC Augsburg,46,47,28,37,4,2308,123,
M. Svanberg,VfL Wolfsburg,20,25,15,13,4,1221,64,
T. Skarke,1. FC Union Berlin,14,17,5,13,4,1114,49,
A. Karazor,VfB Stuttgart,59,51,32,59,4,2626,187,
J. Kamiński,1. FC Köln,17,20,13,7,4,1138,35,
E. Palacios,Bayer 04 Leverkusen,22,13,13,1,2,1158,49,
C. Baumgartner,RB Leipzig,44,21,12,42,10,1622,131,
F. Neuhaus,Borussia M'gladbach,10,5,6,0,3,377,22,
E. Elmas,RB Leipzig,3,2,0,0,1,42,4,
L. Majer,VfL Wolfsburg,2,2,1,3,0,310,16,
E. Rexhbeçaj,FC Augsburg,27,20,16,11,13,1792,89,
A. Caci,1. FSV Mainz 05,60,42,27,35,10,2703,135,
R. Baku,RB Leipzig,47,51,24,16,11,2452,111,
R. Fellhauer,FC Augsburg,4,4,4,6,0,168,12,
N. Nartey,VfB Stuttgart,0,3,0,1,0,21,1,
R. Hack,Borussia M'gladbach,22,20,9,19,13,2188,87,
A. Schäfer,1. FC Union Berlin,51,35,21,25,3,1467,119,
M. Kwarteng,VfL Bochum 1848,4,1,0,0,2,167,11,
C. Führich,VfB Stuttgart,15,16,6,5,13,1990,66,
L. Maloney,1. FSV Mainz 05,22,40,14,18,1,800,45,
A. Stiller,VfB Stuttgart,49,47,26,22,11,2743,135,
F. Nmecha,Borussia Dortmund,34,28,23,23,7,1511,100,
P. Osterhage,SC Freiburg,45,33,18,31,10,2274,109,
N. Tella,Bayer 04 Leverkusen,16,10,4,12,10,1368,78,
W. Jeong,1. FC Union Berlin,10,9,11,13,11,1203,48,
F. Rieder,FC Augsburg,17,6,10,4,5,876,41,
T. Krauß,1. FC Köln,35,17,11,9,2,1080,72,
P. Sander,Borussia M'gladbach,33,43,23,33,5,1407,83,
H. Hong,1. FSV Mainz 05,8,8,7,4,1,543,23,
N. N'Goumou,Borussia M'gladbach,17,13,4,9,6,848,47,
N. Seiwald,RB Leipzig,53,70,31,24,3,2081,83,
A. Prass,TSG Hoffenheim,42,52,9,17,5,1576,102,
M. Olise,FC Bayern München,36,12,8,11,28,2346,184,
P. Treu,SC Freiburg,61,77,19,21,7,2885,131,
P. Wimmer,VfL Wolfsburg,47,11,32,39,16,1789,159,
G. Reyna,Borussia M'gladbach,7,9,0,7,1,363,21,
J. Leweling,VfB Stuttgart,16,16,11,6,5,1675,92,
C. Chukwuemeka,Borussia Dortmund,7,1,1,6,5,245,25,
A. Knauff,Eintracht Frankfurt,41,23,12,19,7,1609,114,
J. Musiala,FC Bayern München,36,5,8,7,17,1804,170,
K. Paredes,VfL Wolfsburg,3,0,1,1,1,125,8,
D. Svensson,Borussia Dortmund,15,24,5,6,0,785,29,
K. Sano,1. FSV Mainz 05,61,53,65,85,9,3045,209,
R. Reitz,Borussia M'gladbach,52,56,53,18,8,1840,125,
A. Nusa,RB Leipzig,30,11,8,9,6,1564,103,
M. Damar,TSG Hoffenheim,1,0,1,0,1,179,6,
T. Bischof,FC Bayern München,95,52,30,14,18,2567,171,
R. Wagner,SC Freiburg,8,11,2,5,2,419,19,
C. Campbell,TSG Hoffenheim,0,1,0,0,0,30,1,
H. Larsson,Eintracht Frankfurt,47,33,30,13,6,2403,77,
F. Krätzig,FC Bayern München,37,17,18,4,4,1460,58,
A. Pavlović,FC Bayern München,38,14,5,12,3,1456,64,
P. Wanner,FC Bayern München,42,15,5,12,11,1838,98,
J. Bahoya,Eintracht Frankfurt,29,9,4,14,6,927,66,
J. Cabrera,SpVgg Greuther Fürth,0,0,0,0,0,0,0,
O. Højlund,Eintracht Frankfurt,21,11,5,7,3,714,39,
A. Vermeeren,RB Leipzig,32,22,23,8,1,1585,47,
F. Micheler,Arminia Bielefeld,0,0,0,0,0,31,1,
F. Chaïbi,Eintracht Frankfurt,13,28,10,17,7,1019,43,
M. Pannewig,VfL Bochum 1848,10,8,2,5,2,290,17,
A. Kemlein,1. FC Union Berlin,10,14,6,20,1,902,36,
T. Rothe,1. FC Union Berlin,45,48,18,42,5,1592,103,
M. Kücüksahin,FC Augsburg,0,0,0,0,0,0,0,
M. Kömür,FC Augsburg,3,4,3,12,3,646,38,
F. Onyeka,VfL Bochum 1848,0,0,0,0,0,0,0,
A. Ouédraogo,RB Leipzig,0,0,0,0,1,47,3,
B. Dárdai,VfL Wolfsburg,24,26,12,11,5,1312,53,
L. Djuric,TSG Hoffenheim,0,0,0,0,0,0,0,
T. Gomis,RB Leipzig,0,0,1,1,2,153,8,
K. Wätjen,VfL Bochum 1848,0,2,0,0,0,14,1,
C. Uzun,Eintracht Frankfurt,10,3,1,5,4,675,42,
J. Manzambi,SC Freiburg,8,6,4,9,3,339,30,
D. Gleiber,1. FSV Mainz 05,0,0,0,0,0,0,0,
B. Touré,TSG Hoffenheim,12,0,3,12,5,618,39,
N. Swider,Borussia M'gladbach,0,0,0,0,0,0,0,
L. Karl,FC Bayern München,0,0,0,0,0,0,0,
